algorithm,budget,coverage,cost_per_coverage,time
bad_greedy,200,34,5.67647,0
k=1,200,47,4.21277,583
k=2,200,47,4.21277,17297
dynamic,200,50,4,1208
greedy,200,49,3.85714,9
random,200,30,6.66667,0
bad_greedy,200,38,4.97368,0
k=1,200,49,3.85714,537
k=2,200,50,4,16200
dynamic,200,52,3.82692,503
greedy,200,51,3.43137,10
random,200,32,6.25,0
bad_greedy,200,40,4.65,0
k=1,200,52,3.82692,578
k=2,200,52,3.82692,17249
dynamic,200,54,3.68519,1905
greedy,200,52,3.80769,10
random,200,32,6.25,0
bad_greedy,200,36,5.33333,0
k=1,200,52,3.78846,550
k=2,200,52,3.78846,16850
dynamic,200,49,4.08163,478
greedy,200,49,3.93878,8
random,200,22,9.09091,0
bad_greedy,200,42,4.66667,0
k=1,200,49,3.93878,476
k=2,200,49,3.93878,14354
dynamic,200,50,3.98,733
greedy,200,50,4,8
random,200,36,5.55556,0
bad_greedy,200,38,5.05263,0
k=1,200,50,3.94,479
k=2,200,50,3.9,14432
dynamic,400,51,7.84314,573
greedy,400,50,7.5,11
random,400,29,13.7586,0
bad_greedy,400,40,9.95,0
k=1,400,50,7.48,683
k=2,400,50,7.48,19950
dynamic,400,58,6.89655,959
greedy,400,57,6.5614,10
random,400,43,9.25581,0
bad_greedy,400,49,8.10204,0
k=1,400,57,6.5614,592
k=2,400,57,6.5614,18208
dynamic,400,60,6.65,612
greedy,400,60,5.81667,12
random,400,43,9.27907,0
bad_greedy,400,47,8.29787,0
k=1,400,60,5.81667,603
k=2,400,60,5.81667,18584
dynamic,400,60,6.5,2663
greedy,400,60,5.61667,11
random,400,46,8.67391,0
bad_greedy,400,50,7.86,0
k=1,400,60,5.2,594
k=2,400,60,5.2,18219
dynamic,400,58,6.89655,886
greedy,400,56,6.73214,11
random,400,35,11.4286,0
bad_greedy,400,46,8.34783,0
k=1,400,57,7.01754,627
k=2,400,57,7.01754,19100
dynamic,480,59,8.11864,2199
greedy,480,58,7.2931,11
random,480,42,11.4286,0
bad_greedy,480,46,10.1087,0
k=1,480,58,7.2931,721
k=2,480,58,7.2931,20354
dynamic,480,57,8.42105,805
greedy,480,57,8.22807,12
random,480,37,12.973,0
bad_greedy,480,41,11.3902,0
k=1,480,57,8.17544,697
k=2,480,57,8.17544,20724
dynamic,480,56,8.57143,5836
greedy,480,55,8.2,12
random,480,44,10.9091,0
bad_greedy,480,44,10.7955,0
k=1,480,55,8.2,692
k=2,480,55,8.2,21464
dynamic,480,60,7.91667,1254
greedy,480,59,7.35593,11
random,480,40,11.975,0
bad_greedy,480,42,10.9524,0
k=1,480,59,7.30508,722
k=2,480,59,7.30508,21548
dynamic,480,59,8.0678,3343
greedy,480,59,8,12
random,480,42,11.4286,0
bad_greedy,480,44,10.7955,0
k=1,480,59,8,728
k=2,480,59,8,21693
dynamic,400,58,6.89655,1560
greedy,400,57,6.66667,10
random,400,40,9.975,0
bad_greedy,400,42,9.2381,0
k=1,400,57,6.66667,576
k=2,400,57,6.66667,16945
dynamic,400,60,6.63333,4246
greedy,400,59,6.37288,9
random,400,30,13.3333,0
bad_greedy,400,45,8.75556,0
k=1,400,59,6.37288,570
k=2,400,59,6.37288,17569
dynamic,400,58,6.87931,4249
greedy,400,58,6.77586,9
random,400,42,9.52381,0
bad_greedy,400,42,9.14286,0
k=1,400,58,6.77586,567
k=2,400,58,6.77586,17220
dynamic,400,56,7.10714,1271
greedy,400,56,7.01786,14
random,400,35,11.4,0
bad_greedy,400,43,9.06977,0
k=1,400,56,7.01786,766
k=2,400,56,7,22648
dynamic,400,59,6.54237,8957
greedy,400,59,6.22034,11
random,400,50,8,0
bad_greedy,400,54,7.09259,0
k=1,400,59,6.22034,638
k=2,400,59,6.22034,19284
dynamic,480,59,8.08475,1033
greedy,480,59,7.9661,13
random,480,45,10.6667,0
bad_greedy,480,45,10.1111,0
k=1,480,59,7.9322,727
k=2,480,59,7.9322,22775
dynamic,480,60,7.96667,6731
greedy,480,59,7.45763,10
random,480,51,9.39216,0
bad_greedy,480,48,9.5625,0
k=1,480,59,7.16949,583
k=2,480,59,7.16949,19184
dynamic,480,60,7.8,33404
greedy,480,60,7.01667,11
random,480,37,12.973,0
bad_greedy,480,46,9.71739,0
k=1,480,60,7.01667,681
k=2,480,60,7.01667,20383
dynamic,480,59,8.11864,5216
greedy,480,58,7.65517,11
random,480,47,10.1489,0
bad_greedy,480,46,10.3261,0
k=1,480,58,7.65517,634
k=2,480,58,7.65517,19951
dynamic,480,60,7.91667,23297
greedy,480,60,6.41667,11
random,480,45,10.6667,0
bad_greedy,480,55,8.69091,0
k=1,480,60,6.41667,621
k=2,480,60,6.41667,19127
dynamic,360,56,6.42857,7448
greedy,360,56,6.33929,11
random,360,30,12,0
bad_greedy,360,41,8.4878,0
k=1,360,56,6.25,733
k=2,360,56,6.25,18297
dynamic,360,58,6.18966,1713
greedy,360,58,6.17241,11
random,360,42,8.5,0
bad_greedy,360,43,8.04651,0
k=1,360,58,6.17241,669
k=2,360,58,6.17241,21971
dynamic,360,55,6.49091,1471
greedy,360,55,6.27273,13
random,360,35,10.2857,0
bad_greedy,360,44,8.11364,0
k=1,360,55,6.25455,777
k=2,360,55,6.25455,22085
dynamic,360,57,6.31579,1083
greedy,360,57,6.05263,11
random,360,36,9.97222,0
bad_greedy,360,46,7.82609,0
k=1,360,57,6.05263,650
k=2,360,57,6.05263,20708
dynamic,360,54,6.61111,4441
greedy,360,53,6.5283,10
random,360,37,9.64865,0
bad_greedy,360,42,8.21429,0
k=1,360,53,6.50943,563
k=2,360,53,6.50943,17317
dynamic,600,60,8.75,20904
greedy,600,60,7.28333,12
random,600,51,11.7647,0
bad_greedy,600,51,11.5882,0
k=1,600,60,7.28333,656
k=2,600,60,7.28333,19876
dynamic,600,60,10,5312
greedy,600,60,9.5,10
random,600,52,11.5192,0
bad_greedy,600,47,12.3191,0
k=1,600,60,9.48333,646
k=2,600,60,9.48333,19972
dynamic,600,60,10,3031
greedy,600,60,9.36667,12
random,600,47,12.7234,0
bad_greedy,600,49,11.6735,0
k=1,600,60,9.36667,678
k=2,600,60,9.36667,21176
dynamic,600,60,9.15,4086
greedy,600,60,6.75,12
random,600,47,12.766,0
bad_greedy,600,55,10.7091,0
k=1,600,60,6.75,719
k=2,600,60,6.75,22309
dynamic,600,60,9.11667,1099
greedy,600,60,6.9,11
random,600,47,12.766,0
bad_greedy,600,48,11.9167,0
k=1,600,60,6.9,631
k=2,600,60,6.9,18008
dynamic,600,59,10.1356,994
greedy,600,59,10.0169,16
random,600,37,16.2162,0
bad_greedy,600,45,12.6222,0
k=1,600,59,10.0169,664
k=2,600,59,10.0169,20048
dynamic,600,60,10,1253
greedy,600,60,8.91667,13
random,600,49,12.1633,0
bad_greedy,600,48,12.3333,0
k=1,600,60,8.88333,739
k=2,600,60,8.88333,22651
dynamic,600,58,10.3448,1484
greedy,600,58,10.1379,13
random,600,47,12.7234,0
bad_greedy,600,50,12,0
k=1,600,58,10.1379,757
k=2,600,58,10.1379,22518
dynamic,600,60,10,537
greedy,600,59,9,12
random,600,44,13.6364,0
bad_greedy,600,49,11.6327,0
k=1,600,59,9,696
k=2,600,59,9,21400
dynamic,600,60,9.55,3543
greedy,600,60,8.41667,12
random,600,48,12.5,0
bad_greedy,600,47,12.2553,0
k=1,600,60,8.38333,689
k=2,600,60,8.38333,20211
dynamic,520,60,8.61667,1594
greedy,520,59,7.62712,12
random,520,47,11.0638,0
bad_greedy,520,46,10.8043,0
k=1,520,59,7.62712,691
k=2,520,59,7.62712,21007
dynamic,520,60,7.6,1363
greedy,520,60,7.11667,10
random,520,38,13.6842,0
bad_greedy,520,46,11.1739,0
k=1,520,60,7.1,577
k=2,520,60,7.1,17460
dynamic,520,59,8.79661,768
greedy,520,59,8.54237,13
random,520,45,11.5333,0
bad_greedy,520,52,9.63462,0
k=1,520,59,8.40678,711
k=2,520,59,8.40678,22790
dynamic,520,60,6.46667,131240
greedy,520,60,7.1,11
random,520,43,12.093,0
bad_greedy,520,48,10.4583,0
k=1,520,60,7.1,682
k=2,520,60,7.1,20985
dynamic,520,58,8.94828,15842
greedy,520,58,8.94828,11
random,520,42,12.381,0
bad_greedy,520,43,11.907,0
k=1,520,58,8.94828,625
k=2,520,58,8.94828,20049
dynamic,240,53,4.49057,1039
greedy,240,53,4.18868,12
random,240,28,8.53571,0
bad_greedy,240,38,5.86842,0
k=1,240,53,4.11321,603
k=2,240,53,4.11321,17570
dynamic,240,46,5.21739,1986
greedy,240,44,4.93182,9
random,240,22,10.9091,0
bad_greedy,240,39,5.92308,0
k=1,240,44,4.84091,551
k=2,240,44,4.84091,16378
dynamic,240,50,4.8,749
greedy,240,49,4.71429,9
random,240,34,7,0
bad_greedy,240,36,6.41667,0
k=1,240,49,4.63265,512
k=2,240,49,4.63265,15107
dynamic,240,52,4.61538,1644
greedy,240,51,4.37255,11
random,240,33,7.15152,0
bad_greedy,240,39,5.74359,0
k=1,240,51,4.37255,567
k=2,240,51,4.37255,17104
dynamic,240,48,4.95833,628
greedy,240,48,4.60417,13
random,240,32,7.375,0
bad_greedy,240,38,6.31579,0
k=1,240,48,4.60417,600
k=2,240,48,4.60417,17789
dynamic,240,56,4.26786,1421
greedy,240,55,4.29091,8
random,240,31,7.74194,0
bad_greedy,240,34,6.5,0
k=1,240,55,4.27273,503
k=2,240,55,4.27273,14694
dynamic,240,50,4.8,368
greedy,240,49,4.89796,9
random,240,33,7.27273,0
bad_greedy,240,32,7.34375,0
k=1,240,49,4.89796,552
k=2,240,49,4.87755,16592
dynamic,240,48,4.95833,270
greedy,240,48,4.85417,8
random,240,28,8.53571,0
bad_greedy,240,40,5.85,0
k=1,240,48,4.83333,445
k=2,240,48,4.83333,13184
dynamic,240,54,4.44444,571
greedy,240,52,4.15385,8
random,240,33,7.27273,0
bad_greedy,240,36,6.13889,0
k=1,240,52,4.07692,467
k=2,240,52,4.07692,14067
dynamic,240,51,4.64706,234
greedy,240,51,4.64706,8
random,240,20,11.9,0
bad_greedy,240,33,6.75758,0
k=1,240,51,4.64706,483
k=2,240,51,4.64706,14771
dynamic,560,60,9.33333,4857
greedy,560,60,9.08333,11
random,560,51,10.9608,0
bad_greedy,560,46,11.5,0
k=1,560,60,9.08333,613
k=2,560,60,9.08333,18417
dynamic,560,60,6.93333,15515
greedy,560,60,6.2,10
random,560,46,12.1522,0
bad_greedy,560,56,9.89286,0
k=1,560,60,6.08333,573
k=2,560,60,6.08333,17333
dynamic,560,60,9.33333,2899
greedy,560,59,8.9322,12
random,560,48,11.5833,0
bad_greedy,560,50,10.86,0
k=1,560,59,8.9322,696
k=2,560,59,8.9322,21556
dynamic,560,59,9.47458,849
greedy,560,59,9.27119,11
random,560,36,15.5,0
bad_greedy,560,42,12.9048,0
k=1,560,59,9.27119,656
k=2,560,59,9.27119,19852
dynamic,560,60,9.33333,5493
greedy,560,60,8.11667,10
random,560,50,11.18,0
bad_greedy,560,46,11.6957,0
k=1,560,60,8.11667,599
k=2,560,60,8.11667,18051
dynamic,320,58,5.48276,1580
greedy,320,57,5.52632,10
random,320,39,8.20513,0
bad_greedy,320,44,7.09091,0
k=1,320,57,5.50877,529
k=2,320,57,5.50877,15802
dynamic,320,52,6.07692,739
greedy,320,52,5.76923,10
random,320,33,9.69697,0
bad_greedy,320,40,7.6,0
k=1,320,52,5.75,593
k=2,320,52,5.75,17565
dynamic,320,58,5.46552,2639
greedy,320,58,5.2069,9
random,320,40,7.975,0
bad_greedy,320,47,6.61702,0
k=1,320,58,5.17241,541
k=2,320,58,5.17241,16277
dynamic,320,55,5.76364,386
greedy,320,54,5.68519,9
random,320,26,12.2308,0
bad_greedy,320,41,7.53659,0
k=1,320,54,5.68519,552
k=2,320,54,5.68519,16768
dynamic,320,58,5.48276,296
greedy,320,58,5.43103,8
random,320,40,7.95,0
bad_greedy,320,47,6.44681,0
k=1,320,58,5.41379,503
k=2,320,58,5.41379,15315
dynamic,440,57,7.7193,2487
greedy,440,56,7.32143,11
random,440,41,10.7317,0
bad_greedy,440,42,10.3333,0
k=1,440,56,7.30357,658
k=2,440,56,7.30357,19942
dynamic,440,59,7.45763,567
greedy,440,58,7.34483,11
random,440,45,9.75556,0
bad_greedy,440,41,10.2927,0
k=1,440,58,7.25862,654
k=2,440,58,7.25862,19338
dynamic,440,58,7.58621,3677
greedy,440,58,7.18966,11
random,440,43,10.2326,0
bad_greedy,440,40,10.675,0
k=1,440,58,7.18966,626
k=2,440,58,7.17241,19140
dynamic,440,57,7.68421,1830
greedy,440,56,7.32143,11
random,440,33,13.3333,0
bad_greedy,440,41,10.4146,0
k=1,440,56,7.32143,671
k=2,440,56,7.32143,19958
dynamic,440,54,8.14815,1940
greedy,440,54,8.01852,11
random,440,41,10.7317,0
bad_greedy,440,43,9.95349,0
k=1,440,54,8.01852,656
k=2,440,54,8.01852,19823
dynamic,200,46,4.34783,724
greedy,200,45,4.31111,9
random,200,33,6.06061,0
bad_greedy,200,32,6.09375,0
k=1,200,45,4.24444,505
k=2,200,45,4.24444,15432
dynamic,200,52,3.82692,587
greedy,200,50,4,9
random,200,25,8,0
bad_greedy,200,38,5.18421,0
k=1,200,50,3.96,528
k=2,200,50,3.96,16165
dynamic,200,51,3.90196,434
greedy,200,50,3.6,8
random,200,37,5.40541,0
bad_greedy,200,38,4.89474,0
k=1,200,50,3.6,450
k=2,200,50,3.6,13734
dynamic,200,51,3.90196,708
greedy,200,50,3.6,7
random,200,29,6.86207,0
bad_greedy,200,37,5.08108,0
k=1,200,50,3.6,433
k=2,200,50,3.6,13417
dynamic,200,49,4.02041,1207
greedy,200,48,4.10417,9
random,200,25,7.96,0
bad_greedy,200,35,5.68571,0
k=1,200,48,4,496
k=2,200,48,4,15193
dynamic,560,60,9.28333,5661
greedy,560,60,8.08333,11
random,560,48,11.625,0
bad_greedy,560,45,11.7556,0
k=1,560,60,8.01667,664
k=2,560,60,8.01667,19995
dynamic,560,60,9.31667,5523
greedy,560,60,7.36667,12
random,560,46,12.1087,0
bad_greedy,560,47,11.766,0
k=1,560,60,7.36667,604
k=2,560,60,7.36667,18179
dynamic,560,60,6.88333,299974
greedy,560,60,5.73333,10
random,560,52,10.7308,0
bad_greedy,560,53,10.3019,0
k=1,560,60,5.73333,604
k=2,560,60,5.73333,17794
dynamic,560,59,9.47458,73113
greedy,560,58,9.22414,13
random,560,43,13.0233,0
bad_greedy,560,44,12.2955,0
k=1,560,58,9.2069,738
k=2,560,58,9.2069,22882
dynamic,560,58,9.63793,1228
greedy,560,58,8.81034,13
random,560,47,11.8936,0
bad_greedy,560,50,10.6,0
k=1,560,58,8.81034,751
k=2,560,58,8.81034,22208
dynamic,440,56,7.83929,31196
greedy,440,55,7.52727,11
random,440,33,13.2424,0
bad_greedy,440,43,10.0698,0
k=1,440,55,7.52727,641
k=2,440,55,7.52727,19023
dynamic,440,59,7.45763,3453
greedy,440,58,6.86207,11
random,440,35,12.5714,0
bad_greedy,440,47,9.14894,0
k=1,440,58,6.84483,640
k=2,440,58,6.84483,19985
dynamic,440,59,7.40678,1333
greedy,440,58,7.15517,12
random,440,43,10.186,0
bad_greedy,440,43,10.186,0
k=1,440,58,7.10345,714
k=2,440,58,7.10345,19712
dynamic,440,54,8.07407,548
greedy,440,54,7.7963,11
random,440,38,11.5526,0
bad_greedy,440,37,11.1351,0
k=1,440,54,7.7963,664
k=2,440,54,7.7963,19822
dynamic,440,58,7.58621,1916
greedy,440,58,7.27586,13
random,440,34,12.8235,0
bad_greedy,440,46,9.34783,0
k=1,440,58,7.24138,746
k=2,440,58,7.24138,22623
dynamic,200,45,4.4,699
greedy,200,44,4.27273,10
random,200,27,7.40741,0
bad_greedy,200,30,6.16667,0
k=1,200,44,4.22727,531
k=2,200,44,4.22727,15507
dynamic,200,53,3.77358,586
greedy,200,53,3.77358,9
random,200,35,5.71429,0
bad_greedy,200,38,4.86842,0
k=1,200,53,3.77358,542
k=2,200,53,3.77358,16905
dynamic,200,49,4,5498
greedy,200,47,3.87234,16
random,200,28,7.14286,0
bad_greedy,200,40,4.975,0
k=1,200,47,3.82979,698
k=2,200,48,4.14583,19170
dynamic,200,46,4.34783,873
greedy,200,46,4.17391,10
random,200,21,9.52381,0
bad_greedy,200,29,6.34483,0
k=1,200,46,4.13043,584
k=2,200,46,4.13043,17131
dynamic,200,48,4.16667,876
greedy,200,47,4.17021,8
random,200,30,6.66667,0
bad_greedy,200,38,4.86842,0
k=1,200,47,4.17021,480
k=2,200,47,4.17021,14202
dynamic,400,58,6.89655,820
greedy,400,57,6.40351,15
random,400,40,10,0
bad_greedy,400,43,8.67442,0
k=1,400,57,6.40351,622
k=2,400,57,6.40351,18729
dynamic,400,57,6.98246,814
greedy,400,57,6.61404,11
random,400,41,9.7561,0
bad_greedy,400,45,8.46667,0
k=1,400,57,6.61404,607
k=2,400,57,6.61404,18441
dynamic,400,59,6.77966,534
greedy,400,57,6.80702,13
random,400,29,13.6897,0
bad_greedy,400,43,8.95349,0
k=1,400,57,6.80702,698
k=2,400,57,6.80702,21157
dynamic,400,58,6.89655,2072
greedy,400,58,6.60345,11
random,400,35,11.4286,0
bad_greedy,400,38,10.3684,0
k=1,400,58,6.60345,588
k=2,400,58,6.60345,18064
dynamic,400,58,6.84483,447
greedy,400,58,6.41379,10
random,400,44,9.09091,0
bad_greedy,400,43,9.27907,0
k=1,400,58,6.41379,567
k=2,400,58,6.41379,17254
dynamic,400,58,6.86207,1114
greedy,400,57,6.57895,11
random,400,36,11.0833,0
bad_greedy,400,45,8.75556,0
k=1,400,57,6.57895,672
k=2,400,57,6.57895,19663
dynamic,400,59,6.38983,2058
greedy,400,59,5.62712,12
random,400,32,12.4375,0
bad_greedy,400,46,8.67391,0
k=1,400,59,5.62712,682
k=2,400,59,5.62712,20498
dynamic,400,59,6.74576,2043
greedy,400,59,6.54237,9
random,400,50,7.98,0
bad_greedy,400,55,7.10909,0
k=1,400,59,6.54237,556
k=2,400,59,6.54237,17164
dynamic,400,55,7.25455,7296
greedy,400,55,7.07273,13
random,400,44,9.06818,0
bad_greedy,400,44,9.02273,0
k=1,400,55,7.03636,681
k=2,400,55,7.03636,21123
dynamic,400,56,7.10714,969
greedy,400,54,7.09259,11
random,400,37,10.8108,0
bad_greedy,400,41,9.65854,0
k=1,400,54,7.09259,636
k=2,400,54,7.09259,19291
dynamic,360,58,6.17241,1095
greedy,360,58,5.63793,10
random,360,36,9.97222,0
bad_greedy,360,46,7.76087,0
k=1,360,58,5.63793,538
k=2,360,58,5.63793,16730
dynamic,360,56,6.42857,939
greedy,360,56,6.41071,10
random,360,38,9.42105,0
bad_greedy,360,38,9.28947,0
k=1,360,56,6.41071,603
k=2,360,56,6.41071,18154
dynamic,360,59,6,4088
greedy,360,59,5.52542,10
random,360,37,9.72973,0
bad_greedy,360,50,6.84,0
k=1,360,59,5.52542,628
k=2,360,59,5.52542,19109
dynamic,360,57,6.29825,1581
greedy,360,57,6.10526,9
random,360,43,8.37209,0
bad_greedy,360,43,8,0
k=1,360,57,6.10526,551
k=2,360,57,6.10526,16822
dynamic,360,55,6.54545,2223
greedy,360,55,6.41818,11
random,360,22,16.3636,0
bad_greedy,360,50,6.86,0
k=1,360,55,6.38182,640
k=2,360,55,6.38182,18920
dynamic,240,48,4.97917,938
greedy,240,47,4.97872,8
random,240,30,7.96667,0
bad_greedy,240,34,7.05882,0
k=1,240,47,4.93617,488
k=2,240,47,4.93617,14588
dynamic,240,54,4.44444,1083
greedy,240,54,4.33333,9
random,240,41,5.80488,0
bad_greedy,240,40,6,0
k=1,240,54,4.31481,538
k=2,240,54,4.31481,15943
dynamic,240,57,4.21053,990
greedy,240,57,4.21053,8
random,240,26,9.15385,0
bad_greedy,240,33,7.24242,0
k=1,240,57,4.21053,526
k=2,240,57,4.21053,14275
dynamic,240,52,4.44231,1091
greedy,240,51,4.31373,9
random,240,35,6.85714,0
bad_greedy,240,43,5.51163,0
k=1,240,51,4.31373,526
k=2,240,51,4.31373,16399
dynamic,240,48,4.95833,1073
greedy,240,47,4.91489,8
random,240,34,7.05882,0
bad_greedy,240,39,5.69231,0
k=1,240,47,4.91489,506
k=2,240,47,4.91489,15644
dynamic,600,58,10.3276,13971
greedy,600,58,9.96552,12
random,600,45,13.3111,0
bad_greedy,600,52,10.9423,0
k=1,600,58,9.94828,665
k=2,600,58,9.94828,20408
dynamic,600,59,10.1695,2516
greedy,600,58,8.87931,13
random,600,39,15.3846,0
bad_greedy,600,45,13.2667,0
k=1,600,59,10.1186,732
k=2,600,59,10.1186,22051
dynamic,600,59,10.1017,1100
greedy,600,58,9.98276,13
random,600,49,12.2449,0
bad_greedy,600,47,12.6383,0
k=1,600,58,9.96552,748
k=2,600,58,9.96552,23214
dynamic,600,58,10.2931,1889
greedy,600,57,9.80702,12
random,600,48,12.5,0
bad_greedy,600,44,12.8864,0
k=1,600,57,9.80702,702
k=2,600,57,9.80702,21148
dynamic,600,60,9.06667,1933
greedy,600,60,8.13333,12
random,600,54,11.0926,0
bad_greedy,600,47,12.3191,0
k=1,600,60,8.13333,709
k=2,600,60,8.13333,21129
dynamic,560,60,9.28333,8468
greedy,560,60,7.71667,15
random,560,44,12.6364,0
bad_greedy,560,53,10.0377,0
k=1,560,60,7.68333,829
k=2,560,60,7.68333,25004
dynamic,560,60,9.23333,1756
greedy,560,60,7.1,11
random,560,50,11.2,0
bad_greedy,560,52,10.7308,0
k=1,560,60,7.1,678
k=2,560,60,7.1,20912
dynamic,560,59,9.45763,7096
greedy,560,59,8.81356,11
random,560,49,11.3265,0
bad_greedy,560,50,11.06,0
k=1,560,59,8.81356,661
k=2,560,59,8.81356,19777
dynamic,560,60,9.31667,1245
greedy,560,60,8.23333,13
random,560,43,13,0
bad_greedy,560,51,10.8431,0
k=1,560,60,8.23333,741
k=2,560,60,8.23333,21256
dynamic,560,60,9.31667,1697
greedy,560,59,8.55932,10
random,560,43,12.9767,0
bad_greedy,560,48,11.5833,0
k=1,560,59,8.55932,634
k=2,560,59,8.55932,19475
dynamic,600,60,9.85,1170
greedy,600,60,9.46667,12
random,600,50,11.94,0
bad_greedy,600,47,12.5957,0
k=1,600,60,9.46667,689
k=2,600,60,9.46667,20707
dynamic,600,60,9.91667,1040
greedy,600,60,8.86667,13
random,600,50,12,0
bad_greedy,600,47,12.234,0
k=1,600,60,8.86667,777
k=2,600,60,8.86667,23537
dynamic,600,60,9.95,1565
greedy,600,60,8.26667,12
random,600,43,13.9535,0
bad_greedy,600,51,11.6667,0
k=1,600,60,8.21667,706
k=2,600,60,8.21667,21252
dynamic,600,60,9.98333,18403
greedy,600,60,9.88333,16
random,600,49,12.2245,0
bad_greedy,600,51,11.2941,0
k=1,600,60,9.86667,864
k=2,600,60,9.86667,24880
dynamic,600,57,10.5088,5064
greedy,600,57,9.92982,12
random,600,41,14.6098,0
bad_greedy,600,42,14.2143,0
k=1,600,57,9.89474,680
k=2,600,57,9.89474,20606
dynamic,320,54,5.92593,5426
greedy,320,53,5.64151,11
random,320,21,15.1905,0
bad_greedy,320,47,6.65957,0
k=1,320,53,5.62264,659
k=2,320,53,5.62264,19765
dynamic,320,58,5.46552,977
greedy,320,58,5.36207,8
random,320,31,10.2581,0
bad_greedy,320,34,9.26471,0
k=1,320,58,5.34483,483
k=2,320,58,5.34483,14804
dynamic,320,57,5.61404,969
greedy,320,55,4.98182,9
random,320,44,7.25,0
bad_greedy,320,43,7.09302,0
k=1,320,56,5.71429,555
k=2,320,56,5.71429,16958
dynamic,320,57,5.57895,7515
greedy,320,55,5.27273,11
random,320,26,12.3077,0
bad_greedy,320,38,7.84211,0
k=1,320,55,5.27273,631
k=2,320,55,5.27273,18701
dynamic,320,51,6.27451,3188
greedy,320,50,5.9,10
random,320,30,10.6333,0
bad_greedy,320,43,7.16279,0
k=1,320,51,6.27451,618
k=2,320,51,6.27451,18239
dynamic,440,56,7.82143,846
greedy,440,56,7.16071,10
random,440,33,13.3333,0
bad_greedy,440,45,9.2,0
k=1,440,56,7.16071,614
k=2,440,56,7.16071,18574
dynamic,440,59,7.45763,16925
greedy,440,59,7.45763,11
random,440,37,11.8108,0
bad_greedy,440,47,8.97872,0
k=1,440,59,7.45763,647
k=2,440,59,7.45763,18620
dynamic,440,59,7.42373,10532
greedy,440,58,6.77586,10
random,440,37,11.8649,0
bad_greedy,440,48,8.77083,1
k=1,440,58,6.77586,560
k=2,440,58,6.77586,17289
dynamic,440,57,7.68421,2834
greedy,440,57,7.50877,12
random,440,36,12.2222,0
bad_greedy,440,47,9,0
k=1,440,57,7.49123,705
k=2,440,57,7.49123,21084
dynamic,440,57,7.7193,756
greedy,440,57,7.52632,10
random,440,30,14.6667,0
bad_greedy,440,40,10.45,0
k=1,440,57,7.52632,588
k=2,440,57,7.52632,17981
dynamic,320,56,5.71429,628
greedy,320,55,5.50909,10
random,320,33,9.66667,0
bad_greedy,320,43,7.13953,0
k=1,320,55,5.50909,597
k=2,320,55,5.50909,18105
dynamic,320,57,5.59649,1550
greedy,320,54,5.03704,10
random,320,33,9.69697,0
bad_greedy,320,44,7.06818,0
k=1,320,54,5.03704,596
k=2,320,54,5.03704,17186
dynamic,320,54,5.92593,1853
greedy,320,53,5.71698,10
random,320,29,11.0345,0
bad_greedy,320,41,7.4878,0
k=1,320,53,5.71698,568
k=2,320,53,5.71698,17305
dynamic,320,59,5.42373,2872
greedy,320,58,5.39655,13
random,320,38,8.39474,0
bad_greedy,320,44,7.06818,0
k=1,320,58,5.39655,723
k=2,320,58,5.39655,21778
dynamic,320,56,5.71429,11834
greedy,320,55,5.45455,11
random,320,36,8.86111,0
bad_greedy,320,44,7.20455,0
k=1,320,55,5.45455,639
k=2,320,55,5.45455,19510
dynamic,280,50,5.54,7431
greedy,280,50,5.42,9
random,280,28,9.82143,0
bad_greedy,280,41,6.31707,0
k=1,280,50,5.42,558
k=2,280,50,5.42,16836
dynamic,280,55,5.07273,1261
greedy,280,53,5.15094,11
random,280,32,8.71875,0
bad_greedy,280,42,6.42857,0
k=1,280,53,5.15094,639
k=2,280,53,5.15094,19698
dynamic,280,52,5.36538,935
greedy,280,51,5,9
random,280,44,6.36364,0
bad_greedy,280,40,6.475,0
k=1,280,51,5,510
k=2,280,51,5,16160
dynamic,280,57,4.87719,8032
greedy,280,55,4.83636,11
random,280,27,10.3704,0
bad_greedy,280,47,5.76596,0
k=1,280,55,4.69091,682
k=2,280,55,4.67273,19975
dynamic,280,56,4.92857,1438
greedy,280,56,4.55357,9
random,280,46,6.04348,0
bad_greedy,280,38,6.94737,0
k=1,280,56,4.55357,600
k=2,280,56,4.55357,17798
dynamic,280,56,4.98214,1237
greedy,280,56,4.75,10
random,280,39,7.17949,0
bad_greedy,280,43,6.44186,0
k=1,280,56,4.71429,620
k=2,280,56,4.71429,18849
dynamic,280,48,5.79167,1446
greedy,280,47,5.44681,10
random,280,27,10.3333,0
bad_greedy,280,39,6.79487,0
k=1,280,48,5.75,615
k=2,280,48,5.75,18384
dynamic,280,54,5.18519,1563
greedy,280,54,5.18519,14
random,280,40,7,0
bad_greedy,280,40,6.825,0
k=1,280,54,5.18519,556
k=2,280,54,5.18519,16886
dynamic,280,53,5.26415,1689
greedy,280,53,5.03774,9
random,280,38,7.36842,0
bad_greedy,280,36,7.33333,0
k=1,280,53,5.03774,543
k=2,280,53,5.03774,16104
dynamic,280,51,5.47059,1245
greedy,280,50,5.4,11
random,280,32,8.75,0
bad_greedy,280,36,7.30556,0
k=1,280,50,5.4,673
k=2,280,50,5.4,19962
dynamic,200,48,4.14583,682
greedy,200,48,4.125,8
random,200,20,10,0
bad_greedy,200,38,4.92105,0
k=1,200,48,4.125,464
k=2,200,48,4.125,14013
