algorithm,budget,coverage,cost per coverage unit
dynamic,340,24,14.0833
brute_force,340,24,13.0833
greedy,340,23,14.6087
dynamic,340,28,12
brute_force,340,28,10.8929
greedy,340,27,12.3704
dynamic,340,26,12.9615
brute_force,340,26,12.8077
greedy,340,24,13.5
dynamic,340,26,12.8462
brute_force,340,26,12.3077
greedy,340,25,12.44
dynamic,340,24,13.5
brute_force,340,24,13.0833
greedy,340,23,14.3478
dynamic,340,22,15.3182
brute_force,340,22,14.1364
greedy,340,20,16.6
dynamic,340,27,12.4815
brute_force,340,27,11.4444
greedy,340,27,12.1852
dynamic,340,27,12.4815
brute_force,340,27,12.4815
greedy,340,26,12.8077
dynamic,340,27,12.3333
brute_force,340,27,11.3333
greedy,340,26,11.8462
dynamic,340,28,12.0357
brute_force,340,28,11.8214
greedy,340,27,12.0741
dynamic,340,24,13.75
brute_force,340,24,12.9583
greedy,340,23,13.6957
dynamic,340,26,13.0769
brute_force,340,26,13.0769
greedy,340,24,13.6667
dynamic,340,20,16.8
brute_force,340,20,16.45
greedy,340,18,17.6111
dynamic,340,27,12.037
brute_force,340,27,11.6667
greedy,340,26,12.9615
dynamic,340,26,12.9231
brute_force,340,26,12.2692
greedy,340,25,13.48
dynamic,340,24,14.1667
brute_force,340,24,13.3333
greedy,340,23,14.5217
dynamic,340,25,13.48
brute_force,340,25,12.92
greedy,340,23,14.6522
dynamic,340,25,13.52
brute_force,340,25,12.52
greedy,340,22,14.8636
dynamic,340,26,13
brute_force,340,26,12.3462
greedy,340,24,12.8333
dynamic,340,23,14.4348
brute_force,340,23,14.1304
greedy,340,22,14.6818
dynamic,340,23,14.1304
brute_force,340,23,13.7826
greedy,340,22,15.2273
dynamic,340,23,14.6957
brute_force,340,23,13.4783
greedy,340,23,13.913
dynamic,340,27,12.3704
brute_force,340,27,12.2593
greedy,340,25,12.88
dynamic,340,24,13.9167
brute_force,340,24,13.5
greedy,340,24,13.875
dynamic,340,24,14.0833
brute_force,340,24,14.0833
greedy,340,21,16
dynamic,340,25,13.28
brute_force,340,25,12.2
greedy,340,22,14.6364
dynamic,340,25,13.36
brute_force,340,25,13.24
greedy,340,23,13.2174
dynamic,340,30,11.1667
brute_force,340,30,9.53333
greedy,340,29,11.1379
dynamic,340,28,12.1071
brute_force,340,28,10.6071
greedy,340,26,11.8846
dynamic,340,27,11.0741
brute_force,340,27,10.3704
greedy,340,26,11.3462
dynamic,340,24,14.0833
brute_force,340,24,12.625
greedy,340,23,13.7826
dynamic,340,23,14.7826
brute_force,340,23,13.4783
greedy,340,23,14.6087
dynamic,340,26,13.0769
brute_force,340,26,12.7308
greedy,340,25,12.56
dynamic,340,25,13.24
brute_force,340,25,12.48
greedy,340,25,12.72
dynamic,340,25,13.56
brute_force,340,25,12.32
greedy,340,23,13.7826
dynamic,340,25,13.56
brute_force,340,25,13.56
greedy,340,24,13.875
dynamic,340,25,13.2
brute_force,340,25,12.48
greedy,340,25,13.44
dynamic,340,27,12.3333
brute_force,340,27,12
greedy,340,26,11.9615
dynamic,340,28,11.75
brute_force,340,28,11.75
greedy,340,26,12.6154
dynamic,340,26,12.3846
brute_force,340,26,11.9231
greedy,340,25,12.72
dynamic,340,26,13
brute_force,340,26,11.8077
greedy,340,25,12.88
dynamic,340,25,13.44
brute_force,340,25,12.12
greedy,340,24,12.5417
dynamic,340,25,13.32
brute_force,340,25,13.24
greedy,340,22,14.6364
dynamic,340,25,13.28
brute_force,340,25,12.4
greedy,340,24,12.875
dynamic,340,29,11.5172
brute_force,340,29,11
greedy,340,27,11.7407
dynamic,340,25,13.48
brute_force,340,25,12.6
greedy,340,24,13.125
dynamic,340,29,10.7931
brute_force,340,29,9.51724
greedy,340,28,12
dynamic,340,22,15.0909
brute_force,340,22,14.0455
greedy,340,20,15.15
dynamic,340,26,12.6154
brute_force,340,26,12.6154
greedy,340,25,13.16
dynamic,340,25,13.44
brute_force,340,25,12.8
greedy,340,22,15
dynamic,340,25,13.56
brute_force,340,25,12.44
greedy,340,24,12.9583
dynamic,340,23,14.4348
brute_force,340,23,14.087
greedy,340,21,15.6667
dynamic,340,21,16
brute_force,340,21,16
greedy,340,19,17.3158
dynamic,340,28,12.0714
brute_force,340,28,11.3571
greedy,340,26,12.9231
dynamic,340,26,12.7308
brute_force,340,26,12.7308
greedy,340,26,12.7308
dynamic,340,27,12.4815
brute_force,340,27,12.2222
greedy,340,26,12.6538
dynamic,340,26,13
brute_force,340,26,12.2692
greedy,340,25,13.48
dynamic,340,28,11.5714
brute_force,340,28,11.4286
greedy,340,26,11.6538
dynamic,340,24,14.0417
brute_force,340,24,14.0417
greedy,340,22,14.2273
dynamic,340,25,13.24
brute_force,340,25,12.36
greedy,340,25,12.76
dynamic,340,27,12.5185
brute_force,340,27,12.1111
greedy,340,26,12.3846
dynamic,340,26,12.7308
brute_force,340,26,12.7308
greedy,340,25,13.52
dynamic,340,24,13.8333
brute_force,340,24,13.4167
greedy,340,23,13.9565
dynamic,340,25,13.28
brute_force,340,25,12.2
greedy,340,25,12.8
dynamic,340,27,12.2222
brute_force,340,27,12.2222
greedy,340,25,13.04
dynamic,340,24,14.1667
brute_force,340,24,13.25
greedy,340,23,14.0435
dynamic,340,26,12.6923
brute_force,340,26,12.1538
greedy,340,24,12.9583
dynamic,340,20,16.8
brute_force,340,20,16
greedy,340,19,15.9474
dynamic,340,24,14.1667
brute_force,340,24,13.4167
greedy,340,23,13.5217
dynamic,340,27,11.5185
brute_force,340,27,11.2963
greedy,340,26,12.6923
dynamic,340,28,12.1429
brute_force,340,28,12.1429
greedy,340,26,11.7692
dynamic,340,26,13.0769
brute_force,340,26,12.1923
greedy,340,24,13.4583
dynamic,340,27,12.1852
brute_force,340,27,10.9259
greedy,340,27,12.2222
dynamic,340,26,11.8846
brute_force,340,26,11.5769
greedy,340,24,12.7083
dynamic,340,26,12.8846
brute_force,340,26,11.7308
greedy,340,25,12.2
dynamic,340,26,13.0769
brute_force,340,26,13.0385
greedy,340,23,13.8696
dynamic,340,24,13.7083
brute_force,340,24,12.625
greedy,340,23,13.6957
dynamic,340,28,12.0714
brute_force,340,28,12.0714
greedy,340,27,12.4074
dynamic,340,26,12.9231
brute_force,340,26,12.3077
greedy,340,25,13.04
dynamic,340,28,12.1071
brute_force,340,28,12.1071
greedy,340,25,12.28
dynamic,340,24,14.0833
brute_force,340,24,13.625
greedy,340,23,13.8261
dynamic,340,27,12.2222
brute_force,340,27,11.2963
greedy,340,26,12.3462
dynamic,340,26,13.0385
brute_force,340,26,13.0385
greedy,340,24,13.2083
dynamic,340,25,13.4
