algorithm,budget,coverage,cost_per_coverage,time
k=1,500,42,11.381,20
k=2,500,44,11.3409,969
greedy,500,31,16.0968,0
random,500,14,34.8571,0
bad_greedy,500,27,18.2593,0
k=1,500,31,16.0968,22
k=2,500,31,16.0968,1045
greedy,500,40,12.025,0
random,500,11,45.0909,0
bad_greedy,500,30,16.6667,0
k=1,500,40,12.025,20
k=2,500,40,12.025,986
greedy,500,29,16.3448,1
random,500,15,33.2,0
bad_greedy,500,21,22,0
k=1,500,31,16.129,21
k=2,500,31,15.4839,1082
greedy,500,31,15.3871,0
random,500,12,40.9167,0
bad_greedy,500,26,19.1923,0
k=1,500,32,15.625,21
k=2,500,32,15.5938,1033
greedy,500,33,14.8788,0
random,500,15,32.8667,0
bad_greedy,500,25,19.8,0
k=1,500,33,14.8182,21
k=2,500,33,14.7576,1033
greedy,500,32,15.4688,0
random,500,15,33.3333,0
bad_greedy,500,26,18.2692,0
k=1,500,34,14.5882,21
k=2,500,34,14.5882,1043
greedy,500,31,16.129,1
random,500,17,28.4118,0
bad_greedy,500,26,17.8462,0
k=1,500,32,15.2812,21
k=2,500,32,15.1562,1037
greedy,500,40,12.025,0
random,500,14,35.0714,0
bad_greedy,500,37,12.6486,0
k=1,500,41,11.561,21
k=2,500,42,11.7381,1011
greedy,500,30,16.6,0
random,500,13,38.3846,0
bad_greedy,500,22,21.3636,0
k=1,500,30,16.6,21
k=2,500,30,16.6,1039
greedy,500,35,14.2857,0
random,500,11,44.3636,0
bad_greedy,500,25,19.52,0
k=1,500,35,14.2571,21
k=2,500,35,14.2571,1025
greedy,500,38,12.8684,0
random,500,15,33.0667,0
bad_greedy,500,32,15.2188,0
k=1,500,41,11.878,20
k=2,500,41,11.6829,1017
greedy,500,32,15.3438,1
random,500,13,38,0
bad_greedy,500,26,18.2692,0
k=1,500,32,15.2812,21
k=2,500,32,15.2812,1053
greedy,500,30,16.6333,0
random,500,13,38.2308,0
bad_greedy,500,21,21.9524,0
k=1,500,30,16.6333,21
k=2,500,30,16.6333,1042
greedy,500,39,12.0769,0
random,500,19,26.1579,0
bad_greedy,500,34,13.8235,0
k=1,500,41,11.9512,20
k=2,500,41,11.9512,1008
greedy,500,35,13.8571,0
random,500,14,34.9286,0
bad_greedy,500,28,17.3571,0
k=1,500,37,13.4865,20
k=2,500,37,13.4054,997
greedy,500,28,17.0357,0
random,500,12,41.0833,0
bad_greedy,500,27,18.2222,0
k=1,500,30,16.6667,20
k=2,500,30,16.6667,1055
greedy,500,33,14.9091,0
random,500,17,29.1765,0
bad_greedy,500,30,16.4333,0
k=1,500,34,14.2059,21
k=2,500,34,14.2059,1041
greedy,500,40,12.325,0
random,500,20,24.9,0
bad_greedy,500,33,14.7879,0
k=1,500,40,12.325,21
k=2,500,40,12.325,1028
greedy,500,31,16.0645,0
random,500,14,35.2857,0
bad_greedy,500,27,18.4815,0
k=1,500,31,16.0645,21
k=2,500,31,16.0645,1049
greedy,500,36,13.6111,0
random,500,14,35.5,0
bad_greedy,500,32,15.0312,0
k=1,500,38,12.8421,21
k=2,500,38,12.8421,1004
greedy,500,36,13.6944,0
random,500,7,71.1429,0
bad_greedy,500,29,17,0
k=1,500,36,13.5833,21
k=2,500,36,13.5278,1005
greedy,500,34,14.6176,1
random,500,13,38.2308,0
bad_greedy,500,30,16.5667,0
k=1,500,34,14.6176,21
k=2,500,34,14.6176,1043
greedy,500,35,14.1429,0
random,500,11,45.2727,0
bad_greedy,500,30,16,0
k=1,500,35,14.1429,21
k=2,500,35,14.1429,1013
greedy,500,35,14.0571,0
random,500,16,30.1875,0
bad_greedy,500,31,15.871,0
k=1,500,35,14.0571,21
k=2,500,35,14.0571,1047
greedy,500,35,13.8857,0
random,500,11,44.4545,0
bad_greedy,500,30,15.4,0
k=1,500,35,13.8857,20
k=2,500,35,13.8857,1019
greedy,500,29,16.6552,0
random,500,13,38.3077,0
bad_greedy,500,23,20.1304,0
k=1,500,29,16.6207,21
k=2,500,29,16.4483,1068
greedy,500,38,12.7895,0
random,500,20,24.85,0
bad_greedy,500,37,13.3784,0
k=1,500,40,12.2,20
k=2,500,42,11.6905,984
greedy,500,36,13.3611,0
random,500,18,27.5556,0
bad_greedy,500,31,15.9032,0
k=1,500,37,13.4595,20
k=2,500,37,13.4595,1022
greedy,500,35,14.1714,0
random,500,10,49.6,0
bad_greedy,500,27,18.2593,0
k=1,500,35,14.1714,20
k=2,500,35,14.1714,1027
greedy,500,37,13,0
random,500,18,27.7778,0
bad_greedy,500,31,15.8065,0
k=1,500,37,13,20
k=2,500,37,13,992
greedy,500,32,15.375,0
random,500,14,34.7857,0
bad_greedy,500,29,16.6897,0
k=1,500,33,14.8788,20
k=2,500,33,14.697,1054
greedy,500,32,15.5938,0
random,500,16,30.125,0
bad_greedy,500,27,17.0741,0
k=1,500,33,14.5758,20
k=2,500,33,14.5758,1038
greedy,500,36,13.4167,0
random,500,12,41.25,0
bad_greedy,500,26,17.6923,0
k=1,500,38,12.8947,20
k=2,500,38,12.8947,1007
greedy,500,32,15,0
random,500,13,38.3077,0
bad_greedy,500,34,14.1471,0
k=1,500,36,13.8889,20
k=2,500,37,13.4595,1000
greedy,500,35,14.1143,0
random,500,17,29.1765,0
bad_greedy,500,28,17.0714,0
k=1,500,36,13.6111,20
k=2,500,36,13.6111,1039
greedy,500,29,16.8621,0
random,500,11,44.4545,0
bad_greedy,500,24,20.5,0
k=1,500,29,16.7586,22
k=2,500,29,16.7586,1053
greedy,500,35,14.1143,0
random,500,16,31.125,0
bad_greedy,500,30,15.9,0
k=1,500,37,13.3243,21
k=2,500,37,13.3243,1028
greedy,500,28,17.5357,0
random,500,12,41.5,0
bad_greedy,500,24,19.8333,0
k=1,500,29,16.8966,22
k=2,500,29,16.8966,1063
greedy,500,42,11.7143,0
random,500,15,32.7333,0
bad_greedy,500,31,15.7742,0
k=1,500,42,11.2619,20
k=2,500,43,11.5116,1011
greedy,500,35,13.6857,0
random,500,15,32.7333,0
bad_greedy,500,28,17,0
k=1,500,36,13.75,20
k=2,500,36,13.75,1029
greedy,500,32,15.3438,0
random,500,16,31.1875,0
bad_greedy,500,29,16.4828,0
k=1,500,32,14.875,22
k=2,500,32,14.875,1073
greedy,500,34,14.3824,0
random,500,15,33.0667,0
bad_greedy,500,28,17.6071,0
k=1,500,34,14.3824,21
k=2,500,34,14.3824,1041
greedy,500,33,14.7273,0
random,500,11,44.3636,0
bad_greedy,500,30,15.4667,0
k=1,500,36,13.8889,20
k=2,500,36,13.8889,1000
greedy,500,34,14.2353,0
random,500,22,22.6818,0
bad_greedy,500,31,16.0323,0
k=1,500,34,14.1471,21
k=2,500,34,14.1471,1050
greedy,500,36,13.5278,0
random,500,10,50,0
bad_greedy,500,29,16.2069,0
k=1,500,36,13.3333,21
k=2,500,36,13.3333,1055
greedy,500,33,14.697,0
random,500,13,38.0769,0
bad_greedy,500,31,15.2581,0
k=1,500,36,13.1111,21
k=2,500,37,13.1081,1055
greedy,500,36,13.75,1
random,500,12,41.5833,0
bad_greedy,500,30,15.9,0
k=1,500,38,13.1316,21
k=2,500,39,12.5641,1027
greedy,500,31,15.4194,1
random,500,17,29.4118,0
bad_greedy,500,26,18,0
k=1,500,31,15.4194,22
k=2,500,31,15.4194,1062
greedy,500,37,12.9459,0
random,500,15,33.0667,0
bad_greedy,500,30,16.5667,0
k=1,500,37,12.9459,20
k=2,500,37,12.9459,1004
greedy,500,32,15.5938,0
random,500,9,55.5556,0
bad_greedy,500,27,17.2593,0
k=1,500,32,15.5938,21
k=2,500,32,15.5,1051
greedy,500,38,12.5526,0
random,500,19,26.1053,0
bad_greedy,500,34,14.0588,0
k=1,500,38,12.5526,20
k=2,500,38,12.5526,1006
greedy,500,31,16.0968,0
random,500,15,32.1333,0
bad_greedy,500,25,19.96,0
k=1,500,31,16,21
k=2,500,31,16,1058
greedy,500,37,13.1081,0
random,500,12,41.0833,0
bad_greedy,500,29,16.2414,0
k=1,500,37,13.1081,19
k=2,500,37,13.1081,1002
greedy,500,30,16.2,1
random,500,13,38.1538,0
bad_greedy,500,23,20.3478,0
k=1,500,31,15.6129,22
k=2,500,31,15.4194,1062
greedy,500,32,14.8438,1
random,500,19,25.8947,0
bad_greedy,500,28,17.2857,0
k=1,500,32,14.8438,21
k=2,500,32,14.8438,1052
greedy,500,32,14.9688,0
random,500,13,38.0769,0
bad_greedy,500,25,19.16,0
k=1,500,32,14.9688,22
k=2,500,32,14.9688,1060
greedy,500,35,14.1143,0
random,500,14,35.7143,0
bad_greedy,500,31,15.2258,0
k=1,500,36,13.7778,21
k=2,500,36,13.7778,1021
greedy,500,36,13.6111,0
random,500,12,39.8333,0
bad_greedy,500,32,15.25,0
k=1,500,36,13.5278,20
k=2,500,36,13.5278,1038
greedy,600,41,13.7805,0
random,600,13,46.0769,0
bad_greedy,600,33,18.0303,0
k=1,600,41,13.7805,20
k=2,600,41,13.7805,991
greedy,600,41,13.7805,0
random,600,13,46.0769,0
bad_greedy,600,33,18.0303,0
k=1,600,41,13.7805,21
k=2,600,41,13.7805,1004
greedy,600,37,15.7568,1
random,600,17,34.6471,0
bad_greedy,600,34,16.8529,0
k=1,600,38,15.3158,21
k=2,600,38,14.9474,1027
greedy,600,40,14.375,0
random,600,20,30,0
bad_greedy,600,34,16.6471,0
k=1,600,41,14.6341,20
k=2,600,41,14.6341,1012
greedy,600,37,15.8919,0
random,600,17,34.2941,0
bad_greedy,600,33,18,0
k=1,600,37,15.6216,20
k=2,600,38,15.7895,1018
greedy,600,34,17.0294,0
random,600,19,31.2632,0
bad_greedy,600,30,19.6,0
k=1,600,36,16.1111,21
k=2,600,37,16.2162,1052
greedy,600,39,15.0769,1
random,600,15,39.3333,0
bad_greedy,600,33,17.0303,0
k=1,600,39,15.0769,21
k=2,600,39,15.0769,1024
greedy,600,42,13.8571,0
random,600,15,40,0
bad_greedy,600,33,18.1818,0
k=1,600,42,13.8571,21
k=2,600,42,13.8571,989
greedy,600,40,14.325,0
random,600,17,34.8824,0
bad_greedy,600,39,15.1282,0
k=1,600,43,13.8837,21
k=2,600,43,13.8837,1046
greedy,600,38,15.7368,0
random,600,14,42.2143,0
bad_greedy,600,33,17.7273,0
k=1,600,38,15.7368,22
k=2,600,38,15.7368,1048
greedy,600,35,16.9714,0
random,600,12,49.0833,0
bad_greedy,600,28,21,0
k=1,600,35,16.7429,21
k=2,600,35,16.7429,1013
greedy,600,44,13.5455,0
random,600,14,42.2143,0
bad_greedy,600,40,14.15,0
k=1,600,46,12.8913,20
k=2,600,47,12.4681,1007
greedy,600,34,17.5882,0
random,600,17,35.0588,0
bad_greedy,600,25,22.92,0
k=1,600,34,17.5882,21
k=2,600,34,17.5882,1032
greedy,600,40,14.8,0
random,600,15,39.4,0
bad_greedy,600,27,21.6667,0
k=1,600,40,14.8,21
k=2,600,40,14.8,1020
greedy,600,36,16.3889,0
random,600,21,28.381,0
bad_greedy,600,29,20.069,0
k=1,600,36,16.3889,20
k=2,600,36,16.3889,1038
greedy,600,41,14.5366,0
random,600,17,35.1176,0
bad_greedy,600,31,18.3548,0
k=1,600,41,14.5366,20
k=2,600,41,14.5366,993
greedy,600,38,15.3947,0
random,600,22,25.8636,0
bad_greedy,600,32,18.625,0
k=1,600,39,15.3333,20
k=2,600,39,15.3333,1023
greedy,600,32,18.1562,0
random,600,13,44.7692,0
bad_greedy,600,28,21.3571,0
k=1,600,32,17.9062,21
k=2,600,32,17.9062,1048
greedy,600,34,17.0882,0
random,600,13,46.0769,0
bad_greedy,600,26,22.9615,0
k=1,600,34,17,20
k=2,600,34,17,1016
greedy,600,33,17.4545,0
random,600,11,54.3636,0
bad_greedy,600,25,22.72,0
k=1,600,34,17.4706,21
k=2,600,34,17.4706,1043
greedy,600,40,14.6,0
random,600,22,27.1818,0
bad_greedy,600,33,17.7879,0
k=1,600,41,14.6098,20
k=2,600,41,14.6098,1008
greedy,600,35,16.8857,0
random,600,17,34.5294,0
bad_greedy,600,33,17.1515,0
k=1,600,37,15.5405,20
k=2,600,39,15.1538,1010
greedy,600,40,14.875,0
random,600,12,49.5,0
bad_greedy,600,30,19.7,0
k=1,600,40,14.875,20
k=2,600,40,14.875,1009
greedy,600,37,15.8378,0
random,600,12,48.9167,0
bad_greedy,600,31,18.3871,0
k=1,600,38,15.5526,21
k=2,600,38,15.5526,1044
greedy,600,32,18.0625,0
random,600,17,35.2353,0
bad_greedy,600,28,21.25,0
k=1,600,32,18,20
k=2,600,32,18,1039
greedy,600,36,16.5556,0
random,600,16,37.1875,0
bad_greedy,600,28,20.0714,0
k=1,600,36,16.5556,20
k=2,600,36,16.5556,1039
greedy,600,36,16.6111,0
random,600,18,32.8333,0
bad_greedy,600,32,18.5938,0
k=1,600,37,15.8919,21
k=2,600,37,15.4865,1037
greedy,600,36,16.3889,0
random,600,14,42.1429,0
bad_greedy,600,30,19.9,0
k=1,600,37,15.9189,20
k=2,600,38,15.4737,1023
greedy,600,44,13.5909,0
random,600,14,42.6429,0
bad_greedy,600,31,18.3871,0
k=1,600,44,13.5909,19
k=2,600,44,13.5909,972
greedy,600,35,17,1
random,600,13,45.2308,0
bad_greedy,600,31,18.129,0
k=1,600,37,15.6757,21
k=2,600,39,15.1795,1044
greedy,600,37,15.7568,0
random,600,17,35,0
bad_greedy,600,26,21.7308,0
k=1,600,38,15.7105,20
k=2,600,38,15.7105,1023
greedy,600,37,16,0
random,600,19,31.4211,0
bad_greedy,600,32,17.5938,0
k=1,600,38,15.5526,20
k=2,600,38,15.5526,1003
greedy,600,38,15.3158,1
random,600,20,30,0
bad_greedy,600,31,18.6774,0
k=1,600,39,14.8974,20
k=2,600,39,14.8974,1036
greedy,600,39,14.7436,0
random,600,18,33.1111,0
bad_greedy,600,32,17.8125,0
k=1,600,39,14.7436,20
k=2,600,39,14.7436,1022
greedy,600,39,15.1538,0
random,600,21,27.9048,0
bad_greedy,600,28,20.2857,0
k=1,600,39,15.1026,21
k=2,600,39,15.1026,999
greedy,600,36,16.6389,0
random,600,20,29.05,0
bad_greedy,600,29,19.6552,0
k=1,600,38,15.6053,20
k=2,600,39,14.9231,1025
greedy,600,39,15.2821,0
random,600,20,29.35,0
bad_greedy,600,31,19.0645,0
k=1,600,39,15.1795,23
k=2,600,39,15.1795,1063
greedy,600,41,14.6098,0
random,600,21,28.3333,0
bad_greedy,600,33,17.0606,0
k=1,600,41,14.6098,20
k=2,600,41,14.6098,1016
greedy,600,43,13.6279,0
random,600,20,29.65,0
bad_greedy,600,35,16.4,0
k=1,600,43,13.6279,20
k=2,600,43,13.6279,995
greedy,600,36,16.3611,0
random,600,18,32.6111,0
bad_greedy,600,30,19.9667,0
k=1,600,38,15.1579,20
k=2,600,38,15.1579,998
greedy,600,38,15.4737,0
random,600,18,33.0556,0
bad_greedy,600,29,20.1034,0
k=1,600,38,15.0526,22
k=2,600,39,15.3077,1053
greedy,600,44,13.2727,0
random,600,18,33.0556,0
bad_greedy,600,36,15.6389,0
k=1,600,46,12.7174,20
k=2,600,47,12.3191,953
greedy,600,34,16.9118,0
random,600,16,36.875,0
bad_greedy,600,29,19.7241,0
k=1,600,34,16.9118,20
k=2,600,34,16.9118,1026
greedy,600,44,12.9545,0
random,600,16,36.6875,0
bad_greedy,600,35,16.4286,0
k=1,600,44,12.9545,19
k=2,600,44,12.9545,966
greedy,600,33,18.0303,1
random,600,17,34.4706,0
bad_greedy,600,26,22.5769,0
k=1,600,34,17.3235,21
k=2,600,34,16.7941,1065
greedy,600,36,16.6111,0
random,600,18,33.2222,0
bad_greedy,600,29,19.7241,0
k=1,600,36,16.5833,20
k=2,600,36,16.5833,1030
greedy,600,38,15.7368,0
random,600,19,31.5789,0
bad_greedy,600,28,20.3214,0
k=1,600,38,15.7368,20
k=2,600,38,15.7368,1012
greedy,600,36,16.6667,0
random,600,10,58.8,0
bad_greedy,600,29,19.3448,0
k=1,600,37,15.8378,21
k=2,600,37,15.8378,1023
greedy,600,35,16.9143,0
random,600,21,27.9048,0
bad_greedy,600,30,19.7667,0
k=1,600,36,16.1667,19
k=2,600,36,16.1667,1007
greedy,600,44,13.4773,1
random,600,16,36.8125,0
bad_greedy,600,42,13.7619,0
k=1,600,45,13.0222,20
k=2,600,45,12.8,996
greedy,600,33,17.5152,0
random,600,12,49.25,0
bad_greedy,600,25,23.44,0
k=1,600,33,17.5152,20
k=2,600,33,17.5152,1004
greedy,600,39,15.3077,0
random,600,12,49.5833,0
bad_greedy,600,28,20.5357,0
k=1,600,39,15.2821,20
k=2,600,39,15.2821,1002
greedy,600,42,13.8571,0
random,600,17,35.2353,0
bad_greedy,600,34,16.5882,0
k=1,600,45,12.8444,19
k=2,600,46,13.0435,977
greedy,600,36,16.25,0
random,600,15,39.8667,0
bad_greedy,600,32,18.5938,0
k=1,600,36,16.25,20
k=2,600,36,16.25,1033
greedy,600,33,17.2121,0
random,600,16,36.5,0
bad_greedy,600,23,25.4348,0
k=1,600,34,17.2941,20
k=2,600,34,17.2941,1024
greedy,600,43,13.6977,0
random,600,25,23.4,0
bad_greedy,600,36,16.5833,0
k=1,600,44,13.25,19
k=2,600,44,13.2045,980
greedy,600,39,15.3077,0
random,600,20,29.7,0
bad_greedy,600,32,18.75,0
k=1,600,40,14.6,21
k=2,600,40,14.525,1002
greedy,600,32,18.5938,0
random,600,13,45.4615,0
bad_greedy,600,29,19.7931,0
k=1,600,33,17.9091,22
k=2,600,33,17.7576,1067
greedy,600,37,15.6757,1
random,600,19,31.5263,0
bad_greedy,600,32,17.75,0
k=1,600,39,15.3077,21
k=2,600,39,15.1538,1048
greedy,600,43,13.3488,0
random,600,18,33.3333,0
bad_greedy,600,38,15.6053,0
k=1,600,43,13.3488,20
k=2,600,43,13.3488,1022
greedy,600,34,17.5,0
random,600,17,34.7059,0
bad_greedy,600,30,19.5667,0
k=1,600,34,17.1471,21
k=2,600,34,17.1471,1052
greedy,600,40,14.675,0
random,600,20,29.05,0
bad_greedy,600,34,16.4706,0
k=1,600,42,13.9286,20
k=2,600,42,13.9286,993
greedy,600,40,14.85,0
random,600,12,49.25,0
bad_greedy,600,31,18.5484,0
k=1,600,40,14.55,20
k=2,600,40,14.45,992
greedy,600,38,15.4474,1
random,600,17,35.1765,0
bad_greedy,600,34,17.2059,0
k=1,600,38,15.4474,21
k=2,600,38,15.4474,1030
greedy,600,38,15.0789,0
random,600,15,40,0
bad_greedy,600,34,17.6176,0
k=1,600,38,15.0789,21
k=2,600,38,15.0789,1024
greedy,600,39,14.9744,0
random,600,18,32.7222,0
bad_greedy,600,35,16.4,0
k=1,600,39,14.9744,20
k=2,600,39,14.9744,1036
greedy,600,38,15.1053,0
random,600,14,42.5,0
bad_greedy,600,33,17.6667,0
k=1,600,38,15.0526,19
k=2,600,38,15.0526,1125
greedy,600,33,17.7576,1
random,600,17,34.2353,0
bad_greedy,600,27,21.5185,0
k=1,600,33,17.6667,27
k=2,600,33,17.6667,1310
greedy,600,42,14.0476,1
random,600,21,28.1429,0
bad_greedy,600,39,14.7179,0
k=1,600,44,13.4545,24
k=2,600,45,12.7778,1212
greedy,600,40,14.6,0
random,600,19,31.2632,0
bad_greedy,600,31,18.4194,0
k=1,600,40,14.375,21
k=2,600,40,14.375,1010
greedy,600,39,14.8718,1
random,600,12,49.8333,0
bad_greedy,600,30,19.0667,0
k=1,600,39,14.8718,21
k=2,600,39,14.8718,1026
greedy,600,41,14.2439,0
random,600,17,35.1176,0
bad_greedy,600,36,16.5833,0
k=1,600,41,14.2439,20
k=2,600,41,14.2439,1005
greedy,600,36,16.3333,0
random,600,18,33.1111,0
bad_greedy,600,32,18.6562,0
k=1,600,37,15.8649,21
k=2,600,37,15.6486,1036
greedy,600,36,16.5833,1
random,600,22,26.9091,0
bad_greedy,600,30,19.6333,0
k=1,600,37,15.6486,21
k=2,600,37,15.5946,1027
greedy,600,40,14.35,1
random,600,14,42.8571,0
bad_greedy,600,32,18.5938,0
k=1,600,42,14.1429,19
k=2,600,42,14.1429,993
greedy,600,37,15.8919,0
random,600,20,29.7,0
bad_greedy,600,36,15.6944,0
k=1,600,40,14.7,20
k=2,600,41,14.2927,990
greedy,600,39,14.9487,0
random,600,20,29.9,0
bad_greedy,600,32,18.6875,0
k=1,600,40,14.475,20
k=2,600,41,14.561,1019
greedy,600,33,17.4242,0
random,600,14,41.5714,0
bad_greedy,600,27,21.2593,0
k=1,600,34,17.5882,20
k=2,600,34,17.5882,1024
greedy,600,39,15,0
random,600,18,33,0
bad_greedy,600,33,17.697,0
k=1,600,41,14.3415,20
k=2,600,41,14.3415,994
greedy,600,32,18.75,0
random,600,16,37.5,0
bad_greedy,600,28,21.3929,0
k=1,600,33,18.1515,20
k=2,600,33,18.1515,1042
greedy,600,46,12.7174,1
random,600,17,34.5882,0
bad_greedy,600,34,16.7353,0
k=1,600,47,12.6383,19
k=2,600,47,12.5106,980
greedy,600,39,14.8974,0
random,600,17,35.2353,0
bad_greedy,600,31,18.3548,0
k=1,600,40,14.925,19
k=2,600,40,14.925,1000
greedy,600,35,16.5714,0
random,600,13,46.0769,0
bad_greedy,600,34,17.5,0
k=1,600,36,16.5278,20
k=2,600,36,16.5278,1078
greedy,600,38,15.1579,0
random,600,15,39.9333,0
bad_greedy,600,30,18.9667,0
k=1,600,38,15.1579,20
k=2,600,38,15.1579,1015
greedy,600,37,15.6216,0
random,600,13,46,0
bad_greedy,600,34,17.2941,0
k=1,600,39,14.8718,20
k=2,600,39,14.8718,1000
greedy,600,38,15.6842,1
random,600,22,26.9545,0
bad_greedy,600,32,18.1562,0
k=1,600,38,15.6053,21
k=2,600,38,15.4211,1021
greedy,600,40,14.8,0
random,600,18,32.8889,0
bad_greedy,600,33,17.8788,0
k=1,600,40,14.75,21
k=2,600,40,14.75,1030
greedy,600,36,16,0
random,600,18,33.2222,0
bad_greedy,600,34,17.4412,0
k=1,600,39,14.5897,20
k=2,600,40,14.425,1031
greedy,600,40,14.7,0
random,600,17,35.0588,0
bad_greedy,600,35,17.1143,0
k=1,600,42,14.2143,20
k=2,600,43,13.6744,999
greedy,600,35,16.8286,0
random,600,18,33.2778,0
bad_greedy,600,30,19,0
k=1,600,35,16.8286,21
k=2,600,35,16.8286,1046
greedy,600,41,14.1951,0
random,600,15,39.8667,0
bad_greedy,600,33,17.4545,0
k=1,600,41,14.1951,18
k=2,600,41,14.1951,989
greedy,600,35,16.5714,0
random,600,8,74.875,0
bad_greedy,600,31,19.0645,0
k=1,600,35,16.3429,20
k=2,600,36,16.6111,1066
greedy,600,42,14,0
random,600,21,28.2381,0
bad_greedy,600,39,15.3846,0
k=1,600,42,14,20
k=2,600,42,14,994
greedy,600,34,16.8824,0
random,600,19,31.3158,0
bad_greedy,600,29,20.069,0
k=1,600,35,17.0857,21
k=2,600,35,17.0857,1053
greedy,600,42,14.0714,0
random,600,17,35.2941,0
bad_greedy,600,33,17.5758,0
k=1,600,42,14.0238,20
k=2,600,42,14.0238,991
greedy,600,34,17.4118,0
random,600,15,39.6,0
bad_greedy,600,28,21.3929,0
k=1,600,35,16.8571,21
k=2,600,35,16.4857,1045
greedy,600,37,16.1892,0
random,600,20,29.75,0
bad_greedy,600,29,19.3793,0
k=1,600,37,16.1892,21
k=2,600,37,16.1892,1032
greedy,600,37,16.0811,1
random,600,18,32.7778,0
bad_greedy,600,29,19.5517,0
k=1,600,37,16.0811,21
k=2,600,37,16.0811,1046
greedy,600,39,15.1538,0
random,600,16,37.5,0
bad_greedy,600,34,17.4118,0
k=1,600,40,14.75,20
k=2,600,40,14.75,1002
greedy,600,40,15,0
random,600,19,30.4737,0
bad_greedy,600,34,16.6471,0
k=1,600,40,14.925,21
k=2,600,40,14.925,1028
greedy,700,45,14.8222,0
random,700,18,38.8333,0
bad_greedy,700,35,19.5143,0
k=1,700,45,14.8222,19
k=2,700,45,14.8222,978
greedy,700,45,14.8222,0
random,700,18,38.8333,0
bad_greedy,700,35,19.5143,0
k=1,700,45,14.8222,20
k=2,700,45,14.8222,981
greedy,700,40,17.375,0
random,700,21,33.1905,0
bad_greedy,700,36,18.3056,0
k=1,700,41,16.9268,20
k=2,700,41,16.5854,1017
greedy,700,44,15.5455,0
random,700,25,27.52,0
bad_greedy,700,38,17.2632,0
k=1,700,44,15.5,20
k=2,700,44,15.4773,985
greedy,700,41,16.9268,0
random,700,21,33.1429,0
bad_greedy,700,34,19.8529,0
k=1,700,41,16.7073,20
k=2,700,41,16.561,1015
greedy,700,38,17.8158,0
random,700,22,31.0455,0
bad_greedy,700,32,20.9375,0
k=1,700,40,17,21
k=2,700,41,17.0732,1090
greedy,700,43,16.1163,0
random,700,19,36.4211,0
bad_greedy,700,36,19.1944,0
k=1,700,43,16.1163,20
k=2,700,43,16.1163,1011
greedy,700,46,15.0435,0
random,700,17,40.7647,0
bad_greedy,700,35,19.3714,0
k=1,700,46,15.0435,19
k=2,700,46,15.0435,959
greedy,700,44,15.4545,0
random,700,20,34.35,0
bad_greedy,700,42,15.881,0
k=1,700,46,14.6957,20
k=2,700,46,14.6957,1001
greedy,700,40,16.65,0
random,700,16,43.625,0
bad_greedy,700,34,19.5882,0
k=1,700,40,16.65,20
k=2,700,40,16.65,1030
greedy,700,38,17.8684,0
random,700,13,53.1538,0
bad_greedy,700,31,21.4839,0
k=1,700,38,17.6579,20
k=2,700,38,17.6579,1013
greedy,700,48,14.5625,0
random,700,21,32.9048,0
bad_greedy,700,40,16.975,0
k=1,700,49,13.8571,21
k=2,700,51,13.6275,1002
greedy,700,36,18.5,0
random,700,19,36.7368,0
bad_greedy,700,28,23.7143,0
k=1,700,37,18.9189,21
k=2,700,37,18.9189,1044
greedy,700,43,15.9535,0
random,700,18,38.6111,0
bad_greedy,700,30,23.2,0
k=1,700,43,15.9535,21
k=2,700,43,15.9535,1008
greedy,700,40,17.45,0
random,700,24,28.5417,0
bad_greedy,700,33,20.9091,0
k=1,700,40,17.45,20
k=2,700,40,17.45,995
greedy,700,44,15.3636,0
random,700,19,36.5789,0
bad_greedy,700,35,19.7429,0
k=1,700,44,15.3636,19
k=2,700,44,15.3636,963
greedy,700,41,16.4146,0
random,700,24,29,0
bad_greedy,700,34,20.1765,0
k=1,700,42,16.3333,20
k=2,700,42,16.3333,1016
greedy,700,35,19.0857,0
random,700,13,53.3077,0
bad_greedy,700,29,23.3448,0
k=1,700,36,19.2778,20
k=2,700,36,19.2222,1037
greedy,700,38,18.4211,0
random,700,15,46.6,0
bad_greedy,700,29,23.5517,0
k=1,700,38,18.2368,20
k=2,700,38,18.2368,1007
greedy,700,37,18.5135,0
random,700,17,41,0
bad_greedy,700,30,23.3,0
k=1,700,37,18.1892,20
k=2,700,37,18.1892,1035
greedy,700,43,15.6047,0
random,700,24,29.1667,0
bad_greedy,700,37,18.1622,0
k=1,700,44,15.6364,20
k=2,700,44,15.6364,997
greedy,700,38,17.9474,0
random,700,20,34.3,0
bad_greedy,700,37,18.8108,0
k=1,700,41,16.9512,20
k=2,700,42,16.4286,1007
greedy,700,43,15.8605,0
random,700,17,40.8235,0
bad_greedy,700,33,20.6364,0
k=1,700,43,15.814,19
k=2,700,43,15.814,997
greedy,700,40,16.95,0
random,700,14,49.5,0
bad_greedy,700,35,19.7143,0
k=1,700,41,16.6341,21
k=2,700,41,16.6341,1036
greedy,700,36,19.1944,0
random,700,16,43.375,0
bad_greedy,700,30,22.5667,0
k=1,700,36,19.0556,20
k=2,700,36,19.0278,1024
greedy,700,39,17.6154,0
random,700,21,33.2857,0
bad_greedy,700,29,22.6897,0
k=1,700,39,17.6154,20
k=2,700,39,17.6154,1022
greedy,700,39,17.6667,0
random,700,22,31.6364,0
bad_greedy,700,35,19.4,0
k=1,700,40,16.975,20
k=2,700,41,17,1025
