algorithm,coverage,cost_per_coverage,radius,time
k=1,33,44.1818,5,73
k=2,33,44.1818,5,3514
greedy,29,50.5862,5,3
random,19,78.3684,5,0
bad_greedy,24,59.125,5,1
k=1,29,50.5862,5,65
k=2,29,50.5862,5,3141
greedy,35,42.0571,5,3
random,17,87.4706,5,0
bad_greedy,29,50.0345,5,1
k=1,35,42.0571,5,70
k=2,35,42.0571,5,3046
greedy,48,31.0833,6,3
random,29,51.7241,6,0
bad_greedy,32,45.25,6,1
k=1,48,31.0833,6,55
k=2,48,31.0833,6,2755
greedy,43,34.0465,6,3
random,24,61.1667,6,0
bad_greedy,28,52.6071,6,1
k=1,44,33.8182,6,58
k=2,44,33.8182,6,2948
greedy,40,36.6,6,3
random,19,76.1579,6,0
bad_greedy,28,51.1786,6,1
k=1,40,36.6,6,57
k=2,40,36.6,6,2879
greedy,41,35.3415,6,3
random,24,62.5,6,0
bad_greedy,32,46.1562,6,1
k=1,41,35.3415,6,58
k=2,41,35.3415,6,2904
greedy,35,41.6857,6,3
random,21,71.0952,6,0
bad_greedy,24,60.2917,6,1
k=1,35,41.4857,6,60
k=2,35,41.4857,6,3018
greedy,45,33.2667,6,3
random,29,51.2069,6,0
bad_greedy,31,46.0968,6,1
k=1,45,33.2667,6,57
k=2,45,33.2667,6,2850
greedy,49,30.5714,6,3
random,23,64.6522,6,0
bad_greedy,29,49.7931,6,1
k=1,49,30.5714,6,59
k=2,49,30.5714,6,2671
greedy,41,35.7317,6,3
random,25,57.92,6,0
bad_greedy,31,47.5161,6,1
k=1,41,35.7317,6,58
k=2,41,35.7317,6,2916
greedy,41,35.3659,6,3
random,22,68.1364,6,0
bad_greedy,30,47.5667,6,1
k=1,41,35.3659,6,58
k=2,41,35.3659,6,2954
greedy,45,32.9556,6,3
random,18,80.8889,6,0
bad_greedy,33,45.2727,6,1
k=1,45,32.9556,6,57
k=2,45,32.9556,6,2814
greedy,45,32.9556,7,3
random,23,64.8261,7,0
bad_greedy,30,49.3667,7,1
k=1,45,32.9556,7,57
k=2,45,32.9556,7,2928
greedy,52,28.6154,7,3
random,23,65.2174,7,0
bad_greedy,34,41.9706,7,1
k=1,52,27.6154,7,53
k=2,52,27.6154,7,2706
greedy,53,27.6792,7,4
random,27,54.2222,7,0
bad_greedy,32,46.25,7,1
k=1,54,27.5926,7,55
k=2,54,27.5926,7,2791
greedy,44,33.6818,7,3
random,17,85.4706,7,0
bad_greedy,31,45.9032,7,1
k=1,45,33.0222,7,57
k=2,45,33.0222,7,2815
greedy,41,36.122,7,3
random,11,135.182,7,0
bad_greedy,31,46.7097,7,1
k=1,41,36.122,7,59
k=2,41,36.122,7,2870
greedy,45,33.0222,7,3
random,24,60.5417,7,0
bad_greedy,30,49.8667,7,1
k=1,45,33.0222,7,57
k=2,45,33.0222,7,2800
greedy,39,37.2564,7,4
random,19,77.2632,7,0
bad_greedy,29,50.6552,7,1
k=1,39,37.2564,7,59
k=2,39,37.2564,7,2846
greedy,44,33.1818,7,3
random,20,73.25,7,0
bad_greedy,33,45.1515,7,1
k=1,44,32.7045,7,58
k=2,44,32.7045,7,2826
greedy,47,30.7447,7,3
random,24,62.0833,7,0
bad_greedy,29,49.069,7,1
k=1,47,30.7447,7,58
k=2,47,30.7447,7,2728
greedy,45,33.1778,7,3
random,17,87.8235,7,0
bad_greedy,32,46.7188,7,1
k=1,45,33.1778,7,56
k=2,45,33.1778,7,2756
greedy,54,27.3333,9,3
random,26,57,9,0
bad_greedy,27,54.5185,9,1
k=1,54,27.3333,9,59
k=2,54,27.3333,9,2585
greedy,60,24.9667,9,3
random,34,44.0882,9,0
bad_greedy,35,40.7429,9,1
k=1,60,24.35,9,51
k=2,60,24.35,9,2571
greedy,49,30.3469,9,3
random,24,60.6667,9,0
bad_greedy,33,43.9394,9,1
k=1,49,30.1837,9,56
k=2,49,30.1837,9,2814
greedy,57,25.8421,9,4
random,23,64.2174,9,0
bad_greedy,40,35.875,9,2
k=1,57,25.8421,9,55
k=2,57,25.8421,9,2792
greedy,62,24.0968,9,3
random,21,69.0952,9,0
bad_greedy,27,53.4074,9,1
k=1,62,24.0968,9,50
k=2,62,24.0968,9,2471
greedy,52,28.6346,9,3
random,26,57.6538,9,0
bad_greedy,36,39.1667,9,1
k=1,52,28.3077,9,60
k=2,52,28.0385,9,2717
greedy,58,25.569,9,3
random,33,44.5152,9,0
bad_greedy,37,39.1622,9,1
k=1,59,25.322,9,55
k=2,59,25.322,9,2789
greedy,63,23.6508,9,3
random,33,45.1818,9,0
bad_greedy,42,33.5952,9,1
k=1,63,23.6032,9,50
k=2,63,23.6032,9,2483
greedy,55,26.9818,9,3
random,30,48.7333,9,0
bad_greedy,39,37.1282,9,1
k=1,56,26.7679,9,62
k=2,56,26.5179,9,2708
greedy,49,29.9592,9,3
random,19,77.3158,9,0
bad_greedy,31,46.1613,9,1
k=1,49,29.9592,9,57
k=2,49,29.9592,9,2829
greedy,62,23.9355,12,3
random,34,43.4118,12,0
bad_greedy,30,48.2667,12,1
k=1,62,23.9194,12,51
k=2,62,23.9194,12,2561
greedy,68,21.6912,12,3
random,31,47.5161,12,0
bad_greedy,46,31.7826,12,1
k=1,68,21.6912,12,51
k=2,68,21.6912,12,2560
greedy,61,24.4098,12,3
random,23,64.3478,12,0
bad_greedy,33,42.5455,12,1
k=1,61,23.9836,12,50
k=2,62,24.1774,12,2501
greedy,69,21.6377,12,3
random,30,49.7,12,0
bad_greedy,46,30.7391,12,1
k=1,70,21.2429,12,55
k=2,70,21.2429,12,2285
greedy,64,23.1406,12,3
random,41,36.2927,12,0
bad_greedy,35,40.7143,12,1
k=1,64,23.1406,12,57
k=2,64,23.1406,12,2849
greedy,77,19,12,3
random,40,37.45,12,0
bad_greedy,42,34.0476,12,1
k=1,77,19,12,46
k=2,77,19,12,2454
greedy,71,20.8028,12,3
random,41,36.1463,12,0
bad_greedy,41,36.122,12,1
k=1,71,20.8028,12,48
k=2,71,20.8028,12,2508
greedy,72,20.375,12,3
random,36,41.5278,12,0
bad_greedy,43,32.7209,12,1
k=1,72,20.2083,12,48
k=2,72,20.2083,12,2284
greedy,59,25.2712,12,3
random,36,41.3611,12,0
bad_greedy,32,45.5,12,1
k=1,59,25.2712,12,49
k=2,59,25.2712,12,2480
greedy,68,21.6765,12,3
random,22,67.4545,12,0
bad_greedy,42,35,12,1
k=1,69,21.4493,12,49
k=2,69,21.4493,12,2374
greedy,91,16.0989,20,3
random,63,23.5397,20,0
bad_greedy,61,24.5902,20,1
k=1,91,15.8242,20,29
k=2,91,15.8242,20,1494
greedy,88,16.6364,20,3
random,40,36.525,20,0
bad_greedy,60,24.8833,20,1
k=1,88,16.6364,20,30
k=2,88,16.6364,20,1393
greedy,96,15.4271,20,3
random,57,26.1228,20,0
bad_greedy,56,26.5357,20,1
k=1,96,14.8646,20,20
k=2,96,14.5208,20,967
greedy,88,16.2273,20,3
random,64,22.875,20,0
bad_greedy,66,21.3636,20,1
k=1,88,16.2273,20,31
k=2,88,16.2273,20,1537
greedy,85,17.1529,20,3
random,62,23.6935,20,0
bad_greedy,44,32.8182,20,1
k=1,86,17.1628,20,35
k=2,86,17.0233,20,1826
greedy,90,15.7111,20,3
random,59,25.2034,20,0
bad_greedy,47,31.234,20,1
k=1,90,15.6222,20,37
k=2,91,16.3626,20,1768
greedy,90,15.7889,20,3
random,56,26.625,20,0
bad_greedy,61,24.3443,20,1
k=1,90,15.7889,20,28
k=2,90,15.7889,20,1317
greedy,93,15.2043,20,3
random,62,23.5484,20,0
bad_greedy,48,29.6458,20,1
k=1,94,15.5,20,26
k=2,94,15,20,1207
greedy,93,15.4409,20,3
random,67,21.7313,20,0
bad_greedy,56,26.4107,20,1
k=1,94,15.7447,20,27
k=2,94,15.7447,20,1370
greedy,91,15.4505,20,3
random,65,23.0462,20,0
bad_greedy,64,21.9531,20,1
k=1,92,15.7717,20,28
k=2,92,15.4348,20,1324
greedy,55,26.9455,8,3
random,18,82.1111,8,0
bad_greedy,37,39.5946,8,1
k=1,56,26.7143,8,54
k=2,56,26.7143,8,3627
greedy,52,28.3077,8,5
random,24,61.5417,8,0
bad_greedy,35,40.6571,8,2
k=1,52,28.3077,8,81
k=2,52,28.3077,8,3211
greedy,44,33.75,8,3
random,17,86.0588,8,0
bad_greedy,33,45.303,8,1
k=1,44,33.75,8,64
k=2,44,33.75,8,2860
greedy,46,31.2174,8,3
random,21,71.3333,8,0
bad_greedy,36,41,8,1
k=1,47,30.6596,8,56
k=2,48,30.2708,8,2998
greedy,43,34.814,8,4
random,20,73.05,8,0
bad_greedy,30,47.1,8,1
k=1,43,34.814,8,58
k=2,43,34.814,8,2844
greedy,49,30.0816,8,3
random,22,68.0455,8,0
bad_greedy,32,44.4062,8,1
k=1,49,29.551,8,55
k=2,49,29.551,8,2915
greedy,52,28.6923,8,3
random,20,74.15,8,0
bad_greedy,36,40.1944,8,1
k=1,52,28.6923,8,81
k=2,52,28.6923,8,3232
greedy,51,28.5882,8,4
random,18,82.3889,8,0
bad_greedy,35,41.8857,8,1
k=1,51,28.5294,8,56
k=2,51,28.5294,8,3166
greedy,49,29.9796,8,4
random,16,90.75,8,0
bad_greedy,31,45.5161,8,2
k=1,50,29.8,8,56
k=2,50,29.8,8,3053
greedy,51,29.1765,8,3
random,23,64.7826,8,0
bad_greedy,33,42.8182,8,1
k=1,52,28.4231,8,57
k=2,52,28.1154,8,2877
greedy,89,16.5955,20,3
random,60,24.8333,20,0
bad_greedy,58,25.6724,20,1
k=1,90,16.4667,20,27
k=2,90,16.4667,20,1297
greedy,86,17.186,20,3
random,53,27.1321,20,0
bad_greedy,53,27.4717,20,1
k=1,87,16.9195,20,41
k=2,87,16.9195,20,1908
greedy,90,15.9111,20,3
random,48,30.0625,20,0
bad_greedy,46,31.587,20,1
k=1,90,15.9111,20,37
k=2,90,15.9111,20,1737
greedy,91,16.3187,20,3
random,61,23.9836,20,0
bad_greedy,59,24.1864,20,1
k=1,91,16.2198,20,35
k=2,91,15.989,20,1710
greedy,88,16.9773,20,3
random,68,21.8088,20,0
bad_greedy,50,29.68,20,1
k=1,88,16.9773,20,41
k=2,88,16.9773,20,1908
greedy,86,16.8605,20,3
random,62,24.0968,20,0
bad_greedy,47,30.6383,20,1
k=1,86,16.8605,20,34
k=2,86,16.8605,20,1699
greedy,87,16.5747,20,3
random,56,26.7143,20,0
bad_greedy,53,26.9434,20,1
k=1,88,16.9773,20,32
k=2,88,16.3409,20,1599
greedy,83,17.8072,20,3
random,43,34.1628,20,0
bad_greedy,49,28.9388,20,1
k=1,84,17.7619,20,52
k=2,84,17.7619,20,2431
greedy,86,16.9884,20,3
random,56,25.8929,20,0
bad_greedy,42,34.5238,20,1
k=1,89,16.8315,20,42
k=2,89,16.8315,20,2004
greedy,89,16.0449,20,3
random,53,28.2642,20,0
bad_greedy,41,34.0976,20,1
k=1,90,16.2333,20,33
k=2,90,16.2111,20,1588
greedy,74,20.0676,16,3
random,53,28,16,0
bad_greedy,41,34.3171,16,1
k=1,74,19.7027,16,51
k=2,74,19.7027,16,2444
greedy,80,18.35,16,3
random,47,31.8298,16,0
bad_greedy,33,43.5152,16,1
k=1,81,18.2222,16,43
k=2,81,18.2222,16,2148
greedy,83,17.7349,16,3
random,62,23.8387,16,0
bad_greedy,56,25.9643,16,1
k=1,83,17.5904,16,47
k=2,83,17.5904,16,2402
greedy,79,18.3291,16,4
random,46,32.3696,16,0
bad_greedy,53,27.3396,16,1
k=1,79,17.7468,16,41
k=2,80,18.7375,16,2033
greedy,82,17.7561,16,4
random,47,31.8723,16,0
bad_greedy,44,33.7955,16,1
k=1,83,17.5422,16,45
k=2,84,17.7143,16,2222
greedy,76,18.9342,16,3
random,34,43.4706,16,0
bad_greedy,45,33.1333,16,1
k=1,77,18.8701,16,46
k=2,77,18.4935,16,2162
greedy,85,17.5176,16,3
random,50,29.88,16,0
bad_greedy,50,28.72,16,1
k=1,85,17.5176,16,42
k=2,85,17.5176,16,1974
greedy,80,18,16,3
random,43,33.7209,16,0
bad_greedy,60,23.8333,16,1
k=1,80,18,16,49
k=2,80,18,16,2340
greedy,85,17.2118,16,3
random,59,25.1695,16,0
bad_greedy,48,29.9792,16,1
k=1,85,17.2118,16,48
k=2,85,17.2118,16,2369
greedy,82,18.1098,16,3
random,44,33.6591,16,0
bad_greedy,50,29.74,16,1
k=1,82,17.5,16,37
k=2,82,17.5,16,1856
greedy,62,24.1774,10,3
random,27,55.4444,10,0
bad_greedy,43,33.5814,10,1
k=1,62,24.1613,10,51
k=2,62,24.1613,10,2537
greedy,61,24.4262,10,3
random,31,47.7742,10,0
bad_greedy,40,37.05,10,1
k=1,61,24.3279,10,59
k=2,61,24.3279,10,2885
greedy,59,24.7966,10,4
random,28,53.0714,10,0
bad_greedy,33,42.9394,10,1
k=1,59,24.7966,10,73
k=2,59,24.7966,10,2928
greedy,58,25.6897,10,3
random,33,45.4242,10,0
bad_greedy,38,37.3947,10,1
k=1,58,25.1379,10,76
k=2,58,25.1379,10,3055
greedy,50,29.58,10,3
random,25,59.16,10,0
bad_greedy,41,36.4146,10,1
k=1,50,29.28,10,57
k=2,50,29.28,10,3268
greedy,63,23.6508,10,3
random,41,36.3902,10,0
bad_greedy,31,48.2581,10,1
k=1,63,23.6508,10,55
k=2,63,23.6508,10,2753
greedy,61,24.0164,10,3
random,36,40.3056,10,0
bad_greedy,39,38.1282,10,1
k=1,61,24.0164,10,53
k=2,61,24.0164,10,2542
greedy,58,25.0345,10,3
random,33,45.2727,10,0
bad_greedy,32,44.875,10,1
k=1,59,25.1017,10,53
k=2,59,25.1017,10,2715
greedy,58,25.3966,10,3
random,37,40.2703,10,0
bad_greedy,32,44.9062,10,1
k=1,58,25.3966,10,57
k=2,58,25.3966,10,2569
greedy,56,26.0357,10,4
random,23,63.3913,10,0
bad_greedy,33,43.3939,10,1
k=1,56,25.9821,10,52
k=2,56,25.9821,10,2579
greedy,80,18.7375,16,3
random,64,23.3906,16,0
bad_greedy,52,27.9231,16,1
k=1,80,18.1,16,38
k=2,80,18.1,16,1893
greedy,83,17.8675,16,3
random,43,34.1395,16,0
bad_greedy,53,27.8491,16,1
k=1,84,17.5595,16,41
k=2,84,17.3571,16,1990
greedy,80,18.4625,16,4
random,44,32.9773,16,0
bad_greedy,46,30.8913,16,1
k=1,82,18.061,16,41
k=2,82,17.9878,16,1925
greedy,81,18.1358,16,3
random,59,24.678,16,0
bad_greedy,42,35.7143,16,1
k=1,81,18.1358,16,35
k=2,81,18.1358,16,1705
greedy,79,18.1392,16,3
random,36,41.1944,16,0
bad_greedy,52,27.4808,16,1
k=1,81,18.4691,16,42
k=2,81,17.9877,16,2110
greedy,78,19.1667,16,3
random,48,30.6667,16,0
bad_greedy,43,34.1628,16,2
k=1,78,18.5385,16,43
k=2,78,18.5385,16,2049
greedy,79,18.7468,16,4
random,46,32.6087,16,0
bad_greedy,45,32.8222,16,1
k=1,79,18.7468,16,47
k=2,79,18.7468,16,2258
greedy,78,18.7436,16,3
random,50,29.56,16,0
bad_greedy,32,45.8125,16,1
k=1,78,18.7179,16,43
k=2,78,18.4487,16,2035
greedy,81,17.4815,16,3
random,46,32.3478,16,0
bad_greedy,46,31.5435,16,1
k=1,82,17.8902,16,39
k=2,82,17.8902,16,1754
greedy,86,16.2791,16,3
random,49,30.3265,16,0
bad_greedy,46,30.8043,16,1
k=1,88,16.6591,16,36
k=2,89,16.8202,16,1755
greedy,24,60.125,1,3
random,13,111.692,1,0
bad_greedy,23,62.5652,1,1
k=1,24,60.125,1,62
k=2,24,60.125,1,3138
greedy,22,67.1364,1,3
random,10,149.2,1,0
bad_greedy,22,67.1364,1,1
k=1,22,67.1364,1,67
k=2,22,67.1364,1,3145
greedy,23,65.1304,1,3
random,9,161.778,1,0
bad_greedy,23,65.1304,1,1
k=1,23,65.1304,1,66
k=2,23,65.1304,1,3144
greedy,23,62.3913,1,4
random,11,133.727,1,0
bad_greedy,23,62.3913,1,1
k=1,23,62.3913,1,68
k=2,23,62.3913,1,3164
greedy,23,63.6957,1,3
random,10,145.5,1,0
bad_greedy,23,63.6957,1,1
k=1,23,63.6957,1,69
k=2,23,63.6957,1,3223
greedy,25,59.68,1,3
random,10,147.1,1,0
bad_greedy,24,61.75,1,1
k=1,25,59.68,1,63
k=2,25,59.68,1,3267
greedy,24,62.3333,1,3
random,11,135.909,1,0
bad_greedy,23,63.4348,1,1
k=1,24,62.3333,1,63
k=2,24,62.3333,1,3186
greedy,23,62.1739,1,3
random,10,148.7,1,0
bad_greedy,23,62.1739,1,1
k=1,23,62.1739,1,78
k=2,23,62.1739,1,3166
greedy,23,62.4783,1,3
random,8,186.875,1,0
bad_greedy,22,65.6364,1,1
k=1,23,62.4783,1,62
k=2,23,62.4783,1,3112
greedy,23,62.913,1,4
random,12,123.667,1,0
bad_greedy,22,64.6818,1,1
k=1,23,62.913,1,63
k=2,23,62.913,1,3219
greedy,26,56.2692,2,3
random,10,147.4,2,0
bad_greedy,26,57.4615,2,1
k=1,26,56.2692,2,61
k=2,26,56.2692,2,3316
greedy,25,59.04,2,4
random,13,110.923,2,0
bad_greedy,21,69.3333,2,1
k=1,25,59.04,2,66
k=2,25,59.04,2,3540
greedy,23,62.6522,2,3
random,11,132.273,2,0
bad_greedy,22,64.2273,2,1
k=1,23,62.6522,2,63
k=2,23,62.6522,2,3598
greedy,26,57.1538,2,5
random,13,112.923,2,0
bad_greedy,23,62.6087,2,2
k=1,26,57.1538,2,98
k=2,26,57.1538,2,3400
greedy,28,52.5357,2,3
random,9,165.889,2,0
bad_greedy,25,57.36,2,1
k=1,28,52.5357,2,62
k=2,28,52.5357,2,3161
greedy,24,59.3333,2,3
random,10,146.4,2,0
bad_greedy,24,59.875,2,1
k=1,24,59.3333,2,62
k=2,24,59.3333,2,3140
greedy,24,59.75,2,3
random,13,114,2,0
bad_greedy,22,65.8636,2,1
k=1,24,59.75,2,65
k=2,24,59.75,2,3278
greedy,24,58.8333,2,3
random,9,164.667,2,0
bad_greedy,23,61.4783,2,1
k=1,24,58.8333,2,62
k=2,24,58.8333,2,3136
greedy,24,61.6667,2,3
random,9,163.778,2,0
bad_greedy,21,68.5714,2,1
k=1,24,61.6667,2,63
k=2,24,61.6667,2,3127
greedy,24,60.2917,2,3
random,14,106.286,2,0
bad_greedy,23,64.087,2,1
k=1,24,60.2917,2,64
k=2,24,60.2917,2,3135
greedy,33,43.7879,5,3
random,16,92.75,5,0
bad_greedy,25,58.12,5,1
k=1,33,43.7879,5,60
k=2,33,43.7879,5,3052
greedy,33,44.8182,5,3
random,14,103.929,5,0
bad_greedy,26,54.8846,5,1
k=1,33,44.8182,5,61
k=2,33,44.8182,5,3021
greedy,30,49.6333,5,3
random,12,124.667,5,0
bad_greedy,23,61.087,5,1
k=1,30,49.6333,5,63
k=2,30,49.6333,5,3053
greedy,35,41.8857,5,3
random,17,86.0588,5,0
bad_greedy,28,53.3571,5,1
k=1,35,41.8857,5,60
k=2,35,41.8857,5,2933
greedy,34,43.0294,5,3
random,15,97.7333,5,0
bad_greedy,26,55.6154,5,1
k=1,34,43.0294,5,62
k=2,34,43.0294,5,3010
greedy,35,42.5143,5,3
random,16,93.625,5,0
bad_greedy,28,52.7143,5,1
k=1,35,42.5143,5,60
k=2,35,42.5143,5,2981
greedy,32,45.4062,5,3
random,12,123.417,5,0
bad_greedy,25,56.88,5,1
k=1,32,45.4062,5,62
k=2,32,45.4062,5,3062
greedy,36,40.8333,5,3
random,19,78.8947,5,0
bad_greedy,28,50.5357,5,1
k=1,37,40.2973,5,59
k=2,37,40.2973,5,2969
greedy,30,49.1667,5,3
random,14,107.143,5,0
bad_greedy,22,64.3636,5,1
k=1,30,49.1667,5,67
k=2,30,49.1667,5,3031
greedy,36,40.9722,5,3
random,20,73,5,0
bad_greedy,25,56.32,5,1
k=1,36,40.9722,5,60
k=2,36,40.9722,5,2987
greedy,35,41.5714,3,4
random,14,107.143,3,0
bad_greedy,29,49.3448,3,2
k=1,35,41.5714,3,60
k=2,35,41.5714,3,3351
greedy,27,54.7407,3,3
random,15,100,3,0
bad_greedy,23,64.2609,3,2
k=1,27,54.7407,3,71
k=2,27,54.7407,3,3342
greedy,29,50.069,3,3
random,17,86.0588,3,0
bad_greedy,27,55,3,1
k=1,29,50.069,3,74
k=2,29,50.069,3,3349
greedy,30,48.1,3,3
random,13,115.231,3,0
bad_greedy,24,59.375,3,1
k=1,30,48.1,3,70
k=2,30,48.1,3,3296
greedy,30,48.5333,3,3
random,12,124.083,3,0
bad_greedy,26,55.8846,3,2
k=1,30,48.5333,3,71
k=2,30,48.5333,3,3258
greedy,28,51.7857,3,3
random,16,92.5,3,0
bad_greedy,25,57.48,3,1
k=1,28,51.7857,3,64
k=2,28,51.7857,3,3377
greedy,30,49.4333,3,3
random,13,114.615,3,0
bad_greedy,23,63.0435,3,2
k=1,30,49.4333,3,67
k=2,30,49.4333,3,3263
greedy,32,46.3438,3,3
random,15,99.2,3,0
bad_greedy,24,59.4167,3,1
k=1,32,46.3438,3,63
k=2,32,46.3438,3,3318
greedy,27,53.963,3,3
random,10,147.6,3,0
bad_greedy,25,59.76,3,1
k=1,27,53.963,3,63
k=2,27,53.963,3,3306
greedy,28,53.5357,3,3
random,9,162.333,3,0
bad_greedy,25,57.36,3,1
k=1,28,53.5357,3,66
k=2,28,53.5357,3,3371
greedy,36,40.6944,4,3
random,14,104,4,0
bad_greedy,31,48.3226,4,1
k=1,36,40.6944,4,62
k=2,36,40.6944,4,3250
greedy,30,48.6667,4,3
random,15,99.4667,4,0
bad_greedy,24,60.7917,4,1
k=1,30,48.6667,4,68
k=2,30,48.6667,4,3305
greedy,35,42,4,3
random,15,97.7333,4,0
bad_greedy,28,51.6071,4,1
k=1,35,42,4,63
k=2,35,42,4,3268
greedy,34,42.9706,4,3
random,17,87.1176,4,0
bad_greedy,28,52.9643,4,1
k=1,34,42.9706,4,62
k=2,34,42.9706,4,3192
greedy,32,45.7812,4,3
random,18,81.7778,4,0
bad_greedy,28,52.9286,4,1
k=1,32,45.7812,4,69
k=2,32,45.7812,4,3315
greedy,31,46.6774,4,3
random,16,91.875,4,0
bad_greedy,25,58.2,4,1
k=1,31,46.6774,4,71
k=2,31,46.6774,4,3331
greedy,33,44.697,4,3
random,12,122.083,4,0
bad_greedy,27,54.8889,4,1
k=1,33,44.697,4,70
k=2,33,44.697,4,3290
greedy,30,48.4333,4,3
random,17,85.4118,4,0
bad_greedy,25,57.48,4,1
k=1,30,48.4333,4,64
k=2,30,48.4333,4,3367
greedy,33,44.4848,4,3
random,17,87,4,0
bad_greedy,26,57,4,1
k=1,33,44.4848,4,60
k=2,33,44.4848,4,3147
greedy,30,50,4,3
random,14,104.714,4,0
bad_greedy,27,54.2593,4,2
k=1,30,50,4,67
k=2,30,50,4,3347
greedy,46,32.087,7,3
random,16,91.1875,7,0
bad_greedy,33,44.3939,7,1
k=1,46,32.087,7,55
k=2,46,32.087,7,2668
greedy,49,30.551,7,3
random,23,65.0435,7,0
bad_greedy,28,50.8571,7,1
k=1,49,29.8367,7,57
k=2,49,29.8367,7,2813
greedy,42,34.9524,7,3
random,19,78,7,0
bad_greedy,28,51.7143,7,1
k=1,42,34.9524,7,55
k=2,42,34.9524,7,2734
greedy,47,30.8085,7,3
random,21,70.8095,7,0
bad_greedy,33,44.6667,7,1
k=1,47,30.8085,7,57
k=2,47,30.8085,7,2709
greedy,46,32.1087,7,3
random,19,78.1053,7,0
bad_greedy,28,51.2857,7,1
k=1,46,32.1087,7,57
k=2,46,32.1087,7,2730
greedy,49,29.6735,7,3
random,25,59.44,7,0
bad_greedy,30,48.2,7,1
k=1,49,29.6735,7,52
k=2,49,29.6735,7,2543
greedy,47,31.3617,7,3
random,22,65.9091,7,0
bad_greedy,41,35.122,7,1
k=1,47,31.1915,7,55
k=2,47,31.1915,7,2689
greedy,42,35.3571,7,3
random,18,81.4444,7,0
bad_greedy,30,46.8667,7,1
k=1,42,35.3571,7,56
k=2,42,35.3571,7,2755
greedy,47,31.3191,7,3
random,19,78.9474,7,0
bad_greedy,34,44.1176,7,1
k=1,48,31.2292,7,58
k=2,48,31.2292,7,2837
greedy,44,34.0455,7,3
random,22,67.5455,7,0
bad_greedy,30,48.9,7,1
k=1,44,33.5,7,57
k=2,44,33.5,7,2791
greedy,40,36.45,6,3
random,17,88.1765,6,0
bad_greedy,27,52.1481,6,1
k=1,40,36.45,6,56
k=2,40,36.45,6,2805
greedy,33,43.8182,6,4
random,16,91.9375,6,0
bad_greedy,25,57.48,6,1
k=1,33,43.8182,6,62
k=2,33,43.8182,6,3117
greedy,46,32.3913,6,4
random,17,87.8235,6,0
bad_greedy,38,37.6842,6,1
k=1,46,32.1957,6,58
k=2,46,32.1957,6,2923
greedy,39,36.9231,6,3
random,27,55.4815,6,0
bad_greedy,36,39.8611,6,1
k=1,40,36.825,6,61
k=2,40,36.5,6,3083
greedy,38,38.7632,6,3
random,17,87.7647,6,0
bad_greedy,27,55.1852,6,1
k=1,38,38.7632,6,59
k=2,38,38.7632,6,3007
greedy,38,39.4737,6,3
random,17,86.1176,6,0
bad_greedy,28,51.2857,6,1
k=1,38,39.4737,6,59
k=2,38,39.4737,6,3037
greedy,38,37.8158,6,3
random,16,93.25,6,0
bad_greedy,30,47.2,6,1
k=1,39,38.4615,6,61
k=2,39,38.4615,6,2898
greedy,44,32.9545,6,3
random,17,85.7059,6,0
bad_greedy,31,47.2258,6,1
k=1,44,32.8864,6,55
k=2,44,32.8864,6,2826
greedy,44,33.4545,6,3
random,18,82.7778,6,0
bad_greedy,30,49.3667,6,1
k=1,44,33.4545,6,58
k=2,44,33.4545,6,2900
greedy,39,37.0513,6,3
random,17,85.7647,6,0
bad_greedy,32,46.6875,6,1
k=1,39,37.0513,6,59
k=2,39,37.0513,6,2948
greedy,72,20.5694,14,4
random,52,28.4038,14,0
bad_greedy,34,43.3529,14,1
k=1,72,20.0556,14,53
k=2,72,20.0556,14,2558
greedy,73,20.0685,14,3
random,35,41.4571,14,0
bad_greedy,45,33.3111,14,1
k=1,73,20.0137,14,47
k=2,73,20.0137,14,2341
greedy,77,19.3377,14,3
random,47,31.3191,14,0
bad_greedy,58,24.8621,14,1
k=1,77,19.3377,14,44
k=2,77,19.3377,14,2136
greedy,76,19.0263,14,3
random,35,42.8571,14,0
bad_greedy,46,30.8913,14,1
k=1,78,19.2308,14,44
k=2,78,19.141,14,2284
greedy,75,19.9067,14,3
random,46,32.5,14,0
bad_greedy,48,29.5833,14,1
k=1,76,19.1711,14,50
k=2,77,19.3636,14,2261
greedy,84,17.3452,14,3
random,47,31.7021,14,0
bad_greedy,42,34,14,1
k=1,84,17.3452,14,36
k=2,84,17.3452,14,1652
greedy,71,20.662,14,3
random,52,28,14,0
bad_greedy,36,39.1944,14,1
k=1,71,20.5775,14,44
k=2,71,20.5775,14,2239
greedy,73,19.8904,14,3
random,39,38.4359,14,0
bad_greedy,53,27.1887,14,1
k=1,73,19.8904,14,40
k=2,73,19.8904,14,1929
greedy,76,19.6974,14,3
random,44,33.5455,14,0
bad_greedy,52,28.0962,14,1
k=1,76,19.6447,14,46
k=2,76,19.6447,14,2289
greedy,76,19.4868,14,3
random,45,33.1556,14,0
bad_greedy,51,29.3137,14,2
k=1,76,19.4474,14,48
k=2,76,19.4474,14,2388
greedy,75,19.52,15,3
random,48,31.2292,15,0
bad_greedy,39,36.5128,15,1
k=1,75,19.28,15,45
k=2,76,19.7105,15,2396
greedy,83,17.6867,15,3
random,39,37.4359,15,0
bad_greedy,45,32.3111,15,2
k=1,84,17.4286,15,43
k=2,84,17.4286,15,2230
greedy,74,20.0405,15,3
