algorithm,coverage,cost_per_coverage,radius,time
k=1,100,0.41,17,19
k=2,100,0.4,17,960
greedy,100,0.44,17,3
random,100,4.32,17,0
bad_greedy,100,4.32,17,1
k=1,100,0.41,17,21
k=2,100,0.39,17,987
greedy,100,0.39,17,3
random,100,4.25,17,0
bad_greedy,100,4.25,17,1
k=1,100,0.37,17,23
k=2,100,0.35,17,940
greedy,100,0.42,17,3
random,100,4.59,17,0
bad_greedy,100,4.59,17,2
k=1,100,0.41,17,17
k=2,100,0.41,17,856
greedy,100,0.53,17,3
random,100,4.23,17,0
bad_greedy,100,4.23,17,1
k=1,100,0.48,17,22
k=2,100,0.46,17,1075
greedy,100,0.33,17,3
random,100,4.32,17,0
bad_greedy,100,4.32,17,1
k=1,100,0.3,17,19
k=2,100,0.29,17,944
greedy,100,0.42,17,3
random,100,4.59,17,0
bad_greedy,100,4.59,17,1
k=1,100,0.4,17,20
k=2,100,0.39,17,1007
greedy,100,0.43,17,3
random,100,4.51,17,0
bad_greedy,100,4.51,17,1
k=1,100,0.4,17,19
k=2,100,0.38,17,901
greedy,100,0.52,17,3
random,100,4.62,17,0
bad_greedy,100,4.62,17,1
k=1,100,0.49,17,26
k=2,100,0.47,17,994
greedy,100,1.54,9,3
random,100,4.64,9,0
bad_greedy,100,4.64,9,1
k=1,100,1.51,9,38
k=2,100,1.5,9,1801
greedy,100,1.9,9,3
random,100,4.82,9,0
bad_greedy,100,4.82,9,1
k=1,100,1.88,9,40
k=2,100,1.86,9,1884
greedy,100,1.64,9,3
random,100,4.27,9,0
bad_greedy,100,4.27,9,1
k=1,100,1.58,9,39
k=2,100,1.56,9,1905
greedy,100,1.5,9,3
random,100,4.17,9,0
bad_greedy,100,4.17,9,1
k=1,100,1.47,9,45
k=2,100,1.46,9,1958
greedy,100,1.5,9,3
random,100,4.05,9,0
bad_greedy,100,4.05,9,1
k=1,100,1.45,9,39
k=2,100,1.44,9,1941
greedy,100,1.86,9,3
random,100,4.68,9,0
bad_greedy,100,4.68,9,1
k=1,100,1.84,9,41
k=2,100,1.82,9,1940
greedy,100,1.54,9,3
random,100,4.52,9,0
bad_greedy,100,4.52,9,1
k=1,100,1.53,9,38
k=2,100,1.53,9,1820
greedy,100,1.27,9,3
random,100,4.18,9,0
bad_greedy,100,4.18,9,1
k=1,100,1.25,9,37
k=2,100,1.24,9,1744
greedy,100,1.33,9,3
random,100,4.24,9,0
bad_greedy,100,4.24,9,1
k=1,100,1.28,9,38
k=2,100,1.26,9,1772
greedy,100,1.51,9,3
random,100,4.31,9,0
bad_greedy,100,4.31,9,1
k=1,100,1.5,9,38
k=2,100,1.47,9,1873
greedy,100,2.63,6,3
random,100,4.41,6,0
bad_greedy,100,4.41,6,1
k=1,100,2.61,6,53
k=2,100,2.61,6,2688
greedy,100,2.88,6,3
random,100,4.67,6,0
bad_greedy,100,4.67,6,1
k=1,100,2.88,6,53
k=2,100,2.86,6,2839
greedy,100,2.54,6,3
random,100,4.32,6,0
bad_greedy,100,4.32,6,2
k=1,100,2.52,6,66
k=2,100,2.52,6,2747
greedy,100,2.85,6,3
random,100,4.69,6,0
bad_greedy,100,4.69,6,1
k=1,100,2.84,6,56
k=2,100,2.84,6,2843
greedy,100,2.8,6,3
random,100,4.62,6,0
bad_greedy,100,4.62,6,1
k=1,100,2.76,6,52
k=2,100,2.75,6,2851
greedy,100,2.44,6,3
random,100,4.55,6,0
bad_greedy,100,4.55,6,1
k=1,100,2.44,6,55
k=2,100,2.44,6,2716
greedy,100,2.8,6,3
random,100,4.85,6,0
bad_greedy,100,4.85,6,1
k=1,100,2.74,6,51
k=2,100,2.73,6,2666
greedy,100,2.19,6,3
random,100,4.18,6,0
bad_greedy,100,4.18,6,2
k=1,100,2.17,6,49
k=2,100,2.16,6,2527
greedy,100,2.55,6,3
random,100,4.55,6,0
bad_greedy,100,4.55,6,1
k=1,100,2.52,6,52
k=2,100,2.49,6,2745
greedy,100,2.81,6,3
random,100,4.89,6,0
bad_greedy,100,4.89,6,1
k=1,100,2.78,6,51
k=2,100,2.77,6,2680
greedy,100,2.39,7,3
random,100,4.8,7,0
bad_greedy,100,4.8,7,1
k=1,100,2.39,7,51
k=2,100,2.39,7,2340
greedy,100,2.26,7,3
random,100,4.61,7,0
bad_greedy,100,4.61,7,1
k=1,100,2.22,7,48
k=2,100,2.2,7,2360
greedy,100,2.5,7,3
random,100,4.63,7,0
bad_greedy,100,4.63,7,1
k=1,100,2.48,7,54
k=2,100,2.47,7,2384
greedy,100,1.99,7,3
random,100,4.38,7,0
bad_greedy,100,4.38,7,1
k=1,100,1.96,7,56
k=2,100,1.95,7,2211
greedy,100,1.72,7,3
random,100,4.24,7,0
bad_greedy,100,4.24,7,1
k=1,100,1.69,7,42
k=2,100,1.69,7,2065
greedy,100,2.04,7,3
random,100,4.49,7,0
bad_greedy,100,4.49,7,1
k=1,100,2.01,7,48
k=2,100,1.99,7,2461
greedy,100,2.07,7,3
random,100,4.78,7,0
bad_greedy,100,4.78,7,1
k=1,100,2.05,7,49
k=2,100,2.05,7,2331
greedy,100,2.09,7,3
random,100,4.31,7,0
bad_greedy,100,4.31,7,1
k=1,100,2.07,7,46
k=2,100,2.05,7,2248
greedy,100,2.09,7,3
random,100,4.62,7,0
bad_greedy,100,4.62,7,1
k=1,100,2.07,7,47
k=2,100,2.05,7,2280
greedy,100,2.45,7,3
random,100,4.31,7,0
bad_greedy,100,4.31,7,1
k=1,100,2.43,7,50
k=2,100,2.42,7,2497
greedy,100,1.77,9,3
random,100,4.66,9,0
bad_greedy,100,4.66,9,1
k=1,100,1.67,9,36
k=2,100,1.62,9,1822
greedy,100,1.58,9,3
random,100,4.4,9,0
bad_greedy,100,4.4,9,1
k=1,100,1.54,9,38
k=2,100,1.52,9,1886
greedy,100,1.44,9,3
random,100,4.31,9,0
bad_greedy,100,4.31,9,1
k=1,100,1.37,9,39
k=2,100,1.34,9,1869
greedy,100,1.48,9,3
random,100,4.4,9,0
bad_greedy,100,4.4,9,1
k=1,100,1.45,9,38
k=2,100,1.44,9,1831
greedy,100,1.47,9,3
random,100,4.37,9,0
bad_greedy,100,4.37,9,1
k=1,100,1.44,9,38
k=2,100,1.42,9,1836
greedy,100,1.61,9,3
random,100,4.48,9,0
bad_greedy,100,4.48,9,1
k=1,100,1.58,9,41
k=2,100,1.57,9,1869
greedy,100,1.5,9,3
random,100,4.4,9,0
bad_greedy,100,4.4,9,1
k=1,100,1.49,9,38
k=2,100,1.48,9,1851
greedy,100,1.09,9,3
random,100,4.01,9,0
bad_greedy,100,4.01,9,1
k=1,100,1.03,9,35
k=2,100,1.01,9,1706
greedy,99,1.61616,9,3
random,100,4.62,9,0
bad_greedy,100,4.62,9,1
k=1,100,1.59,9,37
k=2,100,1.56,9,1854
greedy,100,1.65,9,3
random,100,4.59,9,0
bad_greedy,100,4.59,9,1
k=1,100,1.63,9,56
k=2,100,1.6,9,1834
greedy,100,1.75,8,3
random,100,4.51,8,0
bad_greedy,100,4.51,8,1
k=1,100,1.73,8,53
k=2,100,1.71,8,2174
greedy,100,1.93,8,3
random,100,4.9,8,0
bad_greedy,100,4.9,8,1
k=1,100,1.9,8,63
k=2,100,1.88,8,2197
greedy,100,1.97,8,3
random,100,4.4,8,0
bad_greedy,100,4.4,8,1
k=1,100,1.9,8,44
k=2,100,1.89,8,2311
greedy,100,1.75,8,3
random,100,4.47,8,0
bad_greedy,100,4.47,8,2
k=1,100,1.71,8,58
k=2,100,1.68,8,2481
greedy,100,1.76,8,3
random,100,4.51,8,0
bad_greedy,100,4.51,8,1
k=1,100,1.72,8,42
k=2,100,1.7,8,2117
greedy,100,1.66,8,3
random,100,4.67,8,0
bad_greedy,100,4.67,8,1
k=1,100,1.62,8,41
k=2,100,1.6,8,2138
greedy,100,1.72,8,3
random,100,4.48,8,0
bad_greedy,100,4.48,8,2
k=1,100,1.7,8,41
k=2,100,1.69,8,2139
greedy,100,1.93,8,3
random,100,4.55,8,0
bad_greedy,100,4.55,8,1
k=1,100,1.91,8,46
k=2,100,1.89,8,2339
greedy,100,1.86,8,3
random,100,4.6,8,0
bad_greedy,100,4.6,8,2
k=1,100,1.86,8,49
k=2,100,1.85,8,2274
greedy,100,1.95,8,3
random,100,4.65,8,0
bad_greedy,100,4.65,8,1
k=1,100,1.93,8,51
k=2,100,1.93,8,2282
greedy,100,1.03,12,3
random,100,4.59,12,0
bad_greedy,100,4.59,12,1
k=1,100,0.95,12,29
k=2,100,0.92,12,1419
greedy,100,1.17,12,3
random,100,4.52,12,0
bad_greedy,100,4.52,12,1
k=1,100,1.15,12,33
k=2,100,1.13,12,1610
greedy,100,0.8,12,3
random,100,4.64,12,0
bad_greedy,100,4.64,12,1
k=1,100,0.77,12,26
k=2,100,0.76,12,1248
greedy,100,1.01,12,3
random,100,4.55,12,0
bad_greedy,100,4.55,12,1
k=1,100,0.96,12,30
k=2,100,0.92,12,1403
greedy,100,0.92,12,3
random,100,4.7,12,0
bad_greedy,100,4.7,12,1
k=1,100,0.89,12,29
k=2,100,0.86,12,1338
greedy,100,0.96,12,3
random,100,4.62,12,0
bad_greedy,100,4.62,12,1
k=1,100,0.94,12,30
k=2,100,0.92,12,1418
greedy,100,0.93,12,3
random,100,4.61,12,0
bad_greedy,100,4.61,12,1
k=1,100,0.88,12,29
k=2,100,0.86,12,1384
greedy,100,0.81,12,4
random,100,4.85,12,0
bad_greedy,100,4.85,12,1
k=1,100,0.8,12,26
k=2,100,0.8,12,1214
greedy,100,0.81,12,3
random,100,4.41,12,0
bad_greedy,100,4.41,12,1
k=1,100,0.78,12,26
k=2,100,0.77,12,1280
greedy,100,1.07,12,3
random,100,4.33,12,0
bad_greedy,100,4.33,12,1
k=1,100,1.05,12,29
k=2,100,1.03,12,1379
greedy,100,1.12,11,3
random,100,4.7,11,0
bad_greedy,100,4.7,11,1
k=1,100,1.1,11,31
k=2,100,1.1,11,1486
greedy,100,1.23,11,4
random,100,4.62,11,0
bad_greedy,100,4.62,11,1
k=1,100,1.2,11,35
k=2,100,1.18,11,1616
greedy,100,0.94,11,3
random,100,4.15,11,0
bad_greedy,100,4.15,11,1
k=1,100,0.92,11,31
k=2,100,0.91,11,1480
greedy,100,1.24,11,3
random,100,4.49,11,0
bad_greedy,100,4.49,11,1
k=1,100,1.18,11,33
k=2,100,1.17,11,1630
greedy,100,1.07,11,3
random,100,4.52,11,0
bad_greedy,100,4.52,11,1
k=1,100,0.96,11,29
k=2,100,0.94,11,1398
greedy,100,1.15,11,3
random,100,4.45,11,0
bad_greedy,100,4.45,11,1
k=1,100,1.11,11,28
k=2,100,1.11,11,1315
greedy,100,1.06,11,3
random,100,4.63,11,0
bad_greedy,100,4.63,11,1
k=1,100,1.05,11,32
k=2,100,1.04,11,1472
greedy,100,1.12,11,3
random,100,4.09,11,0
bad_greedy,100,4.09,11,1
k=1,100,1.11,11,34
k=2,100,1.08,11,1607
greedy,100,1.04,11,3
random,100,4.27,11,0
bad_greedy,100,4.27,11,1
k=1,100,1.02,11,31
k=2,100,1.01,11,1493
greedy,100,1.15,11,3
random,100,4.58,11,0
bad_greedy,100,4.58,11,1
k=1,100,1.12,11,32
k=2,100,1.09,11,1490
greedy,100,0.87,12,4
random,100,4.36,12,0
bad_greedy,100,4.36,12,1
k=1,100,0.85,12,29
k=2,100,0.83,12,1463
greedy,100,1.11,12,3
random,100,4.56,12,0
bad_greedy,100,4.56,12,1
k=1,100,1.07,12,30
k=2,100,1.04,12,1523
greedy,100,0.81,12,3
random,100,4.37,12,0
bad_greedy,100,4.37,12,2
k=1,100,0.76,12,28
k=2,100,0.73,12,1412
greedy,100,0.96,12,3
random,100,4.25,12,0
bad_greedy,100,4.25,12,1
k=1,100,0.87,12,31
k=2,100,0.85,12,1588
greedy,100,0.85,12,3
random,100,4.5,12,0
bad_greedy,100,4.5,12,1
k=1,100,0.82,12,30
k=2,100,0.81,12,1551
greedy,100,1.04,12,3
random,100,4.55,12,0
bad_greedy,100,4.55,12,1
k=1,100,0.96,12,30
k=2,100,0.92,12,1583
greedy,100,1.19,12,3
random,100,4.52,12,0
bad_greedy,100,4.52,12,1
k=1,100,1.17,12,30
k=2,100,1.14,12,1590
greedy,100,0.99,12,3
random,100,4.81,12,0
bad_greedy,100,4.81,12,1
k=1,100,0.96,12,28
k=2,100,0.94,12,1551
greedy,100,1.02,12,3
random,100,4.54,12,0
bad_greedy,100,4.54,12,1
k=1,100,0.94,12,38
k=2,100,0.93,12,1505
greedy,100,0.98,12,3
random,100,4.54,12,0
bad_greedy,100,4.54,12,1
k=1,100,0.94,12,31
k=2,100,0.91,12,1501
greedy,100,0.39,18,3
random,100,4.68,18,0
bad_greedy,100,4.68,18,1
k=1,100,0.38,18,18
k=2,100,0.37,18,917
greedy,100,0.36,18,3
random,100,4.48,18,0
bad_greedy,100,4.48,18,2
k=1,100,0.33,18,17
k=2,100,0.33,18,830
greedy,100,0.47,18,3
random,100,4.47,18,0
bad_greedy,100,4.47,18,1
k=1,100,0.45,18,21
k=2,100,0.43,18,1047
greedy,100,0.46,18,3
random,100,4.34,18,0
bad_greedy,100,4.34,18,1
k=1,100,0.42,18,19
k=2,100,0.41,18,903
greedy,100,0.42,18,3
random,100,4.46,18,0
bad_greedy,100,4.46,18,1
k=1,100,0.39,18,19
k=2,100,0.38,18,943
greedy,100,0.36,18,3
random,100,4.67,18,0
bad_greedy,100,4.67,18,1
k=1,100,0.34,18,17
k=2,100,0.34,18,839
greedy,100,0.42,18,3
random,100,4.52,18,0
bad_greedy,100,4.52,18,1
k=1,100,0.38,18,17
k=2,100,0.37,18,873
greedy,100,0.44,18,3
random,100,4.51,18,0
bad_greedy,100,4.51,18,1
k=1,100,0.41,18,20
k=2,100,0.39,18,1012
greedy,100,0.34,18,3
random,100,4.15,18,0
bad_greedy,100,4.15,18,1
k=1,100,0.33,18,19
k=2,100,0.32,18,985
greedy,100,0.4,18,3
random,100,4.44,18,0
bad_greedy,100,4.44,18,1
k=1,100,0.39,18,19
k=2,100,0.38,18,925
greedy,100,0.48,17,3
random,100,4.51,17,0
bad_greedy,100,4.51,17,1
k=1,100,0.44,17,19
k=2,100,0.44,17,907
greedy,100,0.51,17,3
random,100,4.34,17,0
bad_greedy,100,4.34,17,1
k=1,100,0.48,17,22
k=2,100,0.46,17,1013
greedy,100,0.47,17,3
random,100,4.48,17,0
bad_greedy,100,4.48,17,1
k=1,100,0.45,17,20
k=2,100,0.43,17,919
greedy,100,0.37,17,3
random,100,4.47,17,0
bad_greedy,100,4.47,17,1
k=1,100,0.35,17,17
k=2,100,0.34,17,780
greedy,100,0.38,17,3
random,100,4.33,17,0
bad_greedy,100,4.33,17,1
k=1,100,0.33,17,23
k=2,100,0.32,17,905
greedy,100,0.42,17,3
random,100,4.45,17,0
bad_greedy,100,4.45,17,1
k=1,100,0.39,17,31
k=2,100,0.37,17,915
greedy,100,0.39,17,3
random,100,4.95,17,0
bad_greedy,100,4.95,17,2
k=1,100,0.38,17,18
k=2,100,0.38,17,825
greedy,100,0.49,17,3
random,100,4.35,17,0
bad_greedy,100,4.35,17,1
k=1,100,0.47,17,19
k=2,100,0.46,17,908
greedy,100,0.5,17,4
random,100,4.69,17,0
bad_greedy,100,4.69,17,1
k=1,100,0.49,17,18
k=2,100,0.49,17,858
greedy,100,0.53,17,3
random,100,4.56,17,0
bad_greedy,100,4.56,17,1
k=1,100,0.51,17,22
k=2,100,0.51,17,1028
greedy,100,0.31,20,3
random,100,4.42,20,0
bad_greedy,100,4.42,20,1
k=1,100,0.26,20,16
k=2,100,0.25,20,666
greedy,100,0.29,20,3
random,100,4.44,20,0
bad_greedy,100,4.44,20,1
k=1,100,0.27,20,16
k=2,100,0.26,20,711
greedy,100,0.34,20,3
random,100,4.84,20,0
bad_greedy,100,4.84,20,1
k=1,100,0.34,20,15
k=2,100,0.33,20,677
greedy,100,0.33,20,3
random,100,4.56,20,0
bad_greedy,100,4.56,20,1
k=1,100,0.32,20,15
k=2,100,0.31,20,675
greedy,100,0.36,20,3
random,100,4.83,20,0
bad_greedy,100,4.83,20,1
k=1,100,0.32,20,14
k=2,100,0.3,20,600
greedy,100,0.25,20,3
random,100,4.58,20,0
bad_greedy,100,4.58,20,1
k=1,100,0.23,20,16
k=2,100,0.22,20,682
greedy,100,0.3,20,3
random,100,4.49,20,0
bad_greedy,100,4.49,20,1
k=1,100,0.29,20,15
k=2,100,0.28,20,626
greedy,100,0.24,20,3
random,100,4.18,20,0
bad_greedy,100,4.18,20,1
k=1,100,0.19,20,16
k=2,100,0.18,20,718
greedy,100,0.29,20,3
random,100,4.51,20,0
bad_greedy,100,4.51,20,1
k=1,100,0.27,20,15
k=2,100,0.25,20,654
greedy,100,0.29,20,3
random,100,4.69,20,0
bad_greedy,100,4.69,20,2
k=1,100,0.26,20,14
k=2,100,0.25,20,628
greedy,100,0.52,16,3
random,100,4.38,16,0
bad_greedy,100,4.38,16,1
k=1,100,0.49,16,21
k=2,100,0.48,16,996
greedy,100,0.63,16,3
random,100,4.76,16,0
bad_greedy,100,4.76,16,1
k=1,100,0.58,16,22
k=2,100,0.55,16,1172
greedy,100,0.66,16,3
random,100,4.68,16,0
bad_greedy,100,4.68,16,1
k=1,100,0.61,16,22
k=2,100,0.57,16,1069
greedy,100,0.56,16,3
random,100,4.38,16,0
bad_greedy,100,4.38,16,1
k=1,100,0.53,16,24
k=2,100,0.52,16,1121
greedy,100,0.47,16,3
random,100,4.4,16,0
bad_greedy,100,4.4,16,1
k=1,100,0.4,16,20
k=2,100,0.38,16,1089
greedy,100,0.44,16,3
random,100,4.74,16,0
bad_greedy,100,4.74,16,1
k=1,100,0.42,16,19
k=2,100,0.4,16,866
greedy,100,0.67,16,3
random,100,4.72,16,0
bad_greedy,100,4.72,16,1
k=1,100,0.64,16,34
k=2,100,0.63,16,1060
greedy,100,0.64,16,3
random,100,4.43,16,0
bad_greedy,100,4.43,16,1
k=1,100,0.58,16,23
k=2,100,0.56,16,1089
greedy,100,0.47,16,3
random,100,4.64,16,0
bad_greedy,100,4.64,16,1
k=1,100,0.45,16,19
k=2,100,0.44,16,910
greedy,100,0.71,16,3
random,100,4.91,16,0
bad_greedy,100,4.91,16,1
k=1,100,0.63,16,21
k=2,100,0.61,16,1020
greedy,100,1.49,10,3
random,100,4.74,10,0
bad_greedy,100,4.74,10,2
k=1,100,1.46,10,36
k=2,100,1.44,10,1885
greedy,100,1.21,10,3
random,100,4.49,10,0
bad_greedy,100,4.49,10,1
k=1,100,1.18,10,43
k=2,100,1.15,10,1793
greedy,100,1.25,10,3
random,100,4.47,10,0
bad_greedy,100,4.47,10,1
k=1,100,1.22,10,36
k=2,100,1.2,10,1866
greedy,100,1.24,10,3
random,100,4.32,10,0
bad_greedy,100,4.32,10,1
k=1,100,1.18,10,39
k=2,100,1.15,10,1829
greedy,100,0.99,10,3
random,100,4.42,10,0
bad_greedy,100,4.42,10,2
k=1,100,0.97,10,32
k=2,100,0.96,10,1654
greedy,100,1.51,10,3
random,100,4.76,10,0
bad_greedy,100,4.76,10,2
k=1,100,1.5,10,36
k=2,100,1.49,10,1968
greedy,100,1.25,10,3
random,100,4.6,10,0
bad_greedy,100,4.6,10,1
k=1,100,1.22,10,35
k=2,100,1.2,10,1875
greedy,100,1.3,10,3
random,100,4.88,10,0
bad_greedy,100,4.88,10,2
k=1,100,1.26,10,38
k=2,100,1.24,10,1643
greedy,100,1.05,10,3
random,100,4.15,10,0
bad_greedy,100,4.15,10,1
k=1,100,1.02,10,34
k=2,100,0.98,10,1734
greedy,100,1.31,10,3
random,100,4.18,10,0
bad_greedy,100,4.18,10,1
k=1,100,1.23,10,59
k=2,100,1.21,10,1920
greedy,100,0.42,16,3
random,100,4.56,16,0
bad_greedy,100,4.56,16,1
k=1,100,0.4,16,20
k=2,100,0.4,16,1016
greedy,100,0.47,16,3
random,100,4.34,16,0
bad_greedy,100,4.34,16,1
k=1,100,0.44,16,19
k=2,100,0.43,16,924
greedy,100,0.5,16,3
random,100,4.41,16,0
bad_greedy,100,4.41,16,1
k=1,100,0.47,16,23
k=2,100,0.46,16,1013
greedy,100,0.63,16,3
random,100,4.72,16,0
bad_greedy,100,4.72,16,1
k=1,100,0.6,16,22
k=2,100,0.58,16,1142
greedy,100,0.47,16,3
random,100,4.7,16,0
bad_greedy,100,4.7,16,1
k=1,100,0.47,16,21
k=2,100,0.47,16,950
greedy,100,0.53,16,3
random,100,4.78,16,0
bad_greedy,100,4.78,16,1
k=1,100,0.5,16,21
k=2,100,0.48,16,1091
greedy,100,0.54,16,3
random,100,4.58,16,0
bad_greedy,100,4.58,16,1
k=1,100,0.52,16,21
k=2,100,0.51,16,1100
greedy,100,0.65,16,4
random,100,4.79,16,0
bad_greedy,100,4.79,16,1
k=1,100,0.62,16,24
k=2,100,0.6,16,1094
greedy,100,0.59,16,3
random,100,4.49,16,0
bad_greedy,100,4.49,16,1
k=1,100,0.56,16,22
k=2,100,0.54,16,1139
greedy,100,0.55,16,3
random,100,4.14,16,0
bad_greedy,100,4.14,16,1
k=1,100,0.53,16,34
k=2,100,0.51,16,1237
greedy,100,0.27,20,3
random,100,4.32,20,0
bad_greedy,100,4.32,20,2
k=1,100,0.25,20,15
k=2,100,0.25,20,690
greedy,100,0.42,20,4
random,100,4.5,20,0
bad_greedy,100,4.5,20,1
k=1,100,0.33,20,19
k=2,100,0.3,20,831
greedy,100,0.2,20,3
random,100,4.14,20,0
bad_greedy,100,4.14,20,1
k=1,100,0.2,20,17
k=2,100,0.2,20,743
greedy,100,0.29,20,4
random,100,4.19,20,0
bad_greedy,100,4.19,20,1
k=1,100,0.26,20,19
k=2,100,0.24,20,876
greedy,100,0.27,20,3
random,100,4.59,20,0
bad_greedy,100,4.59,20,1
k=1,100,0.25,20,15
k=2,100,0.25,20,658
greedy,100,0.16,20,3
random,100,4.03,20,0
bad_greedy,100,4.03,20,1
k=1,100,0.15,20,16
k=2,100,0.15,20,754
greedy,100,0.25,20,3
random,100,4.51,20,0
bad_greedy,100,4.51,20,1
k=1,100,0.22,20,16
k=2,100,0.21,20,709
greedy,100,0.3,20,3
random,100,4.54,20,0
bad_greedy,100,4.54,20,1
k=1,100,0.28,20,17
k=2,100,0.27,20,1090
greedy,100,0.4,20,5
random,100,4.91,20,0
bad_greedy,100,4.91,20,2
k=1,100,0.34,20,21
k=2,100,0.33,20,1106
greedy,100,0.27,20,3
random,100,4.15,20,0
bad_greedy,100,4.15,20,1
k=1,100,0.24,20,17
k=2,100,0.24,20,849
greedy,100,0.37,17,3
random,100,4.43,17,0
bad_greedy,100,4.43,17,1
k=1,100,0.33,17,19
k=2,100,0.31,17,874
greedy,100,0.42,17,3
random,100,4.48,17,0
bad_greedy,100,4.48,17,1
k=1,100,0.41,17,21
k=2,100,0.38,17,887
greedy,100,0.55,17,3
random,100,4.68,17,0
bad_greedy,100,4.68,17,1
k=1,100,0.53,17,20
k=2,100,0.52,17,910
greedy,100,0.47,17,3
random,100,4.52,17,0
bad_greedy,100,4.52,17,1
k=1,100,0.43,17,19
k=2,100,0.42,17,863
greedy,100,0.42,17,3
random,100,4.85,17,0
bad_greedy,100,4.85,17,1
k=1,100,0.4,17,17
k=2,100,0.39,17,800
greedy,100,0.45,17,3
random,100,4.5,17,0
bad_greedy,100,4.5,17,1
k=1,100,0.39,17,19
k=2,100,0.37,17,871
greedy,100,0.4,17,3
random,100,4.48,17,0
bad_greedy,100,4.48,17,1
k=1,100,0.38,17,18
k=2,100,0.36,17,834
greedy,100,0.39,17,3
random,100,4.6,17,0
bad_greedy,100,4.6,17,1
k=1,100,0.37,17,19
k=2,100,0.36,17,843
greedy,100,0.43,17,3
random,100,4.5,17,0
bad_greedy,100,4.5,17,1
k=1,100,0.42,17,17
k=2,100,0.4,17,792
greedy,100,0.47,17,3
random,100,4.76,17,0
bad_greedy,100,4.76,17,1
k=1,100,0.4,17,19
k=2,100,0.39,17,792
greedy,100,1.01,11,3
random,100,4.62,11,0
bad_greedy,100,4.62,11,1
k=1,100,0.95,11,28
k=2,100,0.95,11,1527
greedy,100,1.24,11,3
random,100,4.48,11,0
bad_greedy,100,4.48,11,1
k=1,100,1.2,11,35
k=2,100,1.18,11,1821
greedy,99,1.28283,11,3
random,100,4.93,11,0
bad_greedy,100,4.93,11,1
k=1,100,1.23,11,32
k=2,100,1.19,11,1728
greedy,100,0.98,11,3
random,100,4.58,11,0
bad_greedy,100,4.58,11,1
k=1,100,0.95,11,37
k=2,100,0.92,11,1689
greedy,100,1.16,11,3
random,100,4.55,11,0
bad_greedy,100,4.55,11,1
k=1,100,1.09,11,32
k=2,100,1.05,11,1562
greedy,100,0.97,11,3
random,100,4.56,11,0
bad_greedy,100,4.56,11,1
k=1,100,0.94,11,35
k=2,100,0.92,11,1578
greedy,100,1.1,11,3
random,100,4.82,11,0
bad_greedy,100,4.82,11,1
k=1,100,1.07,11,31
k=2,100,1.05,11,1631
greedy,100,0.98,11,3
random,100,4.19,11,0
bad_greedy,100,4.19,11,1
k=1,100,0.94,11,31
k=2,100,0.94,11,1572
greedy,100,1.25,11,3
random,100,4.6,11,0
bad_greedy,100,4.6,11,2
k=1,100,1.23,11,33
k=2,100,1.21,11,1691
greedy,100,1.4,11,3
random,100,4.79,11,0
bad_greedy,100,4.79,11,1
k=1,100,1.37,11,35
k=2,100,1.36,11,1734
greedy,100,1.16,11,3
random,100,4.57,11,0
bad_greedy,100,4.57,11,1
k=1,100,1.14,11,37
k=2,100,1.12,11,1564
greedy,100,0.98,11,3
random,100,4.35,11,0
bad_greedy,100,4.35,11,1
k=1,100,0.94,11,30
k=2,100,0.93,11,1431
greedy,100,1.22,11,3
random,100,4.74,11,0
bad_greedy,100,4.74,11,1
k=1,100,1.19,11,32
k=2,100,1.16,11,1552
greedy,100,0.91,11,3
random,100,4.37,11,0
bad_greedy,100,4.37,11,1
k=1,100,0.87,11,28
k=2,100,0.84,11,1435
greedy,100,1.08,11,3
random,100,4.53,11,0
bad_greedy,100,4.53,11,1
k=1,100,1.02,11,30
k=2,100,1.02,11,1460
greedy,100,1.09,11,3
random,100,4.55,11,0
bad_greedy,100,4.55,11,1
k=1,100,1.04,11,31
k=2,100,1.01,11,1461
greedy,100,0.97,11,3
random,100,4.81,11,0
bad_greedy,100,4.81,11,1
k=1,100,0.95,11,29
k=2,100,0.94,11,1361
greedy,100,1.05,11,3
random,100,4.66,11,0
bad_greedy,100,4.66,11,1
k=1,100,0.98,11,31
k=2,100,0.97,11,1479
greedy,100,1.15,11,3
random,100,4.61,11,0
bad_greedy,100,4.61,11,1
k=1,100,1.12,11,34
k=2,100,1.1,11,1473
greedy,100,1.18,11,3
random,100,4.75,11,0
bad_greedy,100,4.75,11,1
k=1,100,1.16,11,32
k=2,100,1.14,11,1520
greedy,100,1.39,10,3
random,100,4.61,10,0
bad_greedy,100,4.61,10,1
k=1,100,1.35,10,35
k=2,100,1.32,10,1649
greedy,100,1.62,10,3
random,100,4.43,10,0
bad_greedy,100,4.43,10,1
k=1,100,1.57,10,40
k=2,100,1.54,10,1862
greedy,100,1,10,3
random,100,4.25,10,0
bad_greedy,100,4.25,10,1
k=1,100,0.96,10,33
k=2,100,0.93,10,1643
greedy,100,1.32,10,3
random,100,4.25,10,0
bad_greedy,100,4.25,10,1
k=1,100,1.3,10,38
k=2,100,1.28,10,1843
greedy,100,1.28,10,3
random,100,5.04,10,0
bad_greedy,100,5.04,10,1
k=1,100,1.24,10,34
k=2,100,1.21,10,1566
greedy,100,1.28,10,3
random,100,4.1,10,0
bad_greedy,100,4.1,10,1
k=1,100,1.24,10,39
k=2,100,1.2,10,1902
greedy,100,1.24,10,3
random,100,4.31,10,0
