algorithm,budget,coverage,cost_per_coverage,distribution,radius,time
random,900,81,11.1111,2,11,0
bad_greedy,900,79,11.3924,2,11,1
k=1,900,100,7.4,2,11,32
k=2,900,100,7.4,2,11,1589
greedy,900,100,1.32,3,11,3
random,900,100,4.56,3,11,0
bad_greedy,900,100,4.56,3,11,1
k=1,900,100,1.28,3,11,32
k=2,900,100,1.25,3,11,1516
greedy,900,46,19.1739,4,11,3
random,900,19,46.9474,4,11,0
bad_greedy,900,21,40.1429,4,11,1
k=1,900,47,19.0426,4,11,56
k=2,900,47,19.0426,4,11,2742
greedy,900,100,7.8,2,11,3
random,900,75,12,2,11,0
bad_greedy,900,67,13.4328,2,11,1
k=1,900,100,7.8,2,11,34
k=2,900,100,7.8,2,11,1643
greedy,900,100,1.18,3,11,3
random,900,100,4.48,3,11,0
bad_greedy,900,100,4.48,3,11,1
k=1,900,100,1.16,3,11,31
k=2,900,100,1.14,3,11,1525
greedy,900,54,16.1667,4,11,5
random,900,26,33.9231,4,11,0
bad_greedy,900,42,20.7381,4,11,1
k=1,900,54,16.0926,4,11,59
k=2,900,54,16.0926,4,11,2741
greedy,900,100,7,2,11,3
random,900,86,10.4651,2,11,0
bad_greedy,900,67,13.4328,2,11,1
k=1,900,100,7,2,11,32
k=2,900,100,7,2,11,1485
greedy,900,100,1.2,3,11,3
random,900,100,4.6,3,11,0
bad_greedy,900,100,4.6,3,11,1
k=1,900,100,1.16,3,11,33
k=2,900,100,1.13,3,11,1750
greedy,900,52,16.6731,4,11,4
random,900,28,31.9643,4,11,0
bad_greedy,900,31,28.129,4,11,1
k=1,900,52,16.6538,4,11,58
k=2,900,53,16.9623,4,11,2981
greedy,900,100,7.2,2,11,3
random,900,85,10.5882,2,11,0
bad_greedy,900,66,13.6364,2,11,1
k=1,900,100,7.2,2,11,33
k=2,900,100,7.2,2,11,1564
greedy,900,100,0.97,3,11,3
random,900,100,4.24,3,11,0
bad_greedy,900,100,4.24,3,11,1
k=1,900,100,0.95,3,11,73
k=2,900,100,0.94,3,11,1540
greedy,900,58,15.1724,4,11,3
random,900,36,24.25,4,11,0
bad_greedy,900,27,32.1852,4,11,1
k=1,900,58,15.1724,4,11,52
k=2,900,58,15.1724,4,11,2572
greedy,900,100,8,2,11,3
random,900,83,10.8434,2,11,0
bad_greedy,900,61,14.7541,2,11,1
k=1,900,100,8,2,11,35
k=2,900,100,8,2,11,1695
greedy,900,100,1.26,3,11,3
random,900,100,4.51,3,11,0
bad_greedy,900,100,4.51,3,11,1
k=1,900,100,1.24,3,11,35
k=2,900,100,1.23,3,11,1623
greedy,900,56,15.2679,4,11,3
random,900,22,39.2727,4,11,0
bad_greedy,900,32,27.1875,4,11,1
k=1,900,58,15.3103,4,11,57
k=2,900,58,15.3103,4,11,2870
greedy,900,100,7.4,2,11,3
random,900,86,10.4651,2,11,0
bad_greedy,900,65,13.8462,2,11,1
k=1,900,100,7.2,2,11,32
k=2,900,100,7,2,11,1546
greedy,900,100,1.12,3,11,3
random,900,100,4.64,3,11,0
bad_greedy,900,100,4.64,3,11,1
k=1,900,100,1.1,3,11,31
k=2,900,100,1.09,3,11,1439
greedy,900,54,16.537,4,11,3
random,900,19,45.4211,4,11,0
bad_greedy,900,32,26.375,4,11,1
k=1,900,55,16.1091,4,11,54
k=2,900,55,16.1091,4,11,2647
greedy,900,100,6.4,2,11,3
random,900,91,9.89011,2,11,0
bad_greedy,900,67,13.4328,2,11,1
k=1,900,100,6.2,2,11,30
k=2,900,100,6.2,2,11,1387
greedy,900,100,1.08,3,11,3
random,900,100,4.46,3,11,0
bad_greedy,900,100,4.46,3,11,1
k=1,900,100,1.04,3,11,31
k=2,900,100,1.01,3,11,1470
greedy,900,45,19.4,4,11,4
random,900,19,46.5263,4,11,0
bad_greedy,900,29,30.8966,4,11,1
k=1,900,45,19.4,4,11,58
k=2,900,45,19.4,4,11,2806
greedy,900,100,7,2,11,3
random,900,88,10.2273,2,11,0
bad_greedy,900,67,13.4328,2,11,1
k=1,900,100,7,2,11,32
k=2,900,100,7,2,11,1537
greedy,900,100,1.08,3,11,3
random,900,100,4.41,3,11,0
bad_greedy,900,100,4.41,3,11,1
k=1,900,100,1.06,3,11,33
k=2,900,100,1.05,3,11,1484
greedy,900,49,18.0408,4,11,3
random,900,23,39.0435,4,11,0
bad_greedy,900,23,37.087,4,11,1
k=1,900,49,18.0408,4,11,58
k=2,900,49,18.0408,4,11,2944
greedy,1500,100,5.4,2,14,4
random,1500,99,15.1515,2,14,0
bad_greedy,1500,83,18.0723,2,14,1
k=1,1500,100,5.2,2,14,25
k=2,1500,100,5.2,2,14,1224
greedy,1500,100,0.69,3,14,3
random,1500,100,4.4,3,14,0
bad_greedy,1500,100,4.4,3,14,1
k=1,1500,100,0.63,3,14,26
k=2,1500,100,0.61,3,14,1257
greedy,1500,72,20.7917,4,14,3
random,1500,34,43.9706,4,14,0
bad_greedy,1500,42,35.4762,4,14,1
k=1,1500,73,20.411,4,14,49
k=2,1500,73,20.411,4,14,2359
greedy,1500,100,6,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,86,17.4419,2,14,1
k=1,1500,100,5.8,2,14,28
k=2,1500,100,5.8,2,14,1308
greedy,1500,100,0.64,3,14,3
random,1500,100,4.82,3,14,0
bad_greedy,1500,100,4.82,3,14,1
k=1,1500,100,0.62,3,14,22
k=2,1500,100,0.6,3,14,1024
greedy,1500,78,19.0128,4,14,3
random,1500,37,39.4865,4,14,0
bad_greedy,1500,56,25.7679,4,14,1
k=1,1500,79,18.2152,4,14,47
k=2,1500,80,17.9375,4,14,2348
greedy,1500,100,5.4,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,86,17.4419,2,14,1
k=1,1500,100,5.4,2,14,26
k=2,1500,100,5.4,2,14,1242
greedy,1500,100,0.6,3,14,3
random,1500,100,4.54,3,14,0
bad_greedy,1500,100,4.54,3,14,1
k=1,1500,100,0.58,3,14,27
k=2,1500,100,0.57,3,14,1266
greedy,1500,74,19.8378,4,14,3
random,1500,41,35.8537,4,14,0
bad_greedy,1500,41,36.4878,4,14,1
k=1,1500,74,19.5541,4,14,51
k=2,1500,75,19.84,4,14,2383
greedy,1500,100,5.2,2,14,3
random,1500,99,15.1515,2,14,0
bad_greedy,1500,95,15.7895,2,14,1
k=1,1500,100,5.2,2,14,24
k=2,1500,100,5.2,2,14,1170
greedy,1500,100,0.7,3,14,3
random,1500,100,4.63,3,14,0
bad_greedy,1500,100,4.63,3,14,1
k=1,1500,100,0.69,3,14,24
k=2,1500,100,0.67,3,14,1139
greedy,1500,69,21.4928,4,14,3
random,1500,36,41.6111,4,14,0
bad_greedy,1500,36,39.6667,4,14,1
k=1,1500,70,21.3143,4,14,49
k=2,1500,70,21.2714,4,14,2489
greedy,1500,100,6.2,2,14,3
random,1500,99,15.1515,2,14,0
bad_greedy,1500,85,17.6471,2,14,1
k=1,1500,100,6,2,14,37
k=2,1500,100,5.8,2,14,1354
greedy,1500,100,0.73,3,14,3
random,1500,100,4.53,3,14,0
bad_greedy,1500,100,4.53,3,14,1
k=1,1500,100,0.7,3,14,25
k=2,1500,100,0.67,3,14,1184
greedy,1500,70,21,4,14,3
random,1500,29,51.5862,4,14,0
bad_greedy,1500,49,30.4286,4,14,1
k=1,1500,71,20.9718,4,14,50
k=2,1500,71,20.9718,4,14,2495
greedy,1500,100,5.8,2,14,3
random,1500,98,15.3061,2,14,0
bad_greedy,1500,87,17.2414,2,14,1
k=1,1500,100,5.8,2,14,27
k=2,1500,100,5.8,2,14,1268
greedy,1500,100,0.51,3,14,3
random,1500,100,4.42,3,14,0
bad_greedy,1500,100,4.42,3,14,1
k=1,1500,100,0.47,3,14,21
k=2,1500,100,0.46,3,14,982
greedy,1500,71,21.1127,4,14,3
random,1500,46,32.5652,4,14,0
bad_greedy,1500,48,30.1875,4,14,1
k=1,1500,72,20.7083,4,14,46
k=2,1500,72,20.7083,4,14,2300
greedy,1500,100,5.6,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,87,17.2414,2,14,1
k=1,1500,100,5.4,2,14,27
k=2,1500,100,5.4,2,14,1251
greedy,1500,100,0.65,3,14,3
random,1500,100,4.64,3,14,0
bad_greedy,1500,100,4.64,3,14,1
k=1,1500,100,0.63,3,14,26
k=2,1500,100,0.61,3,14,1234
greedy,1500,75,19.8133,4,14,3
random,1500,39,37.2308,4,14,0
bad_greedy,1500,51,27.6667,4,14,1
k=1,1500,75,19.6533,4,14,41
k=2,1500,75,19.6533,4,14,2086
greedy,1500,100,5.6,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,84,17.8571,2,14,1
k=1,1500,100,5.4,2,14,27
k=2,1500,100,5.4,2,14,1240
greedy,1500,100,0.68,3,14,3
random,1500,100,4.64,3,14,0
bad_greedy,1500,100,4.64,3,14,1
k=1,1500,100,0.67,3,14,24
k=2,1500,100,0.66,3,14,1147
greedy,1500,73,19.9863,4,14,3
random,1500,45,33.1333,4,14,0
bad_greedy,1500,42,33.619,4,14,1
k=1,1500,73,19.7671,4,14,54
k=2,1500,73,19.7671,4,14,2299
greedy,1500,100,4.4,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,89,16.8539,2,14,1
k=1,1500,100,4,2,14,22
k=2,1500,100,4,2,14,1010
greedy,1500,100,0.63,3,14,3
random,1500,100,4.42,3,14,0
bad_greedy,1500,100,4.42,3,14,1
k=1,1500,100,0.62,3,14,25
k=2,1500,100,0.61,3,14,1182
greedy,1500,77,19.3766,4,14,3
random,1500,40,37.5,4,14,0
bad_greedy,1500,45,33.0444,4,14,1
k=1,1500,77,19.1948,4,14,47
k=2,1500,77,19.1688,4,14,2347
greedy,1500,100,6,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,90,16.6667,2,14,1
k=1,1500,100,5.8,2,14,27
k=2,1500,100,5.8,2,14,1313
greedy,1500,100,0.52,3,14,3
random,1500,100,4.29,3,14,0
bad_greedy,1500,100,4.29,3,14,1
k=1,1500,100,0.49,3,14,24
k=2,1500,100,0.48,3,14,1140
greedy,1500,73,19.863,4,14,3
random,1500,38,38.2105,4,14,0
bad_greedy,1500,41,36.5366,4,14,1
k=1,1500,74,19.9324,4,14,48
k=2,1500,74,19.9324,4,14,2400
greedy,2500,100,7.8,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,7.6,2,11,34
k=2,2500,100,7.6,2,11,1764
greedy,2500,100,1.23,3,11,3
random,2500,100,4.78,3,11,0
bad_greedy,2500,100,4.78,3,11,1
k=1,2500,100,1.2,3,11,31
k=2,2500,100,1.17,3,11,1558
greedy,2500,82,30.4268,4,11,3
random,2500,47,52.3191,4,11,0
bad_greedy,2500,51,48.7451,4,11,1
k=1,2500,82,30.4268,4,11,47
k=2,2500,82,30.4268,4,11,2292
greedy,2500,100,7,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,6.8,2,11,35
k=2,2500,100,6.6,2,11,1507
greedy,2500,100,1.01,3,11,3
random,2500,100,4.48,3,11,0
bad_greedy,2500,100,4.48,3,11,1
k=1,2500,100,0.99,3,11,32
k=2,2500,100,0.97,3,11,1502
greedy,2500,82,29.8537,4,11,3
random,2500,37,66.4865,4,11,0
bad_greedy,2500,61,40.3443,4,11,1
k=1,2500,82,29.8537,4,11,45
k=2,2500,82,29.8537,4,11,1927
greedy,2500,100,7.8,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,7.8,2,11,35
k=2,2500,100,7.8,2,11,1670
greedy,2500,100,1.19,3,11,3
random,2500,100,4.47,3,11,0
bad_greedy,2500,100,4.47,3,11,2
k=1,2500,100,1.16,3,11,34
k=2,2500,100,1.14,3,11,1607
greedy,2500,81,30.0617,4,11,3
random,2500,46,53.2609,4,11,0
bad_greedy,2500,51,47.0392,4,11,1
k=1,2500,82,30.378,4,11,40
k=2,2500,82,30.378,4,11,2071
greedy,2500,100,7.2,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,7,2,11,33
k=2,2500,100,7,2,11,1690
greedy,2500,100,0.99,3,11,3
random,2500,100,4.43,3,11,0
bad_greedy,2500,100,4.43,3,11,1
k=1,2500,100,0.96,3,11,34
k=2,2500,100,0.94,3,11,1632
greedy,2500,83,29.3614,4,11,3
random,2500,54,46,4,11,0
bad_greedy,2500,54,46.2407,4,11,1
k=1,2500,84,29.6429,4,11,43
k=2,2500,84,29.619,4,11,2010
greedy,2500,100,7,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,6.8,2,11,31
k=2,2500,100,6.6,2,11,1563
greedy,2500,100,1.01,3,11,3
random,2500,100,4.35,3,11,0
bad_greedy,2500,100,4.35,3,11,1
k=1,2500,100,0.98,3,11,32
k=2,2500,100,0.95,3,11,1515
greedy,2500,78,31.9744,4,11,3
random,2500,50,49.94,4,11,0
bad_greedy,2500,63,38.619,4,11,1
k=1,2500,78,31.1795,4,11,50
k=2,2500,78,31.1795,4,11,2552
greedy,2500,100,6.8,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,6.8,2,11,31
k=2,2500,100,6.8,2,11,1488
greedy,2500,100,1.13,3,11,3
random,2500,100,4.38,3,11,0
bad_greedy,2500,100,4.38,3,11,1
k=1,2500,100,1.08,3,11,43
k=2,2500,100,1.06,3,11,1518
greedy,2500,82,29.3537,4,11,3
random,2500,43,57.0698,4,11,0
bad_greedy,2500,63,38.0317,4,11,1
k=1,2500,82,29.3293,4,11,43
k=2,2500,82,29.3293,4,11,2166
greedy,2500,100,7.2,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,7.2,2,11,34
k=2,2500,100,7.2,2,11,1596
greedy,2500,100,1.22,3,11,3
random,2500,100,4.55,3,11,0
bad_greedy,2500,100,4.55,3,11,1
k=1,2500,100,1.18,3,11,34
k=2,2500,100,1.16,3,11,1655
greedy,2500,74,33.2027,4,11,3
random,2500,43,58.0233,4,11,0
bad_greedy,2500,50,48.86,4,11,1
k=1,2500,75,33.1733,4,11,47
k=2,2500,75,32.4133,4,11,2387
greedy,2500,100,8.2,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,8.2,2,11,35
k=2,2500,100,8.2,2,11,1735
greedy,2500,100,1.18,3,11,3
random,2500,100,4.46,3,11,0
bad_greedy,2500,100,4.46,3,11,1
k=1,2500,100,1.14,3,11,33
k=2,2500,100,1.13,3,11,1645
greedy,2500,74,32.6351,4,11,3
random,2500,41,60.7073,4,11,0
bad_greedy,2500,51,47.3529,4,11,1
k=1,2500,74,32.6351,4,11,50
k=2,2500,74,32.6351,4,11,2456
greedy,2500,100,8.2,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,8.2,2,11,39
k=2,2500,100,8.2,2,11,1748
greedy,2500,100,0.84,3,11,3
random,2500,100,4.29,3,11,0
bad_greedy,2500,100,4.29,3,11,1
k=1,2500,100,0.81,3,11,31
k=2,2500,100,0.8,3,11,1562
greedy,2500,74,33.1486,4,11,3
random,2500,34,73.1765,4,11,0
bad_greedy,2500,60,41.35,4,11,1
k=1,2500,74,33.0946,4,11,47
k=2,2500,74,33.0946,4,11,2370
greedy,2500,100,7.8,2,11,3
random,2500,100,20,2,11,0
bad_greedy,2500,100,20,2,11,1
k=1,2500,100,7.8,2,11,34
k=2,2500,100,7.8,2,11,1711
greedy,2500,100,1.12,3,11,3
random,2500,100,4.58,3,11,0
bad_greedy,2500,100,4.58,3,11,1
k=1,2500,100,1.08,3,11,32
k=2,2500,100,1.05,3,11,1530
greedy,2500,72,33.4861,4,11,3
random,2500,50,49.66,4,11,0
bad_greedy,2500,55,43.5091,4,11,1
k=1,2500,72,33.4861,4,11,47
k=2,2500,72,33.4861,4,11,2367
greedy,1200,100,7.8,2,11,4
random,1200,91,13.1868,2,11,0
bad_greedy,1200,80,15,2,11,1
k=1,1200,100,7.4,2,11,35
k=2,1200,100,7.4,2,11,1677
greedy,1200,100,0.91,3,11,3
random,1200,100,4.5,3,11,0
bad_greedy,1200,100,4.5,3,11,1
k=1,1200,100,0.88,3,11,30
k=2,1200,100,0.86,3,11,1400
greedy,1200,59,19.7627,4,11,3
random,1200,30,39.9,4,11,0
bad_greedy,1200,33,34.2727,4,11,1
k=1,1200,59,19.5763,4,11,61
k=2,1200,60,19.8167,4,11,2733
greedy,1200,100,7.8,2,11,3
random,1200,90,13.3333,2,11,0
bad_greedy,1200,78,15.3846,2,11,1
k=1,1200,100,7.6,2,11,35
k=2,1200,100,7.4,2,11,1665
greedy,1200,99,1.09091,3,11,3
random,1200,100,4.22,3,11,0
bad_greedy,1200,100,4.22,3,11,1
k=1,1200,100,1.06,3,11,32
k=2,1200,100,0.98,3,11,1506
greedy,1200,60,19.7667,4,11,3
random,1200,26,45.5,4,11,0
bad_greedy,1200,38,30.7105,4,11,1
k=1,1200,61,19.2787,4,11,57
k=2,1200,62,19.2097,4,11,2638
greedy,1200,100,7,2,11,3
random,1200,91,13.1868,2,11,0
bad_greedy,1200,80,15,2,11,1
k=1,1200,100,7,2,11,31
k=2,1200,100,7,2,11,1549
greedy,1200,100,0.89,3,11,3
random,1200,100,4.09,3,11,0
bad_greedy,1200,100,4.09,3,11,1
k=1,1200,100,0.87,3,11,31
k=2,1200,100,0.85,3,11,1479
greedy,1200,60,19.2333,4,11,3
random,1200,24,49.5,4,11,0
bad_greedy,1200,43,27.8372,4,11,1
k=1,1200,61,19.1475,4,11,55
k=2,1200,61,19.1475,4,11,2622
greedy,1200,100,6.8,2,11,3
random,1200,95,12.6316,2,11,0
bad_greedy,1200,76,15.7895,2,11,1
k=1,1200,100,6.6,2,11,33
k=2,1200,100,6.4,2,11,1470
greedy,1200,100,1.12,3,11,3
random,1200,100,4.38,3,11,0
bad_greedy,1200,100,4.38,3,11,1
k=1,1200,100,1.08,3,11,33
k=2,1200,100,1.06,3,11,1623
greedy,1200,58,19.8103,4,11,3
random,1200,29,40.1379,4,11,0
bad_greedy,1200,36,31.3889,4,11,1
k=1,1200,59,19.7966,4,11,51
k=2,1200,59,19.7966,4,11,2540
greedy,1200,100,6.6,2,11,3
random,1200,88,13.6364,2,11,0
bad_greedy,1200,77,15.5844,2,11,1
k=1,1200,100,6.6,2,11,30
k=2,1200,100,6.6,2,11,1508
greedy,1200,100,1.07,3,11,3
random,1200,100,4.4,3,11,0
bad_greedy,1200,100,4.4,3,11,1
k=1,1200,100,1.05,3,11,31
k=2,1200,100,1.04,3,11,1439
greedy,1200,60,19.3333,4,11,3
random,1200,14,82.3571,4,11,0
bad_greedy,1200,42,28.4762,4,11,1
k=1,1200,60,19.3333,4,11,52
k=2,1200,60,19.3333,4,11,2472
greedy,1200,100,7,2,11,3
random,1200,93,12.9032,2,11,0
bad_greedy,1200,83,14.4578,2,11,1
k=1,1200,100,6.8,2,11,31
k=2,1200,100,6.8,2,11,1513
greedy,1200,100,0.88,3,11,3
random,1200,100,4.22,3,11,0
bad_greedy,1200,100,4.22,3,11,1
k=1,1200,100,0.86,3,11,30
k=2,1200,100,0.86,3,11,1418
greedy,1200,57,20.4211,4,11,3
random,1200,23,51.8696,4,11,0
bad_greedy,1200,40,29.95,4,11,1
k=1,1200,57,20.3509,4,11,57
k=2,1200,57,20.3509,4,11,2740
greedy,1200,100,7.8,2,11,3
random,1200,92,13.0435,2,11,0
bad_greedy,1200,79,15.1899,2,11,1
k=1,1200,100,7.8,2,11,35
k=2,1200,100,7.8,2,11,1733
greedy,1200,100,1.15,3,11,3
random,1200,100,4.51,3,11,0
bad_greedy,1200,100,4.51,3,11,1
k=1,1200,100,1.12,3,11,31
k=2,1200,100,1.1,3,11,1495
greedy,1200,69,17.029,4,11,3
random,1200,23,51.5217,4,11,0
bad_greedy,1200,49,24.0204,4,11,1
k=1,1200,69,16.7246,4,11,55
k=2,1200,69,16.7246,4,11,2679
greedy,1200,100,6.4,2,11,3
random,1200,97,12.3711,2,11,0
bad_greedy,1200,82,14.6341,2,11,1
k=1,1200,100,6.4,2,11,29
k=2,1200,100,6.4,2,11,1416
greedy,1200,100,1.11,3,11,3
random,1200,100,4.32,3,11,0
bad_greedy,1200,100,4.32,3,11,1
k=1,1200,100,1.08,3,11,32
k=2,1200,100,1.05,3,11,1537
greedy,1200,58,20.6552,4,11,3
random,1200,35,34.1143,4,11,0
bad_greedy,1200,30,37.6667,4,11,1
k=1,1200,58,20.6552,4,11,59
k=2,1200,58,20.6552,4,11,2839
greedy,1200,100,6.6,2,11,3
random,1200,90,13.3333,2,11,0
bad_greedy,1200,82,14.6341,2,11,1
k=1,1200,100,6.4,2,11,30
k=2,1200,100,6.4,2,11,1452
greedy,1200,100,0.85,3,11,3
random,1200,100,4.35,3,11,0
bad_greedy,1200,100,4.35,3,11,1
k=1,1200,100,0.83,3,11,30
k=2,1200,100,0.81,3,11,1407
greedy,1200,51,22.9804,4,11,3
random,1200,28,42.6786,4,11,0
bad_greedy,1200,29,40.8621,4,11,1
k=1,1200,52,22.5577,4,11,55
k=2,1200,53,22.5472,4,11,2713
greedy,1200,100,7.6,2,11,3
random,1200,91,13.1868,2,11,0
bad_greedy,1200,81,14.8148,2,11,1
k=1,1200,100,7.6,2,11,34
k=2,1200,100,7.6,2,11,1634
greedy,1200,100,1.09,3,11,3
random,1200,100,4.44,3,11,0
bad_greedy,1200,100,4.44,3,11,1
k=1,1200,100,1.07,3,11,34
k=2,1200,100,1.06,3,11,1654
greedy,1200,53,21.7736,4,11,4
random,1200,19,62.8947,4,11,0
bad_greedy,1200,38,30.7632,4,11,2
k=1,1200,53,21.7736,4,11,54
k=2,1200,53,21.7736,4,11,2627
greedy,1500,100,5.2,2,14,9
random,1500,96,15.625,2,14,0
bad_greedy,1500,86,17.4419,2,14,1
k=1,1500,100,5,2,14,24
k=2,1500,100,4.8,2,14,1155
greedy,1500,100,0.83,3,14,3
random,1500,100,4.76,3,14,0
bad_greedy,1500,100,4.76,3,14,1
k=1,1500,100,0.81,3,14,26
k=2,1500,100,0.8,3,14,1210
greedy,1500,75,19.5467,4,14,3
random,1500,41,36.2439,4,14,0
bad_greedy,1500,34,43.2647,4,14,1
k=1,1500,75,19.4667,4,14,46
k=2,1500,75,19.4667,4,14,2313
greedy,1500,100,5.6,2,14,3
random,1500,98,15.3061,2,14,0
bad_greedy,1500,86,17.4419,2,14,1
k=1,1500,100,5.2,2,14,25
k=2,1500,100,5.2,2,14,1178
greedy,1500,100,0.79,3,14,3
random,1500,100,4.39,3,14,0
bad_greedy,1500,100,4.39,3,14,1
k=1,1500,100,0.78,3,14,26
k=2,1500,100,0.76,3,14,1193
greedy,1500,82,18.2683,4,14,3
random,1500,52,28.5769,4,14,0
bad_greedy,1500,63,23.127,4,14,1
k=1,1500,82,18.2683,4,14,36
k=2,1500,82,18.2683,4,14,1745
greedy,1500,100,5.8,2,14,3
random,1500,98,15.3061,2,14,0
bad_greedy,1500,83,18.0723,2,14,1
k=1,1500,100,5.6,2,14,26
k=2,1500,100,5.4,2,14,1229
greedy,1500,100,0.81,3,14,3
random,1500,100,4.52,3,14,0
bad_greedy,1500,100,4.52,3,14,1
k=1,1500,100,0.71,3,14,26
k=2,1500,100,0.69,3,14,1191
greedy,1500,73,19.8356,4,14,3
random,1500,39,38.0513,4,14,0
bad_greedy,1500,51,29.3725,4,14,1
k=1,1500,73,19.8356,4,14,44
k=2,1500,73,19.8356,4,14,2159
greedy,1500,100,5.8,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,91,16.4835,2,14,1
k=1,1500,100,5.8,2,14,26
k=2,1500,100,5.8,2,14,1224
greedy,1500,100,0.73,3,14,3
random,1500,100,4.49,3,14,0
bad_greedy,1500,100,4.49,3,14,1
k=1,1500,100,0.73,3,14,25
k=2,1500,100,0.73,3,14,1158
greedy,1500,70,20.8,4,14,3
random,1500,42,35.5476,4,14,0
bad_greedy,1500,44,32.2273,4,14,1
k=1,1500,71,20.6197,4,14,44
k=2,1500,71,20.5915,4,14,2131
greedy,1500,100,6.2,2,14,3
random,1500,96,15.625,2,14,0
bad_greedy,1500,86,17.4419,2,14,1
k=1,1500,100,6.2,2,14,28
k=2,1500,100,6.2,2,14,1292
greedy,1500,100,0.55,3,14,3
random,1500,100,4.47,3,14,0
bad_greedy,1500,100,4.47,3,14,1
k=1,1500,100,0.52,3,14,23
k=2,1500,100,0.5,3,14,1079
greedy,1500,73,20.5479,4,14,3
random,1500,41,36.4878,4,14,0
bad_greedy,1500,44,33.0909,4,14,1
k=1,1500,73,20.5342,4,14,44
k=2,1500,73,20.2192,4,14,2137
greedy,1500,100,5.8,2,14,3
random,1500,99,15.1515,2,14,0
bad_greedy,1500,87,17.2414,2,14,1
k=1,1500,100,5.8,2,14,26
k=2,1500,100,5.8,2,14,1244
greedy,1500,100,0.6,3,14,3
random,1500,100,4.4,3,14,0
bad_greedy,1500,100,4.4,3,14,1
k=1,1500,100,0.53,3,14,24
k=2,1500,100,0.51,3,14,1118
greedy,1500,77,19.4156,4,14,3
random,1500,46,32.5435,4,14,0
bad_greedy,1500,44,32.6591,4,14,1
k=1,1500,78,19.1923,4,14,52
k=2,1500,78,18.7436,4,14,2587
greedy,1500,100,5.6,2,14,4
random,1500,98,15.3061,2,14,0
bad_greedy,1500,89,16.8539,2,14,1
k=1,1500,100,5.4,2,14,25
k=2,1500,100,5.2,2,14,1193
greedy,1500,100,0.78,3,14,3
random,1500,100,4.81,3,14,0
bad_greedy,1500,100,4.81,3,14,1
k=1,1500,100,0.76,3,14,25
k=2,1500,100,0.74,3,14,1168
greedy,1500,77,18.8571,4,14,3
random,1500,47,31.5957,4,14,0
bad_greedy,1500,38,38.4474,4,14,2
k=1,1500,77,18.8571,4,14,43
k=2,1500,77,18.8571,4,14,2141
greedy,1500,100,5.8,2,14,3
random,1500,97,15.4639,2,14,0
bad_greedy,1500,89,16.8539,2,14,1
k=1,1500,100,5.8,2,14,26
k=2,1500,100,5.8,2,14,1263
greedy,1500,100,0.72,3,14,3
random,1500,100,4.51,3,14,0
bad_greedy,1500,100,4.51,3,14,1
k=1,1500,100,0.65,3,14,25
k=2,1500,100,0.62,3,14,1163
greedy,1500,74,19.8649,4,14,3
random,1500,41,36.5366,4,14,0
bad_greedy,1500,41,35,4,14,1
k=1,1500,76,19.4474,4,14,46
k=2,1500,76,19.4474,4,14,2204
greedy,1500,100,5.8,2,14,3
random,1500,99,15.1515,2,14,0
bad_greedy,1500,90,16.6667,2,14,1
k=1,1500,100,5.6,2,14,26
k=2,1500,100,5.4,2,14,1251
greedy,1500,100,0.74,3,14,3
random,1500,100,4.45,3,14,0
bad_greedy,1500,100,4.45,3,14,1
k=1,1500,100,0.72,3,14,25
k=2,1500,100,0.71,3,14,1158
greedy,1500,76,19.1053,4,14,3
random,1500,40,36.325,4,14,0
bad_greedy,1500,38,37.9737,4,14,1
k=1,1500,77,18.7792,4,14,44
k=2,1500,77,18.7792,4,14,2158
greedy,1500,100,6,2,14,3
random,1500,99,15.1515,2,14,0
bad_greedy,1500,85,17.6471,2,14,1
k=1,1500,100,5.6,2,14,27
k=2,1500,100,5.6,2,14,1268
greedy,1500,100,0.6,3,14,3
random,1500,100,4.64,3,14,0
bad_greedy,1500,100,4.64,3,14,1
k=1,1500,100,0.58,3,14,22
k=2,1500,100,0.58,3,14,1029
greedy,1500,82,18.1098,4,14,3
random,1500,58,25.6379,4,14,0
bad_greedy,1500,53,26.9057,4,14,1
