algorithm,budget,coverage,cost_per_coverage,time
bad_greedy,700,56,12.5,1
k=1,700,97,7.21649,33
k=2,700,97,7.21649,1633
greedy,700,99,7.07071,3
random,700,78,8.97436,0
bad_greedy,700,59,11.8644,1
k=1,700,99,7.07071,32
k=2,700,99,7.07071,1525
greedy,700,94,7.44681,3
random,700,74,9.45946,0
bad_greedy,700,58,12.069,1
k=1,700,95,7.36842,36
k=2,700,96,7.29167,1640
greedy,700,99,7.07071,3
random,700,78,8.97436,0
bad_greedy,700,48,14.5833,1
k=1,700,99,7.07071,32
k=2,700,99,7.07071,1625
greedy,2300,100,6.6,9
random,2300,100,20,0
bad_greedy,2300,100,20,2
k=1,2300,100,6.6,30
k=2,2300,100,6.6,1452
greedy,2300,100,7,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7,32
k=2,2300,100,7,1465
greedy,2300,100,7.4,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.4,33
k=2,2300,100,7.4,1574
greedy,2300,100,5.8,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,5.8,27
k=2,2300,100,5.8,1273
greedy,2300,100,6.8,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,6.8,30
k=2,2300,100,6.8,1459
greedy,2300,100,7.6,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,33
k=2,2300,100,7.6,1585
greedy,2300,100,8,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,34
k=2,2300,100,7.6,1692
greedy,2300,100,7.6,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,32
k=2,2300,100,7.6,1572
greedy,2300,100,7.6,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,32
k=2,2300,100,7.6,1583
greedy,2300,100,7,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,6.8,30
k=2,2300,100,6.8,1506
greedy,1000,100,7.6,9
random,1000,90,11.1111,0
bad_greedy,1000,71,14.0845,1
k=1,1000,100,7.4,36
k=2,1000,100,7.4,1684
greedy,1000,100,7,3
random,1000,87,11.4943,0
bad_greedy,1000,72,13.8889,1
k=1,1000,100,7,30
k=2,1000,100,7,1514
greedy,1000,100,8,3
random,1000,81,12.3457,0
bad_greedy,1000,68,14.7059,1
k=1,1000,100,7.8,42
k=2,1000,100,7.8,1751
greedy,1000,100,7.2,3
random,1000,86,11.6279,0
bad_greedy,1000,77,12.987,1
k=1,1000,100,7.2,33
k=2,1000,100,7.2,1503
greedy,1000,100,6.6,3
random,1000,90,11.1111,0
bad_greedy,1000,74,13.5135,1
k=1,1000,100,6.6,31
k=2,1000,100,6.6,1451
greedy,1000,100,9,3
random,1000,85,11.7647,0
bad_greedy,1000,57,17.5439,1
k=1,1000,100,9,47
k=2,1000,100,9,1791
greedy,1000,100,7.6,3
random,1000,84,11.9048,0
bad_greedy,1000,60,16.6667,1
k=1,1000,100,7.6,33
k=2,1000,100,7.6,1577
greedy,1000,100,6.8,3
random,1000,92,10.8696,0
bad_greedy,1000,70,14.2857,1
k=1,1000,100,6.8,30
k=2,1000,100,6.8,1431
greedy,1000,100,8,3
random,1000,80,12.5,0
bad_greedy,1000,63,15.873,1
k=1,1000,100,7.8,34
k=2,1000,100,7.8,1642
greedy,1000,100,7.4,3
random,1000,89,11.236,0
bad_greedy,1000,75,13.3333,1
k=1,1000,100,7.2,32
k=2,1000,100,7,1515
greedy,900,100,8.6,3
random,900,84,10.7143,0
bad_greedy,900,71,12.6761,1
k=1,900,100,8.4,48
k=2,900,100,8.2,1828
greedy,900,100,7.8,3
random,900,85,10.5882,0
bad_greedy,900,67,13.4328,1
k=1,900,100,7.8,34
k=2,900,100,7.8,1634
greedy,900,100,6.4,3
random,900,81,11.1111,0
bad_greedy,900,67,13.4328,1
k=1,900,100,6.4,30
k=2,900,100,6.4,1365
greedy,900,100,7.4,3
random,900,80,11.25,0
bad_greedy,900,80,11.25,1
k=1,900,100,7.4,32
k=2,900,100,7.4,1622
greedy,900,100,6.6,3
random,900,83,10.8434,0
bad_greedy,900,67,13.4328,1
k=1,900,100,6.6,29
k=2,900,100,6.6,1384
greedy,900,100,7.6,3
random,900,86,10.4651,0
bad_greedy,900,70,12.8571,1
k=1,900,100,7.6,33
k=2,900,100,7.6,1557
greedy,900,100,8.2,3
random,900,82,10.9756,0
bad_greedy,900,64,14.0625,1
k=1,900,100,8,36
k=2,900,100,7.8,1689
greedy,900,100,7.4,3
random,900,86,10.4651,0
bad_greedy,900,61,14.7541,1
k=1,900,100,7.2,32
k=2,900,100,7.2,1572
greedy,900,100,6.2,3
random,900,90,10,0
bad_greedy,900,67,13.4328,1
k=1,900,100,6.2,28
k=2,900,100,6,1313
greedy,900,100,6.8,3
random,900,87,10.3448,0
bad_greedy,900,74,12.1622,1
k=1,900,100,6.8,32
k=2,900,100,6.8,1429
greedy,2300,100,7.6,7
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,33
k=2,2300,100,7.6,1601
greedy,2300,100,7.4,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.4,34
k=2,2300,100,7.4,1634
greedy,2300,100,8,4
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.8,42
k=2,2300,100,7.8,1782
greedy,2300,100,7.4,4
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.2,39
k=2,2300,100,7.2,2295
greedy,2300,100,8,4
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.6,50
k=2,2300,100,7.6,2080
greedy,2300,100,8,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,8,36
k=2,2300,100,8,1801
greedy,2300,100,7.8,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.8,37
k=2,2300,100,7.8,1787
greedy,2300,100,7.6,3
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.4,42
k=2,2300,100,7.4,2032
greedy,2300,100,7.4,4
random,2300,100,20,0
bad_greedy,2300,100,20,1
k=1,2300,100,7.4,44
k=2,2300,100,7.4,2298
greedy,2300,100,7.4,4
random,2300,100,20,0
bad_greedy,2300,100,20,2
k=1,2300,100,7.4,53
k=2,2300,100,7.4,2593
greedy,2600,100,7,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7,31
k=2,2600,100,7,1526
greedy,2600,100,8.4,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8.2,39
k=2,2600,100,8.2,1754
greedy,2600,100,7.8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.6,33
k=2,2600,100,7.6,1604
greedy,2600,100,7.6,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.6,34
k=2,2600,100,7.6,1593
greedy,2600,100,8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.8,35
k=2,2600,100,7.8,1644
greedy,2600,100,7.6,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.4,36
k=2,2600,100,7.2,1575
greedy,2600,100,7,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,6.8,30
k=2,2600,100,6.8,1468
greedy,2600,100,7.8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.8,39
k=2,2600,100,7.8,1681
greedy,2600,100,6.8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,6.6,30
k=2,2600,100,6.6,1451
greedy,2600,100,7,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,6.8,30
k=2,2600,100,6.8,1443
greedy,2600,100,8.6,4
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8.4,38
k=2,2600,100,8.4,1779
greedy,2600,100,7.8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.6,34
k=2,2600,100,7.4,1622
greedy,2600,100,6.4,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,6.2,32
k=2,2600,100,6.2,1371
greedy,2600,100,8.4,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8.4,36
k=2,2600,100,8.4,1767
greedy,2600,100,8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8,35
k=2,2600,100,8,1664
greedy,2600,100,8,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8,35
k=2,2600,100,8,1659
greedy,2600,100,8,4
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.8,41
k=2,2600,100,7.8,1737
greedy,2600,100,7.2,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.2,31
k=2,2600,100,7.2,1492
greedy,2600,100,8.4,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,8.2,35
k=2,2600,100,8.2,1687
greedy,2600,100,7.4,3
random,2600,100,20,0
bad_greedy,2600,100,20,1
k=1,2600,100,7.4,32
k=2,2600,100,7.4,1692
greedy,1200,100,7.6,14
random,1200,92,13.0435,0
bad_greedy,1200,80,15,1
k=1,1200,100,7.6,34
k=2,1200,100,7.6,1612
greedy,1200,100,7,3
random,1200,93,12.9032,0
bad_greedy,1200,81,14.8148,1
k=1,1200,100,7,34
k=2,1200,100,7,1751
greedy,1200,100,6.4,3
random,1200,92,13.0435,0
bad_greedy,1200,74,16.2162,1
k=1,1200,100,6.2,32
k=2,1200,100,6.2,1530
greedy,1200,100,7.2,3
random,1200,91,13.1868,0
bad_greedy,1200,75,16,1
k=1,1200,100,7,34
k=2,1200,100,7,1819
greedy,1200,100,7.2,3
random,1200,95,12.6316,0
bad_greedy,1200,84,14.2857,1
k=1,1200,100,7,37
k=2,1200,100,7,1724
greedy,1200,100,8,3
random,1200,91,13.1868,0
bad_greedy,1200,79,15.1899,1
k=1,1200,100,8,35
k=2,1200,100,8,1667
greedy,1200,100,6.4,3
random,1200,89,13.4831,0
bad_greedy,1200,86,13.9535,1
k=1,1200,100,6.4,29
k=2,1200,100,6.4,1343
greedy,1200,100,7.2,3
random,1200,93,12.9032,0
bad_greedy,1200,85,14.1176,1
k=1,1200,100,7,31
k=2,1200,100,6.8,1489
greedy,1200,100,7.8,3
random,1200,90,13.3333,0
bad_greedy,1200,81,14.8148,1
k=1,1200,100,7.8,34
k=2,1200,100,7.8,1624
greedy,1200,100,7.8,3
random,1200,93,12.9032,0
bad_greedy,1200,79,15.1899,1
k=1,1200,100,7.6,33
k=2,1200,100,7.6,1871
greedy,1200,100,8,3
random,1200,87,13.7931,0
bad_greedy,1200,75,16,1
k=1,1200,100,8,34
k=2,1200,100,8,1702
greedy,1200,100,7.2,3
random,1200,90,13.3333,0
bad_greedy,1200,77,15.5844,1
k=1,1200,100,7.2,32
k=2,1200,100,7.2,1501
greedy,1200,100,7.6,3
random,1200,93,12.9032,0
bad_greedy,1200,83,14.4578,1
k=1,1200,100,7.4,33
k=2,1200,100,7.2,1562
greedy,1200,100,7.8,3
random,1200,90,13.3333,0
bad_greedy,1200,80,15,1
k=1,1200,100,7.8,34
k=2,1200,100,7.8,1612
greedy,1200,100,7.6,3
random,1200,92,13.0435,0
bad_greedy,1200,82,14.6341,1
k=1,1200,100,7.4,33
k=2,1200,100,7.2,1545
greedy,1200,100,7.2,3
random,1200,93,12.9032,0
bad_greedy,1200,86,13.9535,1
k=1,1200,100,7.2,32
k=2,1200,100,7.2,1518
greedy,1200,100,7.2,3
random,1200,90,13.3333,0
bad_greedy,1200,84,14.2857,1
k=1,1200,100,7,31
k=2,1200,100,7,1492
greedy,1200,100,8.6,3
random,1200,86,13.9535,0
bad_greedy,1200,81,14.8148,1
k=1,1200,100,8.4,35
k=2,1200,100,8.4,1746
greedy,1200,100,7,3
random,1200,92,13.0435,0
bad_greedy,1200,92,13.0435,1
k=1,1200,100,6.6,30
k=2,1200,100,6.4,1429
greedy,1200,100,6.4,3
random,1200,95,12.6316,0
bad_greedy,1200,82,14.6341,1
k=1,1200,100,6.2,31
k=2,1200,100,6.2,1430
greedy,1500,100,7.4,5
random,1500,93,16.129,0
bad_greedy,1500,86,17.4419,2
k=1,1500,100,7.4,59
k=2,1500,100,7.4,2819
greedy,1500,100,7.6,4
random,1500,94,15.9574,0
bad_greedy,1500,88,17.0455,2
k=1,1500,100,7.6,56
k=2,1500,100,7.6,2533
greedy,1500,100,8,4
random,1500,98,15.3061,0
bad_greedy,1500,88,17.0455,2
k=1,1500,100,8,57
k=2,1500,100,8,2368
greedy,1500,100,8.2,3
random,1500,92,16.3043,0
bad_greedy,1500,77,19.4805,1
k=1,1500,100,8,43
k=2,1500,100,8,2157
greedy,1500,100,8.2,3
random,1500,93,16.129,0
bad_greedy,1500,88,17.0455,2
k=1,1500,100,8,36
k=2,1500,100,8,1732
greedy,1500,100,7,3
random,1500,96,15.625,0
bad_greedy,1500,87,17.2414,1
k=1,1500,100,7,32
k=2,1500,100,7,1528
greedy,1500,100,7.4,3
random,1500,95,15.7895,0
bad_greedy,1500,85,17.6471,1
k=1,1500,100,7.2,33
k=2,1500,100,7.2,1573
greedy,1500,100,7.8,3
random,1500,96,15.625,0
bad_greedy,1500,77,19.4805,1
k=1,1500,100,7.8,35
k=2,1500,100,7.8,1642
greedy,1500,100,8.2,3
random,1500,94,15.9574,0
bad_greedy,1500,90,16.6667,1
k=1,1500,100,7.8,35
k=2,1500,100,7.4,1687
greedy,1500,100,7.2,3
random,1500,96,15.625,0
bad_greedy,1500,81,18.5185,1
k=1,1500,100,7.2,32
k=2,1500,100,7.2,1538
greedy,1400,100,8.8,7
random,1400,92,15.2174,0
bad_greedy,1400,78,17.9487,1
k=1,1400,100,8.8,38
k=2,1400,100,8.6,1828
greedy,1400,100,6,3
random,1400,97,14.433,0
bad_greedy,1400,90,15.5556,1
k=1,1400,100,6,28
k=2,1400,100,6,1295
greedy,1400,100,7.2,3
random,1400,95,14.7368,0
bad_greedy,1400,82,17.0732,1
k=1,1400,100,7.2,32
k=2,1400,100,7.2,1493
greedy,1400,100,7,3
random,1400,95,14.7368,0
bad_greedy,1400,91,15.3846,1
k=1,1400,100,7,31
k=2,1400,100,7,1466
greedy,1400,100,7.6,3
random,1400,94,14.8936,0
bad_greedy,1400,80,17.5,1
k=1,1400,100,7.4,33
k=2,1400,100,7.4,1558
greedy,1400,100,8.4,3
random,1400,93,15.0538,0
bad_greedy,1400,86,16.2791,1
k=1,1400,100,8.2,35
k=2,1400,100,8,1687
greedy,1400,100,7,3
random,1400,97,14.433,0
bad_greedy,1400,88,15.9091,1
k=1,1400,100,6.8,31
k=2,1400,100,6.8,1504
greedy,1400,100,8.2,4
random,1400,89,15.7303,0
bad_greedy,1400,79,17.7215,1
k=1,1400,100,8,35
k=2,1400,100,8,1665
greedy,1400,100,8.4,3
random,1400,95,14.7368,0
bad_greedy,1400,88,15.9091,1
k=1,1400,100,8.2,38
k=2,1400,100,8.2,1720
greedy,1400,100,7.2,3
random,1400,97,14.433,0
bad_greedy,1400,87,16.092,1
k=1,1400,100,7,30
k=2,1400,100,7,1482
greedy,2800,100,8.6,13
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,8.6,37
k=2,2800,100,8.4,1801
greedy,2800,100,6.6,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,6.6,29
k=2,2800,100,6.6,1403
greedy,2800,100,8,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,7.8,34
k=2,2800,100,7.8,1669
greedy,2800,100,8.8,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,8.8,37
k=2,2800,100,8.8,1808
greedy,2800,100,7.8,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,7.6,35
k=2,2800,100,7.6,1715
greedy,2800,100,7.4,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,7.2,32
k=2,2800,100,7,1520
greedy,2800,100,8.8,3
random,2800,100,20,0
bad_greedy,2800,100,20,1
k=1,2800,100,8.6,38
