algorithm,budget,coverage,cost_per_coverage,time
greedy,2100,100,1.2,3
random,2100,100,4.67,0
bad_greedy,2100,100,4.67,1
k=1,2100,100,1.16,33
k=2,2100,100,1.13,1617
greedy,300,100,1.06,3
random,300,94,3.19149,0
bad_greedy,300,98,3.03061,1
k=1,300,100,1.03,30
k=2,300,100,1.01,1445
greedy,300,100,1.21,3
random,300,96,3.125,0
bad_greedy,300,100,3,1
k=1,300,100,1.16,34
k=2,300,100,1.14,1630
greedy,300,100,1.02,3
random,300,99,3.0303,0
bad_greedy,300,97,3.05155,1
k=1,300,100,1,30
k=2,300,100,0.98,1624
greedy,300,100,0.99,3
random,300,98,3.06122,0
bad_greedy,300,98,3.02041,1
k=1,300,100,0.97,33
k=2,300,100,0.95,1463
greedy,300,100,1.19,3
random,300,94,3.18085,0
bad_greedy,300,98,3.06122,1
k=1,300,100,1.16,33
k=2,300,100,1.15,1512
greedy,300,100,0.97,3
random,300,97,3.09278,0
bad_greedy,300,98,3.0102,1
k=1,300,100,0.93,28
k=2,300,100,0.93,1347
greedy,300,100,0.96,3
random,300,98,3.06122,0
bad_greedy,300,99,3.0303,1
k=1,300,100,0.95,33
k=2,300,100,0.94,1602
greedy,300,100,1.21,3
random,300,94,3.18085,0
bad_greedy,300,97,3.04124,1
k=1,300,100,1.14,34
k=2,300,100,1.11,1643
greedy,300,100,1.08,3
random,300,97,3.09278,0
bad_greedy,300,96,3.0625,1
k=1,300,100,1.06,37
k=2,300,100,1.06,1841
greedy,300,100,1.32,3
random,300,97,3.09278,0
bad_greedy,300,97,3.07216,1
k=1,300,100,1.25,30
k=2,300,100,1.22,1473
greedy,600,100,1.17,3
random,600,100,4.56,0
bad_greedy,600,100,4.56,2
k=1,600,100,1.16,51
k=2,600,100,1.15,2746
greedy,600,100,1.11,4
random,600,100,4.85,0
bad_greedy,600,100,4.85,2
k=1,600,100,1.08,40
k=2,600,100,1.05,1972
greedy,600,100,1.17,3
random,600,100,4.31,0
bad_greedy,600,100,4.31,2
k=1,600,100,1.16,50
k=2,600,100,1.14,1831
greedy,600,100,0.98,3
random,600,100,4.47,0
bad_greedy,600,100,4.47,1
k=1,600,100,0.94,29
k=2,600,100,0.91,1382
greedy,600,100,1.07,3
random,600,100,4.56,0
bad_greedy,600,100,4.56,1
k=1,600,100,1.03,30
k=2,600,100,1,1473
greedy,600,100,1.15,3
random,600,100,4.87,0
bad_greedy,600,100,4.87,2
k=1,600,100,1.12,29
k=2,600,100,1.12,1581
greedy,600,100,1.32,3
random,600,100,4.68,0
bad_greedy,600,100,4.68,1
k=1,600,100,1.3,33
k=2,600,100,1.28,1594
greedy,600,100,1.12,3
random,600,100,4.51,0
bad_greedy,600,100,4.51,2
k=1,600,100,1.08,33
k=2,600,100,1.06,1676
greedy,600,100,1.15,3
random,600,100,4.85,0
bad_greedy,600,100,4.85,1
k=1,600,100,1.13,32
k=2,600,100,1.12,1774
greedy,600,100,1.23,4
random,600,100,4.61,0
bad_greedy,600,100,4.61,1
k=1,600,100,1.2,36
k=2,600,100,1.19,1847
greedy,1700,100,1.26,3
random,1700,100,4.57,0
bad_greedy,1700,100,4.57,1
k=1,1700,100,1.21,33
k=2,1700,100,1.18,1576
greedy,1700,100,1.19,3
random,1700,100,4.41,0
bad_greedy,1700,100,4.41,1
k=1,1700,100,1.18,32
k=2,1700,100,1.17,1577
greedy,1700,100,0.99,4
random,1700,100,4.79,0
bad_greedy,1700,100,4.79,1
k=1,1700,100,0.95,29
k=2,1700,100,0.93,1416
greedy,1700,100,1,3
random,1700,100,4.68,0
bad_greedy,1700,100,4.68,1
k=1,1700,100,0.97,30
k=2,1700,100,0.96,1436
greedy,1700,100,1.01,3
random,1700,100,4.47,0
bad_greedy,1700,100,4.47,1
k=1,1700,100,0.98,31
k=2,1700,100,0.96,1487
greedy,1700,100,0.76,3
random,1700,100,4.18,0
bad_greedy,1700,100,4.18,1
k=1,1700,100,0.74,29
k=2,1700,100,0.73,1377
greedy,1700,100,1.26,3
random,1700,100,4.38,0
bad_greedy,1700,100,4.38,1
k=1,1700,100,1.24,41
k=2,1700,100,1.22,1609
greedy,1700,100,1.04,3
random,1700,100,4.44,0
bad_greedy,1700,100,4.44,1
k=1,1700,100,0.99,29
k=2,1700,100,0.99,1404
greedy,1700,100,1,3
random,1700,100,4.49,0
bad_greedy,1700,100,4.49,2
k=1,1700,100,0.97,34
k=2,1700,100,0.94,1559
greedy,1700,100,1.44,3
random,1700,100,4.7,0
bad_greedy,1700,100,4.7,1
k=1,1700,100,1.38,35
k=2,1700,100,1.36,1649
greedy,500,100,1.04,3
random,500,100,4.3,0
bad_greedy,500,100,4.3,1
k=1,500,100,1.02,32
k=2,500,100,1,1533
greedy,500,100,1.2,3
random,500,100,4.5,0
bad_greedy,500,100,4.5,1
k=1,500,100,1.16,43
k=2,500,100,1.13,1660
greedy,500,100,0.94,3
random,500,100,4.51,0
bad_greedy,500,100,4.51,1
k=1,500,100,0.91,29
k=2,500,100,0.89,1355
greedy,500,100,1.1,3
random,500,100,4.35,0
bad_greedy,500,100,4.35,2
k=1,500,100,1.03,31
k=2,500,100,1.01,1433
greedy,500,100,1.08,3
random,500,100,4.54,0
bad_greedy,500,100,4.54,1
k=1,500,100,1.07,29
k=2,500,100,1.06,1418
greedy,500,100,1.07,3
random,500,100,4.56,0
bad_greedy,500,100,4.56,1
k=1,500,100,0.98,28
k=2,500,100,0.96,1319
greedy,500,100,1,3
random,500,100,4.55,0
bad_greedy,500,100,4.55,1
k=1,500,100,0.99,31
k=2,500,100,0.99,1338
greedy,500,100,1.06,3
random,500,100,4.57,0
bad_greedy,500,100,4.57,1
k=1,500,100,1.01,30
k=2,500,100,0.99,1533
greedy,500,100,0.94,3
random,500,100,4.31,0
bad_greedy,500,100,4.31,1
k=1,500,100,0.87,29
k=2,500,100,0.83,1387
greedy,500,100,1.21,3
random,500,100,4.59,0
bad_greedy,500,100,4.59,1
k=1,500,100,1.17,32
k=2,500,100,1.15,1529
greedy,800,100,1.11,3
random,800,100,4.4,0
bad_greedy,800,100,4.4,1
k=1,800,100,1.08,32
k=2,800,100,1.05,1496
greedy,800,100,1.33,4
random,800,100,4.78,0
bad_greedy,800,100,4.78,1
k=1,800,100,1.3,32
k=2,800,100,1.27,1582
greedy,800,100,0.96,4
random,800,100,4.49,0
bad_greedy,800,100,4.49,1
k=1,800,100,0.94,31
k=2,800,100,0.93,1462
greedy,800,100,1.1,3
random,800,100,4.33,0
bad_greedy,800,100,4.33,1
k=1,800,100,1.08,32
k=2,800,100,1.08,1572
greedy,800,100,1.35,3
random,800,100,4.51,0
bad_greedy,800,100,4.51,1
k=1,800,100,1.32,35
k=2,800,100,1.3,1673
greedy,800,100,1.1,3
random,800,100,4.64,0
bad_greedy,800,100,4.64,1
k=1,800,100,1.09,30
k=2,800,100,1.08,1391
greedy,800,100,1,3
random,800,100,4.51,0
bad_greedy,800,100,4.51,1
k=1,800,100,0.94,31
k=2,800,100,0.93,1482
greedy,800,100,0.98,3
random,800,100,4.55,0
bad_greedy,800,100,4.55,1
k=1,800,100,0.94,31
k=2,800,100,0.93,1448
greedy,800,100,1.01,3
random,800,100,4.42,0
bad_greedy,800,100,4.42,1
k=1,800,100,0.94,29
k=2,800,100,0.91,1365
greedy,800,100,1.04,3
random,800,100,4.48,0
bad_greedy,800,100,4.48,2
k=1,800,100,1.03,33
k=2,800,100,1.02,1519
greedy,700,100,1.43,4
random,700,100,4.66,0
bad_greedy,700,100,4.66,2
k=1,700,100,1.37,33
k=2,700,100,1.34,1669
greedy,700,100,1.23,3
random,700,100,4.53,0
bad_greedy,700,100,4.53,1
k=1,700,100,1.2,39
k=2,700,100,1.18,2285
greedy,700,100,1.06,4
random,700,100,4.58,0
bad_greedy,700,100,4.58,2
k=1,700,100,1.01,35
k=2,700,100,0.99,2064
greedy,700,100,1.27,3
random,700,100,4.65,0
bad_greedy,700,100,4.65,1
k=1,700,100,1.23,33
k=2,700,100,1.2,1569
greedy,700,100,0.95,3
random,700,100,4.41,0
bad_greedy,700,100,4.41,1
k=1,700,100,0.92,32
k=2,700,100,0.9,1515
greedy,700,100,1,3
random,700,100,4.45,0
bad_greedy,700,100,4.45,1
k=1,700,100,1,31
k=2,700,100,1,1501
greedy,700,100,1.11,3
random,700,100,4.76,0
bad_greedy,700,100,4.76,1
k=1,700,100,1.07,30
k=2,700,100,1.05,1411
greedy,700,100,1.31,3
random,700,100,4.96,0
bad_greedy,700,100,4.96,1
k=1,700,100,1.23,29
k=2,700,100,1.23,1356
greedy,700,100,1.14,3
random,700,100,4.42,0
bad_greedy,700,100,4.42,1
k=1,700,100,1.12,36
k=2,700,100,1.1,1547
greedy,700,100,1.3,3
random,700,100,4.52,0
bad_greedy,700,100,4.52,1
k=1,700,100,1.27,33
k=2,700,100,1.26,1590
greedy,2300,100,1.01,3
random,2300,100,4.65,0
bad_greedy,2300,100,4.65,1
k=1,2300,100,0.94,29
k=2,2300,100,0.94,1427
greedy,2300,100,1.19,3
random,2300,100,4.57,0
bad_greedy,2300,100,4.57,1
k=1,2300,100,1.11,32
k=2,2300,100,1.07,1503
greedy,2300,100,0.95,3
random,2300,100,4.34,0
bad_greedy,2300,100,4.34,1
k=1,2300,100,0.91,30
k=2,2300,100,0.88,1411
greedy,2300,100,1.01,3
random,2300,100,4.32,0
bad_greedy,2300,100,4.32,1
k=1,2300,100,0.99,30
k=2,2300,100,0.97,1449
greedy,2300,100,1.16,3
random,2300,100,4.66,0
bad_greedy,2300,100,4.66,1
k=1,2300,100,1.16,32
k=2,2300,100,1.12,1484
greedy,2300,100,1.17,3
random,2300,100,4.73,0
bad_greedy,2300,100,4.73,1
k=1,2300,100,1.13,29
k=2,2300,100,1.1,1401
greedy,2300,100,1.2,3
random,2300,100,4.52,0
bad_greedy,2300,100,4.52,1
k=1,2300,100,1.17,33
k=2,2300,100,1.15,1625
greedy,2300,100,1.15,3
random,2300,100,4.64,0
bad_greedy,2300,100,4.64,1
k=1,2300,100,1.11,29
k=2,2300,100,1.1,1457
greedy,2300,100,0.98,3
random,2300,100,4.17,0
bad_greedy,2300,100,4.17,1
k=1,2300,100,0.96,32
k=2,2300,100,0.96,1534
greedy,2300,100,0.98,3
random,2300,100,4.58,0
bad_greedy,2300,100,4.58,1
k=1,2300,100,0.97,28
k=2,2300,100,0.95,1378
greedy,1000,100,1.07,3
random,1000,100,4.28,0
bad_greedy,1000,100,4.28,1
k=1,1000,100,1.02,32
k=2,1000,100,1,1552
greedy,1000,100,1.02,3
random,1000,100,4.38,0
bad_greedy,1000,100,4.38,1
k=1,1000,100,0.98,31
k=2,1000,100,0.96,1523
greedy,1000,100,1.01,3
random,1000,100,4.62,0
bad_greedy,1000,100,4.62,1
k=1,1000,100,0.98,30
k=2,1000,100,0.95,1444
greedy,1000,100,0.85,4
random,1000,100,4.28,0
bad_greedy,1000,100,4.28,1
k=1,1000,100,0.84,29
k=2,1000,100,0.83,1427
greedy,1000,100,0.93,3
random,1000,100,3.99,0
bad_greedy,1000,100,3.99,1
k=1,1000,100,0.9,31
k=2,1000,100,0.87,1547
greedy,1000,100,1,3
random,1000,100,4.49,0
bad_greedy,1000,100,4.49,1
k=1,1000,100,0.95,32
k=2,1000,100,0.94,1511
greedy,1000,100,1.15,3
random,1000,100,4.65,0
bad_greedy,1000,100,4.65,1
k=1,1000,100,1.08,33
k=2,1000,100,1.05,1518
greedy,1000,100,1.1,3
random,1000,100,4.59,0
bad_greedy,1000,100,4.59,1
k=1,1000,100,1.04,29
k=2,1000,100,1.04,1370
greedy,1000,100,1.04,3
random,1000,100,4.26,0
bad_greedy,1000,100,4.26,1
k=1,1000,100,1.02,31
k=2,1000,100,1,1422
greedy,1000,100,1.33,4
random,1000,100,4.58,0
bad_greedy,1000,100,4.58,1
k=1,1000,100,1.3,33
k=2,1000,100,1.28,1661
greedy,900,100,1.09,3
random,900,100,4.83,0
bad_greedy,900,100,4.83,1
k=1,900,100,1.02,30
k=2,900,100,0.99,1436
greedy,900,100,0.82,3
random,900,100,4.32,0
bad_greedy,900,100,4.32,1
k=1,900,100,0.79,29
k=2,900,100,0.77,1356
greedy,900,100,1.24,3
random,900,100,4.75,0
bad_greedy,900,100,4.75,1
k=1,900,100,1.18,31
k=2,900,100,1.16,1554
greedy,900,100,1.01,4
random,900,100,4.26,0
bad_greedy,900,100,4.26,1
k=1,900,100,1.01,33
k=2,900,100,1.01,1563
greedy,900,100,0.97,3
random,900,100,4.51,0
bad_greedy,900,100,4.51,1
k=1,900,100,0.94,32
k=2,900,100,0.91,1501
greedy,900,100,1.04,3
random,900,100,4.25,0
bad_greedy,900,100,4.25,1
k=1,900,100,1.02,36
k=2,900,100,1,1517
greedy,900,100,0.98,3
random,900,100,4.14,0
bad_greedy,900,100,4.14,1
k=1,900,100,0.93,31
k=2,900,100,0.92,1523
greedy,900,100,1.14,3
random,900,100,4.74,0
bad_greedy,900,100,4.74,1
k=1,900,100,1.09,31
k=2,900,100,1.08,1482
greedy,900,100,0.99,3
random,900,100,4.71,0
bad_greedy,900,100,4.71,1
k=1,900,100,0.95,28
k=2,900,100,0.93,1328
greedy,900,100,1.37,3
random,900,100,4.67,0
bad_greedy,900,100,4.67,1
k=1,900,100,1.33,33
k=2,900,100,1.3,1535
greedy,2300,100,0.93,3
random,2300,100,4.32,0
bad_greedy,2300,100,4.32,1
k=1,2300,100,0.92,31
k=2,2300,100,0.91,1449
greedy,2300,100,1,3
random,2300,100,4.45,0
bad_greedy,2300,100,4.45,1
k=1,2300,100,0.95,30
k=2,2300,100,0.94,1466
greedy,2300,100,1,3
random,2300,100,4.57,0
bad_greedy,2300,100,4.57,1
k=1,2300,100,1,33
k=2,2300,100,1,1908
greedy,2300,100,1.01,4
random,2300,100,4.4,0
bad_greedy,2300,100,4.4,2
k=1,2300,100,0.98,47
k=2,2300,100,0.98,2304
greedy,2300,100,1.27,4
random,2300,100,5.06,0
bad_greedy,2300,100,5.06,1
k=1,2300,100,1.23,28
k=2,2300,100,1.22,1352
greedy,2300,100,1.32,3
random,2300,100,4.83,0
bad_greedy,2300,100,4.83,1
k=1,2300,100,1.26,33
k=2,2300,100,1.25,1635
greedy,2300,100,0.94,3
random,2300,100,4.32,0
bad_greedy,2300,100,4.32,1
k=1,2300,100,0.89,33
k=2,2300,100,0.87,2108
greedy,2300,100,1.08,3
random,2300,100,4.67,0
bad_greedy,2300,100,4.67,1
k=1,2300,100,1.06,45
k=2,2300,100,1.03,1814
greedy,2300,100,1,4
random,2300,100,4.41,0
bad_greedy,2300,100,4.41,2
k=1,2300,100,0.99,35
k=2,2300,100,0.99,1904
greedy,2300,100,0.95,4
random,2300,100,4.18,0
bad_greedy,2300,100,4.18,2
k=1,2300,100,0.95,49
k=2,2300,100,0.94,2142
greedy,2600,100,1.05,3
random,2600,100,4.51,0
bad_greedy,2600,100,4.51,1
k=1,2600,100,1.03,31
k=2,2600,100,1.02,1517
greedy,2600,100,1.09,3
random,2600,100,4.5,0
bad_greedy,2600,100,4.5,1
k=1,2600,100,1.06,33
k=2,2600,100,1.04,1584
greedy,2600,100,1.14,3
random,2600,100,4.47,0
bad_greedy,2600,100,4.47,1
k=1,2600,100,1.07,33
k=2,2600,100,1.04,1559
greedy,2600,100,0.74,3
random,2600,100,4.13,0
bad_greedy,2600,100,4.13,1
k=1,2600,100,0.72,36
k=2,2600,100,0.72,1472
greedy,2600,100,1.09,3
random,2600,100,4.61,0
bad_greedy,2600,100,4.61,1
k=1,2600,100,1.06,35
k=2,2600,100,1.04,1446
greedy,2600,100,1.46,3
random,2600,100,4.67,0
bad_greedy,2600,100,4.67,1
k=1,2600,100,1.45,35
k=2,2600,100,1.44,1625
greedy,2600,100,1.18,3
random,2600,100,4.55,0
bad_greedy,2600,100,4.55,1
k=1,2600,100,1.14,30
k=2,2600,100,1.11,1506
greedy,2600,100,1.24,3
random,2600,100,4.78,0
bad_greedy,2600,100,4.78,1
k=1,2600,100,1.15,30
k=2,2600,100,1.11,1418
greedy,2600,100,1.07,3
random,2600,100,4.65,0
bad_greedy,2600,100,4.65,1
k=1,2600,100,1,30
k=2,2600,100,0.98,1426
greedy,2600,100,0.98,3
random,2600,100,4.45,0
bad_greedy,2600,100,4.45,1
k=1,2600,100,0.86,30
k=2,2600,100,0.83,1423
greedy,2600,100,0.93,3
random,2600,100,4.36,0
bad_greedy,2600,100,4.36,1
k=1,2600,100,0.91,30
k=2,2600,100,0.89,1433
greedy,2600,100,0.98,3
random,2600,100,4.49,0
bad_greedy,2600,100,4.49,1
k=1,2600,100,0.97,29
k=2,2600,100,0.97,1450
greedy,2600,100,0.95,3
random,2600,100,4.41,0
bad_greedy,2600,100,4.41,1
k=1,2600,100,0.93,31
k=2,2600,100,0.92,1472
greedy,2600,100,1.27,3
random,2600,100,4.3,0
bad_greedy,2600,100,4.3,1
k=1,2600,100,1.26,34
k=2,2600,100,1.25,1651
greedy,2600,100,1.38,3
random,2600,100,4.49,0
bad_greedy,2600,100,4.49,1
k=1,2600,100,1.35,33
k=2,2600,100,1.33,1559
greedy,2600,100,0.97,4
random,2600,100,4.37,0
bad_greedy,2600,100,4.37,1
k=1,2600,100,0.94,33
k=2,2600,100,0.92,1409
greedy,2600,100,1.16,3
random,2600,100,4.61,0
bad_greedy,2600,100,4.61,1
k=1,2600,100,1.13,31
k=2,2600,100,1.12,1522
greedy,2600,100,0.98,3
random,2600,100,4.34,0
bad_greedy,2600,100,4.34,1
k=1,2600,100,0.92,29
k=2,2600,100,0.89,1379
greedy,2600,100,1.06,3
random,2600,100,4.35,0
bad_greedy,2600,100,4.35,1
k=1,2600,100,0.99,29
k=2,2600,100,0.97,1427
greedy,2600,100,1.42,3
random,2600,100,4.91,0
bad_greedy,2600,100,4.91,1
k=1,2600,100,1.39,35
k=2,2600,100,1.38,1629
greedy,1200,100,1.05,4
random,1200,100,4.54,0
bad_greedy,1200,100,4.54,1
k=1,1200,100,1.03,31
k=2,1200,100,1.03,1506
greedy,1200,100,1.01,4
random,1200,100,4.39,0
bad_greedy,1200,100,4.39,1
k=1,1200,100,0.94,31
k=2,1200,100,0.91,1586
greedy,1200,100,1.18,3
random,1200,100,4.73,0
bad_greedy,1200,100,4.73,1
k=1,1200,100,1.16,33
k=2,1200,100,1.15,1603
greedy,1200,100,1.19,3
random,1200,100,4.22,0
bad_greedy,1200,100,4.22,1
k=1,1200,100,1.16,33
k=2,1200,100,1.14,1803
greedy,1200,100,0.78,3
random,1200,100,4.01,0
bad_greedy,1200,100,4.01,1
k=1,1200,100,0.76,39
k=2,1200,100,0.74,1533
greedy,1200,100,0.89,3
random,1200,100,4.41,0
bad_greedy,1200,100,4.41,1
k=1,1200,100,0.87,30
k=2,1200,100,0.85,1353
greedy,1200,100,1.12,3
random,1200,100,4.78,0
bad_greedy,1200,100,4.78,1
k=1,1200,100,1.09,29
k=2,1200,100,1.06,1399
greedy,1200,100,1,4
random,1200,100,4.13,0
bad_greedy,1200,100,4.13,1
k=1,1200,100,0.96,34
k=2,1200,100,0.94,1538
greedy,1200,100,1.13,4
random,1200,100,4.77,0
bad_greedy,1200,100,4.77,1
k=1,1200,100,1.1,31
k=2,1200,100,1.08,1446
greedy,1200,100,0.95,3
random,1200,100,4.24,0
bad_greedy,1200,100,4.24,1
k=1,1200,100,0.91,30
k=2,1200,100,0.88,1464
greedy,1200,100,1.01,3
random,1200,100,4.42,0
bad_greedy,1200,100,4.42,1
k=1,1200,100,0.98,29
k=2,1200,100,0.97,1502
greedy,1200,100,1.07,3
random,1200,100,4.68,0
bad_greedy,1200,100,4.68,1
k=1,1200,100,1.04,30
k=2,1200,100,1.04,1386
greedy,1200,100,1.09,3
random,1200,100,4.6,0
bad_greedy,1200,100,4.6,1
k=1,1200,100,1.06,30
k=2,1200,100,1.04,1399
greedy,1200,100,1.05,3
random,1200,100,4.49,0
bad_greedy,1200,100,4.49,1
k=1,1200,100,1.03,30
k=2,1200,100,1.01,1385
greedy,1200,100,0.97,3
random,1200,100,4.61,0
bad_greedy,1200,100,4.61,1
k=1,1200,100,0.95,31
k=2,1200,100,0.94,1545
greedy,1200,100,1.24,3
random,1200,100,4.74,0
bad_greedy,1200,100,4.74,1
k=1,1200,100,1.21,35
k=2,1200,100,1.18,1494
greedy,1200,100,1.07,3
random,1200,100,4.1,0
bad_greedy,1200,100,4.1,1
k=1,1200,100,1.02,33
k=2,1200,100,1,1558
greedy,1200,100,1.11,3
random,1200,100,4.65,0
bad_greedy,1200,100,4.65,1
k=1,1200,100,1.08,31
k=2,1200,100,1.06,1470
greedy,1200,100,1.26,4
random,1200,100,4.54,0
bad_greedy,1200,100,4.54,1
k=1,1200,100,1.19,36
k=2,1200,100,1.16,1601
greedy,1200,100,1.07,3
random,1200,100,4.74,0
bad_greedy,1200,100,4.74,1
k=1,1200,100,1.05,34
k=2,1200,100,1.03,1489
greedy,1500,100,1.08,4
random,1500,100,4.6,0
bad_greedy,1500,100,4.6,2
k=1,1500,100,1.06,57
k=2,1500,100,1.04,2818
greedy,1500,100,0.95,4
random,1500,100,4.41,0
bad_greedy,1500,100,4.41,2
k=1,1500,100,0.92,48
k=2,1500,100,0.89,2179
greedy,1500,100,0.96,4
random,1500,100,4.33,0
bad_greedy,1500,100,4.33,2
k=1,1500,100,0.93,56
k=2,1500,100,0.9,2248
greedy,1500,100,1.13,3
random,1500,100,4.95,0
bad_greedy,1500,100,4.95,1
k=1,1500,100,1.05,45
k=2,1500,100,1.04,1836
greedy,1500,100,1.07,3
random,1500,100,4.67,0
bad_greedy,1500,100,4.67,1
k=1,1500,100,1.05,34
k=2,1500,100,1.02,1400
greedy,1500,100,1.17,3
random,1500,100,4.39,0
bad_greedy,1500,100,4.39,1
k=1,1500,100,1.14,35
k=2,1500,100,1.12,1630
greedy,1500,100,1.04,3
random,1500,100,4.56,0
bad_greedy,1500,100,4.56,1
k=1,1500,100,1.01,28
k=2,1500,100,0.99,1366
greedy,1500,100,1.11,3
random,1500,100,4.42,0
bad_greedy,1500,100,4.42,1
k=1,1500,100,1.09,34
k=2,1500,100,1.07,1589
greedy,1500,100,0.98,3
random,1500,100,4.9,0
bad_greedy,1500,100,4.9,1
k=1,1500,100,0.97,33
k=2,1500,100,0.97,1412
greedy,1500,100,1.32,3
random,1500,100,4.72,0
bad_greedy,1500,100,4.72,1
k=1,1500,100,1.28,37
k=2,1500,100,1.26,1597
greedy,1400,100,1.2,3
random,1400,100,4.29,0
bad_greedy,1400,100,4.29,1
k=1,1400,100,1.12,31
k=2,1400,100,1.04,1528
greedy,1400,100,1.26,3
random,1400,100,4.62,0
bad_greedy,1400,100,4.62,1
k=1,1400,100,1.22,31
k=2,1400,100,1.19,1477
greedy,1400,100,1.13,3
random,1400,100,4.45,0
bad_greedy,1400,100,4.45,1
k=1,1400,100,1.1,32
k=2,1400,100,1.09,1534
greedy,1400,100,1.37,3
random,1400,100,4.76,0
bad_greedy,1400,100,4.76,1
k=1,1400,100,1.34,34
k=2,1400,100,1.32,1594
greedy,1400,100,0.92,3
random,1400,100,4.56,0
bad_greedy,1400,100,4.56,1
k=1,1400,100,0.91,28
k=2,1400,100,0.87,1319
greedy,1400,100,0.92,3
random,1400,100,4.3,0
bad_greedy,1400,100,4.3,1
k=1,1400,100,0.88,31
k=2,1400,100,0.84,1446
greedy,1400,100,1.09,3
random,1400,100,4.43,0
bad_greedy,1400,100,4.43,1
k=1,1400,100,1.07,32
k=2,1400,100,1.05,1490
greedy,1400,100,1.07,3
random,1400,100,4.56,0
bad_greedy,1400,100,4.56,1
k=1,1400,100,1.04,31
k=2,1400,100,1.02,1472
greedy,1400,100,0.86,3
random,1400,100,4.49,0
bad_greedy,1400,100,4.49,1
k=1,1400,100,0.84,27
k=2,1400,100,0.83,1346
greedy,1400,100,1.09,3
random,1400,100,4.5,0
bad_greedy,1400,100,4.5,1
k=1,1400,100,1.06,31
k=2,1400,100,1.04,1469
greedy,2800,99,1.15152,3
random,2800,100,4.21,0
bad_greedy,2800,100,4.21,1
k=1,2800,100,1.15,35
k=2,2800,100,1.08,1668
greedy,2800,100,1.07,3
random,2800,100,4.16,0
bad_greedy,2800,100,4.16,1
k=1,2800,100,1.04,33
k=2,2800,100,1.02,1617
greedy,2800,100,1.19,3
random,2800,100,4.62,0
bad_greedy,2800,100,4.62,1
k=1,2800,100,1.15,34
k=2,2800,100,1.14,1502
greedy,2800,100,1.11,3
random,2800,100,4.78,0
bad_greedy,2800,100,4.78,1
k=1,2800,100,1.07,31
k=2,2800,100,1.05,1495
greedy,2800,100,1.22,3
random,2800,100,4.42,0
bad_greedy,2800,100,4.42,1
k=1,2800,100,1.16,40
k=2,2800,100,1.15,1631
greedy,2800,100,1.15,3
random,2800,100,4.6,0
