algorithm,budget,coverage,cost_per_coverage,time
bad_greedy,2200,100,4.35,1
k=1,2200,100,1.06,31
k=2,2200,100,1.03,1586
greedy,2200,100,0.95,3
random,2200,100,4.71,0
bad_greedy,2200,100,4.71,1
k=1,2200,100,0.94,28
k=2,2200,100,0.93,1363
greedy,2200,100,0.98,4
random,2200,100,4.38,0
bad_greedy,2200,100,4.38,1
k=1,2200,100,0.93,41
k=2,2200,100,0.91,2061
greedy,2200,100,1.12,4
random,2200,100,4.4,0
bad_greedy,2200,100,4.4,2
k=1,2200,100,1.1,53
k=2,2200,100,1.09,1886
greedy,2200,100,1.1,4
random,2200,100,4.14,0
bad_greedy,2200,100,4.14,2
k=1,2200,100,1.07,47
k=2,2200,100,1.06,1938
greedy,2200,100,1,3
random,2200,100,4.47,0
bad_greedy,2200,100,4.47,1
k=1,2200,100,0.97,28
k=2,2200,100,0.95,1381
greedy,2200,100,1.13,3
random,2200,100,4.37,0
bad_greedy,2200,100,4.37,1
k=1,2200,100,1.12,32
k=2,2200,100,1.11,1539
greedy,2200,100,1.03,3
random,2200,100,4.7,0
bad_greedy,2200,100,4.7,1
k=1,2200,100,1.02,29
k=2,2200,100,1.01,1392
greedy,2200,100,1.1,3
random,2200,100,4.49,0
bad_greedy,2200,100,4.49,1
k=1,2200,100,1.06,31
k=2,2200,100,1.04,1456
greedy,2200,100,1.05,3
random,2200,100,4.69,0
bad_greedy,2200,100,4.69,1
k=1,2200,100,1.02,38
k=2,2200,100,0.99,1839
greedy,1800,100,1.02,3
random,1800,100,4.41,0
bad_greedy,1800,100,4.41,1
k=1,1800,100,0.95,29
k=2,1800,100,0.93,1368
greedy,1800,100,1.05,3
random,1800,100,4.25,0
bad_greedy,1800,100,4.25,1
k=1,1800,100,1.03,33
k=2,1800,100,1.01,1574
greedy,1800,100,1.06,3
random,1800,100,4.35,0
bad_greedy,1800,100,4.35,1
k=1,1800,100,1.01,31
k=2,1800,100,0.99,1454
greedy,1800,100,1.09,3
random,1800,100,4.55,0
bad_greedy,1800,100,4.55,1
k=1,1800,100,1.03,29
k=2,1800,100,1.03,1407
greedy,1800,100,1.03,3
random,1800,100,4.44,0
bad_greedy,1800,100,4.44,1
k=1,1800,100,0.99,29
k=2,1800,100,0.98,1395
greedy,1800,100,0.85,3
random,1800,100,4.31,0
bad_greedy,1800,100,4.31,1
k=1,1800,100,0.82,28
k=2,1800,100,0.8,1415
greedy,1800,100,1.29,3
random,1800,100,4.68,0
bad_greedy,1800,100,4.68,1
k=1,1800,100,1.26,31
k=2,1800,100,1.23,1662
greedy,1800,100,1.29,3
random,1800,100,4.29,0
bad_greedy,1800,100,4.29,1
k=1,1800,100,1.24,35
k=2,1800,100,1.23,1672
greedy,1800,100,0.89,4
random,1800,100,4.62,0
bad_greedy,1800,100,4.62,1
k=1,1800,100,0.86,33
k=2,1800,100,0.84,1499
greedy,1800,100,1.31,3
random,1800,100,4.68,0
bad_greedy,1800,100,4.68,1
k=1,1800,100,1.24,33
k=2,1800,100,1.21,1563
greedy,2100,100,0.91,3
random,2100,100,4.12,0
bad_greedy,2100,100,4.12,1
k=1,2100,100,0.88,28
k=2,2100,100,0.87,1339
greedy,2100,100,1.03,3
random,2100,100,4.61,0
bad_greedy,2100,100,4.61,1
k=1,2100,100,0.98,28
k=2,2100,100,0.98,1438
greedy,2100,100,0.93,3
random,2100,100,4.32,0
bad_greedy,2100,100,4.32,1
k=1,2100,100,0.9,30
k=2,2100,100,0.9,1405
greedy,2100,100,0.92,3
random,2100,100,4.39,0
bad_greedy,2100,100,4.39,1
k=1,2100,100,0.92,34
k=2,2100,100,0.92,1430
greedy,2100,100,1.05,3
random,2100,100,4.59,0
bad_greedy,2100,100,4.59,1
k=1,2100,100,1.02,32
k=2,2100,100,1.01,1545
greedy,2100,100,0.96,3
random,2100,100,4.63,0
bad_greedy,2100,100,4.63,1
k=1,2100,100,0.93,29
k=2,2100,100,0.91,1430
greedy,2100,100,0.98,4
random,2100,100,4.11,0
bad_greedy,2100,100,4.11,1
k=1,2100,100,0.98,34
k=2,2100,100,0.98,1604
greedy,2100,100,1.15,3
random,2100,100,4.45,0
bad_greedy,2100,100,4.45,1
k=1,2100,100,1.08,32
k=2,2100,100,1.05,1545
greedy,2100,100,1.14,3
random,2100,100,4.57,0
bad_greedy,2100,100,4.57,1
k=1,2100,100,1.08,32
k=2,2100,100,1.07,1536
greedy,2100,100,1.17,4
random,2100,100,4.52,0
bad_greedy,2100,100,4.52,1
k=1,2100,100,1.11,32
k=2,2100,100,1.09,1518
greedy,2200,100,1.22,3
random,2200,100,4.57,0
bad_greedy,2200,100,4.57,1
k=1,2200,100,1.2,33
k=2,2200,100,1.18,1654
greedy,2200,100,1.02,3
random,2200,100,4.58,0
bad_greedy,2200,100,4.58,1
k=1,2200,100,0.96,28
k=2,2200,100,0.94,1340
greedy,2200,100,0.96,3
random,2200,100,4.54,0
bad_greedy,2200,100,4.54,1
k=1,2200,100,0.94,30
k=2,2200,100,0.93,1393
greedy,2200,100,1.2,3
random,2200,100,4.41,0
bad_greedy,2200,100,4.41,1
k=1,2200,100,1.13,34
k=2,2200,100,1.1,1604
greedy,2200,100,0.97,3
random,2200,100,4.34,0
bad_greedy,2200,100,4.34,1
k=1,2200,100,0.92,31
k=2,2200,100,0.91,1460
greedy,2200,100,1.17,3
random,2200,100,4.59,0
bad_greedy,2200,100,4.59,1
k=1,2200,100,1.16,30
k=2,2200,100,1.15,1411
greedy,2200,100,1.09,3
random,2200,100,4.32,0
bad_greedy,2200,100,4.32,1
k=1,2200,100,1.03,30
k=2,2200,100,1.02,1388
greedy,2200,100,1.15,3
random,2200,100,4.72,0
bad_greedy,2200,100,4.72,1
k=1,2200,100,1.11,31
k=2,2200,100,1.08,1412
greedy,2200,100,1.21,3
random,2200,100,4.5,0
bad_greedy,2200,100,4.5,1
k=1,2200,100,1.15,32
k=2,2200,100,1.14,1534
greedy,2200,100,0.88,4
random,2200,100,4.54,0
bad_greedy,2200,100,4.54,1
k=1,2200,100,0.85,29
k=2,2200,100,0.83,1375
greedy,1700,100,1,3
random,1700,100,4.57,0
bad_greedy,1700,100,4.57,1
k=1,1700,100,0.97,32
k=2,1700,100,0.96,1500
greedy,1700,100,1.12,3
random,1700,100,4.5,0
bad_greedy,1700,100,4.5,1
k=1,1700,100,1.11,31
k=2,1700,100,1.1,1526
greedy,1700,100,1.08,3
random,1700,100,4.37,0
bad_greedy,1700,100,4.37,1
k=1,1700,100,1.03,30
k=2,1700,100,1.01,1432
greedy,1700,100,1.05,3
random,1700,100,4.5,0
bad_greedy,1700,100,4.5,1
k=1,1700,100,1.02,29
k=2,1700,100,1.02,1371
greedy,1700,100,1.04,3
random,1700,100,4.18,0
bad_greedy,1700,100,4.18,1
k=1,1700,100,1.01,29
k=2,1700,100,0.99,1378
greedy,1700,100,1.56,3
random,1700,100,5.09,0
bad_greedy,1700,100,5.09,1
k=1,1700,100,1.51,36
k=2,1700,100,1.48,1723
greedy,1700,100,1.24,3
random,1700,100,4.55,0
bad_greedy,1700,100,4.55,1
k=1,1700,100,1.22,34
k=2,1700,100,1.19,1630
greedy,1700,100,1.19,4
random,1700,100,4.63,0
bad_greedy,1700,100,4.63,1
k=1,1700,100,1.15,32
k=2,1700,100,1.12,1527
greedy,1700,100,1.28,3
random,1700,100,4.53,0
bad_greedy,1700,100,4.53,1
k=1,1700,100,1.23,35
k=2,1700,100,1.21,1586
greedy,1700,100,1.42,3
random,1700,100,4.38,0
bad_greedy,1700,100,4.38,1
k=1,1700,100,1.35,34
k=2,1700,100,1.33,1626
greedy,2400,100,0.99,4
random,2400,100,4.35,0
bad_greedy,2400,100,4.35,2
k=1,2400,100,0.97,32
k=2,2400,100,0.95,1854
greedy,2400,100,1.28,4
random,2400,100,4.65,0
bad_greedy,2400,100,4.65,1
k=1,2400,100,1.25,34
k=2,2400,100,1.22,1662
greedy,2400,100,1.04,3
random,2400,100,4.7,0
bad_greedy,2400,100,4.7,1
k=1,2400,100,1.02,29
k=2,2400,100,1,1406
greedy,2400,100,1.12,3
random,2400,100,4.58,0
bad_greedy,2400,100,4.58,1
k=1,2400,100,1.09,33
k=2,2400,100,1.07,1725
greedy,2400,100,1.18,3
random,2400,100,4.44,0
bad_greedy,2400,100,4.44,1
k=1,2400,100,1.11,33
k=2,2400,100,1.08,1579
greedy,2400,100,0.88,3
random,2400,100,4.28,0
bad_greedy,2400,100,4.28,1
k=1,2400,100,0.84,28
k=2,2400,100,0.83,1352
greedy,2400,100,1.14,3
random,2400,100,4.48,0
bad_greedy,2400,100,4.48,1
k=1,2400,100,1.13,33
k=2,2400,100,1.12,1617
greedy,2400,100,0.97,3
random,2400,100,4.43,0
bad_greedy,2400,100,4.43,1
k=1,2400,100,0.93,29
k=2,2400,100,0.91,1401
greedy,2400,100,1.09,3
random,2400,100,4.46,0
bad_greedy,2400,100,4.46,1
k=1,2400,100,1.07,30
k=2,2400,100,1.05,1413
greedy,2400,100,0.96,3
random,2400,100,4.38,0
bad_greedy,2400,100,4.38,1
k=1,2400,100,0.92,30
k=2,2400,100,0.9,1414
greedy,1100,100,1.06,3
random,1100,100,4.63,0
bad_greedy,1100,100,4.63,1
k=1,1100,100,1.02,30
k=2,1100,100,1,1405
greedy,1100,100,1.4,3
random,1100,100,4.55,0
bad_greedy,1100,100,4.55,1
k=1,1100,100,1.33,39
k=2,1100,100,1.31,1670
greedy,1100,100,1.03,3
random,1100,100,4.6,0
bad_greedy,1100,100,4.6,1
k=1,1100,100,1.02,30
k=2,1100,100,1.02,1439
greedy,1100,100,1.27,3
random,1100,100,4.58,0
bad_greedy,1100,100,4.58,2
k=1,1100,100,1.23,37
k=2,1100,100,1.21,1590
greedy,1100,100,1.17,3
random,1100,100,4.48,0
bad_greedy,1100,100,4.48,1
k=1,1100,100,1.15,33
k=2,1100,100,1.11,1550
greedy,1100,100,0.88,3
random,1100,100,4.37,0
bad_greedy,1100,100,4.37,1
k=1,1100,100,0.85,30
k=2,1100,100,0.84,1378
greedy,1100,100,1.26,3
random,1100,100,4.45,0
bad_greedy,1100,100,4.45,1
k=1,1100,100,1.23,32
k=2,1100,100,1.21,1608
greedy,1100,100,1.19,3
random,1100,100,4.32,0
bad_greedy,1100,100,4.32,1
k=1,1100,100,1.16,36
k=2,1100,100,1.15,1617
greedy,1100,100,1.09,3
random,1100,100,4.41,0
bad_greedy,1100,100,4.41,1
k=1,1100,100,1.04,31
k=2,1100,100,1.03,1518
greedy,1100,100,1.05,3
random,1100,100,4.32,0
bad_greedy,1100,100,4.32,1
k=1,1100,100,1.02,33
k=2,1100,100,1,1558
greedy,100,98,1.02041,3
random,100,68,1.47059,0
bad_greedy,100,77,1.25974,1
k=1,100,99,1,33
k=2,100,99,0.979798,1533
greedy,100,100,0.99,3
random,100,66,1.51515,0
bad_greedy,100,82,1.20732,1
k=1,100,100,0.99,32
k=2,100,100,0.97,1591
greedy,100,97,1.01031,3
random,100,67,1.46269,0
bad_greedy,100,75,1.30667,1
k=1,100,97,1,33
k=2,100,98,1,1616
greedy,100,98,1.02041,3
random,100,59,1.69492,0
bad_greedy,100,82,1.18293,1
k=1,100,99,0.989899,37
k=2,100,99,0.969697,1646
greedy,100,99,0.979798,3
random,100,67,1.47761,0
bad_greedy,100,87,1.13793,1
k=1,100,99,0.949495,31
k=2,100,100,0.98,1456
greedy,100,96,1.03125,3
random,100,65,1.53846,0
bad_greedy,100,77,1.28571,1
k=1,100,97,1,55
k=2,100,98,1.02041,2129
greedy,100,97,1.03093,3
random,100,74,1.35135,0
bad_greedy,100,86,1.15116,1
k=1,100,97,1.01031,37
k=2,100,97,0.989691,1842
greedy,100,99,0.979798,3
random,100,66,1.5,0
bad_greedy,100,82,1.21951,2
k=1,100,100,1,36
k=2,100,100,0.98,1819
greedy,100,96,1.01042,3
random,100,63,1.5873,0
bad_greedy,100,78,1.28205,1
k=1,100,97,1.01031,35
k=2,100,98,1.02041,1727
greedy,100,100,1,3
random,100,76,1.31579,0
bad_greedy,100,83,1.20482,1
k=1,100,100,0.97,31
k=2,100,100,0.95,1486
greedy,300,100,1.17,3
random,300,95,3.15789,0
bad_greedy,300,98,3.06122,1
k=1,300,100,1.14,34
k=2,300,100,1.11,1697
greedy,300,100,1,4
random,300,96,3.125,0
bad_greedy,300,100,2.99,2
k=1,300,100,0.97,52
k=2,300,100,0.94,2466
greedy,300,100,1.23,4
random,300,96,3.11458,0
bad_greedy,300,100,2.99,1
k=1,300,100,1.19,39
k=2,300,100,1.16,1690
greedy,300,100,1.2,3
random,300,99,3.0303,0
bad_greedy,300,99,3,1
k=1,300,100,1.14,33
k=2,300,100,1.11,1563
greedy,300,100,1.01,3
random,300,97,3.09278,0
bad_greedy,300,99,3.0202,2
k=1,300,100,0.98,32
k=2,300,100,0.96,1497
greedy,300,100,1.07,3
random,300,97,3.09278,0
bad_greedy,300,100,2.95,1
k=1,300,100,0.98,30
k=2,300,100,0.96,1505
greedy,300,100,1.21,3
random,300,96,3.11458,0
bad_greedy,300,97,3.06186,1
k=1,300,100,1.14,29
k=2,300,100,1.11,1407
greedy,300,100,1.19,3
random,300,91,3.2967,0
bad_greedy,300,98,3.05102,1
k=1,300,100,1.16,35
k=2,300,100,1.15,1626
greedy,300,100,1.25,3
random,300,99,3.0303,0
bad_greedy,300,97,3.09278,1
k=1,300,100,1.22,33
k=2,300,100,1.2,1563
greedy,300,100,1.12,3
random,300,97,3.09278,0
bad_greedy,300,99,3.0101,1
k=1,300,100,1.06,30
k=2,300,100,1.05,1501
greedy,1000,100,1.13,3
random,1000,100,4.77,0
bad_greedy,1000,100,4.77,1
k=1,1000,100,1.1,30
k=2,1000,100,1.05,1431
greedy,1000,100,1.11,3
random,1000,100,4.43,0
bad_greedy,1000,100,4.43,1
k=1,1000,100,1.05,30
k=2,1000,100,1.02,1461
greedy,1000,100,1.19,3
random,1000,100,4.31,0
bad_greedy,1000,100,4.31,1
k=1,1000,100,1.16,34
k=2,1000,100,1.14,1634
greedy,1000,100,1.02,3
random,1000,100,4.36,0
bad_greedy,1000,100,4.36,1
k=1,1000,100,1,31
k=2,1000,100,0.99,1508
greedy,1000,100,1.05,3
random,1000,100,4.31,0
bad_greedy,1000,100,4.31,1
k=1,1000,100,1.03,29
k=2,1000,100,1.01,1369
greedy,1000,100,1.02,3
random,1000,100,4.68,0
bad_greedy,1000,100,4.68,1
k=1,1000,100,0.98,29
k=2,1000,100,0.97,1373
greedy,1000,100,1.1,3
random,1000,100,4.6,0
bad_greedy,1000,100,4.6,1
k=1,1000,100,1.06,31
k=2,1000,100,1.03,1483
greedy,1000,100,0.98,3
random,1000,100,4.67,0
bad_greedy,1000,100,4.67,1
k=1,1000,100,0.95,27
k=2,1000,100,0.93,1286
greedy,1000,100,1.07,3
random,1000,100,4.56,0
bad_greedy,1000,100,4.56,1
k=1,1000,100,1.02,33
k=2,1000,100,1,1507
greedy,1000,100,1.11,3
random,1000,100,4.33,0
bad_greedy,1000,100,4.33,1
k=1,1000,100,1.09,31
k=2,1000,100,1.07,1486
greedy,1100,100,1.16,3
random,1100,100,4.21,0
bad_greedy,1100,100,4.21,1
k=1,1100,100,1.14,32
k=2,1100,100,1.12,1501
greedy,1100,100,0.92,3
random,1100,100,4.69,0
bad_greedy,1100,100,4.69,1
k=1,1100,100,0.9,32
k=2,1100,100,0.89,1384
greedy,1100,100,1.11,3
random,1100,100,4.48,0
bad_greedy,1100,100,4.48,1
k=1,1100,100,1.05,32
k=2,1100,100,1.03,1535
greedy,1100,100,1.26,3
random,1100,100,4.85,0
bad_greedy,1100,100,4.85,1
k=1,1100,100,1.24,32
k=2,1100,100,1.22,1503
greedy,1100,100,1.15,3
random,1100,100,4.47,0
bad_greedy,1100,100,4.47,1
k=1,1100,100,1.13,38
k=2,1100,100,1.11,1613
greedy,1100,100,0.77,3
random,1100,100,4.16,0
bad_greedy,1100,100,4.16,1
k=1,1100,100,0.77,29
k=2,1100,100,0.77,1464
greedy,1100,100,0.89,3
random,1100,100,4.38,0
bad_greedy,1100,100,4.38,1
k=1,1100,100,0.81,29
k=2,1100,100,0.79,1352
greedy,1100,100,1.15,3
random,1100,100,4.55,0
bad_greedy,1100,100,4.55,1
k=1,1100,100,1.1,31
k=2,1100,100,1.07,1445
greedy,1100,100,1.16,3
random,1100,100,4.69,0
bad_greedy,1100,100,4.69,1
k=1,1100,100,1.13,32
k=2,1100,100,1.11,1514
greedy,1100,100,1.21,3
random,1100,100,4.58,0
bad_greedy,1100,100,4.58,1
k=1,1100,100,1.18,34
k=2,1100,100,1.15,1529
greedy,2400,100,1.21,3
random,2400,100,4.55,0
bad_greedy,2400,100,4.55,2
k=1,2400,100,1.19,33
k=2,2400,100,1.18,1866
greedy,2400,100,0.96,4
random,2400,100,4.06,0
bad_greedy,2400,100,4.06,2
k=1,2400,100,0.93,33
k=2,2400,100,0.91,1939
greedy,2400,100,1.16,5
random,2400,100,4.14,0
bad_greedy,2400,100,4.14,1
k=1,2400,100,1.12,46
k=2,2400,100,1.09,1995
greedy,2400,100,1.37,3
random,2400,100,4.49,0
bad_greedy,2400,100,4.49,1
k=1,2400,100,1.34,36
k=2,2400,100,1.32,1577
greedy,2400,100,0.97,3
random,2400,100,4.47,0
bad_greedy,2400,100,4.47,1
k=1,2400,100,0.95,32
k=2,2400,100,0.95,1507
greedy,2400,100,1.06,3
random,2400,100,4.88,0
bad_greedy,2400,100,4.88,1
k=1,2400,100,1.03,28
k=2,2400,100,1.02,1317
greedy,2400,100,1.28,3
random,2400,100,4.6,0
bad_greedy,2400,100,4.6,1
k=1,2400,100,1.25,32
k=2,2400,100,1.24,1573
greedy,2400,100,1.32,3
random,2400,100,4.61,0
bad_greedy,2400,100,4.61,1
k=1,2400,100,1.29,34
k=2,2400,100,1.27,1639
greedy,2400,100,0.95,3
random,2400,100,4.44,0
bad_greedy,2400,100,4.44,1
k=1,2400,100,0.9,29
k=2,2400,100,0.87,1392
greedy,2400,100,1.31,3
random,2400,100,4.64,0
bad_greedy,2400,100,4.64,1
k=1,2400,100,1.28,33
k=2,2400,100,1.26,1605
greedy,200,100,1.01,3
random,200,89,2.24719,0
bad_greedy,200,98,2.03061,1
k=1,200,100,0.99,30
k=2,200,100,0.99,1446
greedy,200,100,1.11,3
random,200,84,2.38095,0
bad_greedy,200,95,2.07368,1
k=1,200,100,1.07,33
k=2,200,100,1.07,1568
greedy,200,100,1.27,3
random,200,87,2.29885,0
bad_greedy,200,94,2.10638,1
k=1,200,100,1.24,31
k=2,200,100,1.22,1450
greedy,200,100,0.98,3
random,200,84,2.38095,0
bad_greedy,200,95,2.09474,1
k=1,200,100,0.97,30
k=2,200,100,0.96,1442
greedy,200,100,1.02,3
random,200,90,2.22222,0
bad_greedy,200,97,2.02062,1
k=1,200,100,1.01,34
k=2,200,100,0.99,1552
greedy,200,100,1.14,3
random,200,84,2.38095,0
bad_greedy,200,94,2.08511,1
k=1,200,100,1.09,35
k=2,200,100,1.07,1550
greedy,200,100,0.98,3
random,200,88,2.26136,0
bad_greedy,200,95,2.07368,1
k=1,200,100,0.9,31
k=2,200,100,0.89,1385
greedy,200,100,1.05,3
random,200,89,2.24719,0
bad_greedy,200,98,2.04082,1
k=1,200,100,1.01,31
k=2,200,100,0.99,1496
greedy,200,100,1.07,3
random,200,87,2.29885,0
bad_greedy,200,95,2.10526,1
k=1,200,100,1.03,32
k=2,200,100,1.01,1478
greedy,200,100,1.13,3
random,200,85,2.35294,0
bad_greedy,200,93,2.15054,1
k=1,200,100,1.05,31
k=2,200,100,1.02,1454
greedy,500,100,1.16,3
random,500,100,4.67,0
bad_greedy,500,100,4.67,1
k=1,500,100,1.13,33
k=2,500,100,1.13,1487
greedy,500,100,1.28,3
random,500,100,4.72,0
bad_greedy,500,100,4.72,1
k=1,500,100,1.23,33
k=2,500,100,1.2,1566
greedy,500,100,1.14,3
random,500,100,4.43,0
bad_greedy,500,100,4.43,1
k=1,500,100,1.12,32
k=2,500,100,1.1,1490
greedy,500,100,1.21,3
random,500,100,4.65,0
bad_greedy,500,100,4.65,1
k=1,500,100,1.19,32
k=2,500,100,1.17,1546
greedy,500,100,1.22,3
random,500,100,4.87,0
bad_greedy,500,100,4.87,1
k=1,500,100,1.19,31
k=2,500,100,1.17,1495
greedy,500,100,1.14,3
random,500,100,4.62,0
bad_greedy,500,100,4.62,1
k=1,500,100,1.11,32
k=2,500,100,1.09,1521
greedy,500,100,1.21,3
random,500,100,4.69,0
bad_greedy,500,100,4.69,1
k=1,500,100,1.2,33
k=2,500,100,1.2,1560
greedy,500,100,1.01,3
random,500,100,4.39,0
bad_greedy,500,100,4.39,1
k=1,500,100,0.99,31
k=2,500,100,0.99,1479
greedy,500,100,1.04,3
random,500,100,4.43,0
bad_greedy,500,100,4.43,1
k=1,500,100,1.04,31
k=2,500,100,1.03,1475
greedy,500,100,1.01,3
random,500,100,4.48,0
bad_greedy,500,100,4.48,1
k=1,500,100,0.98,29
k=2,500,100,0.96,1359
greedy,2700,100,1.24,4
random,2700,100,4.43,0
bad_greedy,2700,100,4.43,1
k=1,2700,100,1.2,34
k=2,2700,100,1.18,1682
greedy,2700,100,0.88,3
random,2700,100,4.2,0
bad_greedy,2700,100,4.2,1
k=1,2700,100,0.85,31
k=2,2700,100,0.85,1476
greedy,2700,100,1.13,3
random,2700,100,4.62,0
bad_greedy,2700,100,4.62,1
k=1,2700,100,1.1,29
k=2,2700,100,1.1,1447
greedy,2700,100,1.04,3
random,2700,100,4.46,0
bad_greedy,2700,100,4.46,1
k=1,2700,100,1.03,31
k=2,2700,100,1.03,1518
greedy,2700,100,0.89,3
random,2700,100,4.19,0
bad_greedy,2700,100,4.19,1
k=1,2700,100,0.87,28
k=2,2700,100,0.85,1359
greedy,2700,100,1.04,3
random,2700,100,4.26,0
bad_greedy,2700,100,4.26,1
k=1,2700,100,0.99,34
k=2,2700,100,0.95,1471
greedy,2700,100,1.16,3
random,2700,100,4.42,0
bad_greedy,2700,100,4.42,1
k=1,2700,100,1.13,32
k=2,2700,100,1.12,1519
greedy,2700,100,1.14,3
random,2700,100,4.62,0
bad_greedy,2700,100,4.62,1
k=1,2700,100,1.14,31
k=2,2700,100,1.12,1417
greedy,2700,100,1.31,3
random,2700,100,4.71,0
bad_greedy,2700,100,4.71,1
k=1,2700,100,1.28,30
k=2,2700,100,1.28,1475
greedy,2700,100,1.17,3
random,2700,100,4.7,0
bad_greedy,2700,100,4.7,1
k=1,2700,100,1.15,31
k=2,2700,100,1.15,1525
greedy,700,100,1.15,3
random,700,100,4.5,0
bad_greedy,700,100,4.5,1
k=1,700,100,1.08,32
k=2,700,100,1.06,1482
greedy,700,100,0.88,3
random,700,100,4.28,0
bad_greedy,700,100,4.28,1
k=1,700,100,0.85,28
k=2,700,100,0.83,1353
greedy,700,100,1.41,3
random,700,100,4.7,0
bad_greedy,700,100,4.7,1
k=1,700,100,1.35,33
k=2,700,100,1.33,1581
greedy,700,100,1.17,3
random,700,100,4.4,0
bad_greedy,700,100,4.4,1
k=1,700,100,1.14,32
k=2,700,100,1.11,1504
greedy,700,100,1.21,3
random,700,100,4.43,0
bad_greedy,700,100,4.43,1
k=1,700,100,1.2,30
k=2,700,100,1.17,1458
greedy,700,100,1.12,3
random,700,100,4.55,0
bad_greedy,700,100,4.55,1
k=1,700,100,1.11,31
k=2,700,100,1.09,1493
greedy,700,100,1.14,3
random,700,100,4.67,0
bad_greedy,700,100,4.67,1
k=1,700,100,1.12,30
k=2,700,100,1.11,1381
greedy,700,100,1.14,3
random,700,100,4.87,0
bad_greedy,700,100,4.87,1
k=1,700,100,1.11,29
k=2,700,100,1.1,1378
greedy,700,100,1.04,3
random,700,100,4.27,0
bad_greedy,700,100,4.27,1
k=1,700,100,1.02,31
k=2,700,100,1,1464
greedy,700,100,1.22,3
random,700,100,4.55,0
bad_greedy,700,100,4.55,1
k=1,700,100,1.19,31
k=2,700,100,1.16,1475
greedy,400,100,1.37,3
random,400,99,4.0404,0
bad_greedy,400,100,3.97,1
k=1,400,100,1.34,34
k=2,400,100,1.31,1576
greedy,400,100,1.23,3
random,400,99,4.0404,0
bad_greedy,400,99,4.0303,1
k=1,400,100,1.21,31
k=2,400,100,1.19,1475
greedy,400,100,1.07,3
random,400,99,4.0404,0
bad_greedy,400,100,4,1
k=1,400,100,0.98,29
k=2,400,100,0.94,1391
greedy,400,100,0.9,3
random,400,98,4.06122,0
bad_greedy,400,100,3.92,1
k=1,400,100,0.88,29
k=2,400,100,0.88,1411
greedy,400,100,0.93,3
random,400,100,3.97,0
bad_greedy,400,100,3.95,1
k=1,400,100,0.91,30
k=2,400,100,0.9,1431
greedy,400,100,1.01,3
random,400,100,3.99,0
bad_greedy,400,99,4.0303,1
k=1,400,100,0.94,30
k=2,400,100,0.92,1430
greedy,400,100,1.15,3
random,400,100,4,0
bad_greedy,400,98,4.03061,1
k=1,400,100,1.12,32
k=2,400,100,1.1,1492
greedy,400,100,1.1,3
random,400,100,3.97,0
bad_greedy,400,100,3.94,1
k=1,400,100,1.06,33
k=2,400,100,1.04,1565
greedy,400,100,1.08,3
random,400,100,4,0
bad_greedy,400,100,3.93,1
k=1,400,100,1.08,31
k=2,400,100,1.06,1541
greedy,400,100,0.94,3
random,400,100,4,0
bad_greedy,400,100,3.97,1
k=1,400,100,0.94,31
k=2,400,100,0.93,1427
greedy,1300,100,1.13,3
random,1300,100,4.52,0
bad_greedy,1300,100,4.52,1
k=1,1300,100,1.08,31
k=2,1300,100,1.06,1476
greedy,1300,100,0.83,3
random,1300,100,4.36,0
bad_greedy,1300,100,4.36,1
k=1,1300,100,0.82,30
k=2,1300,100,0.82,1472
greedy,1300,100,1.34,4
random,1300,100,4.76,0
bad_greedy,1300,100,4.76,1
k=1,1300,100,1.3,33
k=2,1300,100,1.26,1562
greedy,1300,100,1.15,3
random,1300,100,4.28,0
bad_greedy,1300,100,4.28,1
k=1,1300,100,1.13,32
k=2,1300,100,1.11,1517
greedy,1300,100,1.23,3
random,1300,100,4.66,0
bad_greedy,1300,100,4.66,1
k=1,1300,100,1.2,33
k=2,1300,100,1.18,1601
greedy,1300,100,1.07,3
random,1300,100,4.22,0
bad_greedy,1300,100,4.22,1
k=1,1300,100,1.04,32
k=2,1300,100,1.02,1528
greedy,1300,100,1.07,4
random,1300,100,4.4,0
bad_greedy,1300,100,4.4,1
k=1,1300,100,1.04,29
k=2,1300,100,1.02,1380
greedy,1300,100,1.34,3
random,1300,100,4.52,0
bad_greedy,1300,100,4.52,1
k=1,1300,100,1.27,34
k=2,1300,100,1.23,1665
greedy,1300,100,1.03,3
random,1300,100,4.13,0
bad_greedy,1300,100,4.13,1
k=1,1300,100,1,30
k=2,1300,100,0.99,1419
greedy,1300,100,0.93,3
random,1300,100,4.36,0
bad_greedy,1300,100,4.36,1
k=1,1300,100,0.9,28
k=2,1300,100,0.89,1291
greedy,2600,100,0.98,3
random,2600,100,4.39,0
bad_greedy,2600,100,4.39,1
k=1,2600,100,0.96,30
k=2,2600,100,0.94,1358
greedy,2600,100,1.22,3
random,2600,100,4.64,0
bad_greedy,2600,100,4.64,1
k=1,2600,100,1.19,31
k=2,2600,100,1.17,1527
greedy,2600,100,1.03,3
random,2600,100,4.71,0
bad_greedy,2600,100,4.71,1
k=1,2600,100,1.01,32
k=2,2600,100,0.99,1503
greedy,2600,100,1.17,3
random,2600,100,4.41,0
bad_greedy,2600,100,4.41,1
k=1,2600,100,1.15,32
k=2,2600,100,1.14,1562
greedy,2600,100,0.93,3
random,2600,100,4.56,0
bad_greedy,2600,100,4.56,1
k=1,2600,100,0.9,27
k=2,2600,100,0.88,1283
greedy,2600,100,1.33,3
